circuit,qubits,gates_1q,gates_2q,M1__fidelity,M1__move_batches,M1__move_time_ms,M1__algorithm_time_s,M1__valid_over_N,M1__status,M2__fidelity,M2__move_batches,M2__move_time_ms,M2__algorithm_time_s,M2__valid_over_N,M2__status,M3__fidelity,M3__move_batches,M3__move_time_ms,M3__algorithm_time_s,M3__valid_over_N,M3__status,M4__fidelity,M4__move_batches,M4__move_time_ms,M4__algorithm_time_s,M4__valid_over_N,M4__status,M3__initial_placement_s,M3__transition_decision_s,M3__problem_preparation_s,M3__search_kernel_s,M3__result_commit_s,M3__transition_residual_s,M3__routing_s,M3__return_match_s,M3__forecast_s,M4__initial_placement_s,M4__transition_decision_s,M4__problem_preparation_s,M4__search_kernel_s,M4__result_commit_s,M4__transition_residual_s,M4__routing_s,M4__return_match_s,M4__forecast_s
cm42a_207,14,1433,771,8.740155504028818e-05,1311.0,126.66464265861744,17.079276916,1/1,success,8.483590595870664e-05,1314.0,128.29095303427007,0.21286775,1/1,success,7.677878598956606e-05,1327.0,139.40003580925745,11.597727833,1/1,success,9.630097053914908e-05,990.0,103.29150142318498,16.401784209,1/1,success,3.211345667,8.144754083,1.402090874,4.965379122,1.687310614,0.089973473,0.138242006,0.020001317,0.001726535,3.240339,12.9756845,1.420169973,9.714343206,1.737756502,0.103414819,0.087380886,0.014129222,0.763744025
cm82a_208,8,528,283,0.04395406325046809,496.0,48.43627428226652,14.65944825,1/1,success,0.04387574263756171,490.0,48.54664332938721,0.079262792,1/1,success,0.043781331015297825,515.0,54.13026800322455,7.430879292,1/1,success,0.04256254312848372,357.0,36.87564610792737,32.819525209,1/1,success,3.026483458,4.312087541,0.38037574,3.33969084,0.53257708,0.059443881,0.0416255,0.014242679,0.005292481,3.072672416,29.666030167,0.422257174,28.65012112,0.529641541,0.064010332,0.031520128,0.012708601,8.679811676
cm85a_209,14,9264,4986,3.1990584466244775e-34,8980.0,881.7090171431705,37.058012083,1/1,success,7.679990688283448e-34,8878.0,869.166549343304,1.432576584,1/1,success,4.8303101477903855e-33,8540.0,865.2340473457059,74.198111958,1/1,success,1.4734697306191662e-29,6632.0,671.3404463615424,52.436380458,1/1,success,5.052154666,67.469943708,9.884723816,41.76131499,15.531105432,0.29279947,1.101374149,0.14784419,0.00780895,5.006591625,46.0083805,6.421160395,28.415950394,10.913379535,0.257890176,0.871076584,0.091098866,1.193726693
cnt3-5_179,16,130,75,0.38697465517767526,117.0,11.810456285125419,11.534426834,1/1,success,0.390117345862929,90.0,9.119833119122562,0.017319833,1/1,success,0.3878372411020559,119.0,12.731485471400166,4.339935875,1/1,success,0.39459148924988646,87.0,9.852665229535226,14.88706475,1/1,success,2.522928083,1.765944042,0.104390919,1.517652377,0.109042038,0.034858708,0.025166035,0.004079804,0.00116996,2.500180083,12.349838459,0.111805545,12.09674479,0.105812248,0.035475876,0.009589672,0.008365154,3.09356641
cnt3-5_180,16,383,205,0.07998999269046161,315.0,30.62616446155534,13.174615583,1/1,success,0.07748627652789922,319.0,32.489523861964216,0.053511166,1/1,success,0.07882242134244197,318.0,32.81180414846729,6.921076583,1/1,success,0.08071961971037618,246.0,26.333281373297737,40.464596208,1/1,success,2.735928958,4.116791875,0.261785295,3.450703705,0.349500749,0.054802126,0.030171871,0.009926851,0.003545584,2.801259542,37.584929916,0.29201512,36.897332049,0.336689498,0.058893249,0.039471149,0.009987419,8.238073309
co14_215,15,14567,7840,,,,,0/1,verifier_fail,,12441.0,1241.6200048584865,1.976381084,1/1,success（线性F OOD）,,13158.0,1340.039372772909,38.922783709,1/1,success（线性F OOD）,,10221.0,1065.3119422372931,43.169006875,1/1,success（线性F OOD）,5.878902583,30.594565125,1.97607448,26.176333667,2.146594942,0.295562036,1.610348701,0.141985201,0.00507925,5.842626208,35.322519917,1.536707092,31.334013418,2.160743974,0.291055433,1.247169733,0.101257853,0.631308338
con1_216,9,772,415,0.009552121763997648,716.0,69.29644487612282,18.779125208,1/1,success,0.009477696036050937,715.0,69.74032762508178,0.115868958,1/1,success,0.009492921898127558,733.0,78.05839771673433,10.042733125,1/1,success,0.009287794992851255,534.0,55.44776768494854,55.264072208,1/1,success,3.712455708,6.187148834,0.580473997,4.739236376,0.799623467,0.067814994,0.078071117,0.0207158,0.007550961,3.678240667,51.47453575,0.628936756,49.903134904,0.868514256,0.073949834,0.04766798,0.019017295,14.220429568
cycle10_2_110,12,4909,2644,5.254905620910619e-15,4737.0,459.1848390238821,32.51989525,1/1,success,5.429051463555087e-15,4704.0,455.0543077511722,0.7621225,1/1,success,2.0156442642196298e-15,4793.0,523.4779293620084,40.530964084,1/1,success,1.615697093747304e-14,3497.0,351.1045167226089,51.773861125,1/1,success,5.276792625,34.365342042,5.077503491,22.550156487,6.518660757,0.219021307,0.557540417,0.089835079,0.010492563,5.3846515,45.675211958,5.075210829,33.998970775,6.329325129,0.271705225,0.415483475,0.05603993,2.573627118
dc1_220,11,1549,833,6.726652330118368e-05,1431.0,137.13565975333267,21.038938292,1/1,success,6.497161387978134e-05,1447.0,139.77872486819948,0.231520417,1/1,success,5.501767087572324e-05,1450.0,161.69754954620336,14.160653042,1/1,success,6.748883829601855e-05,1070.0,110.50617540383672,16.372528083,1/1,success,3.869182708,10.042316333,1.501007127,6.514857465,1.929382284,0.097069457,0.137141705,0.024831096,0.003154671,3.9043625,12.252462333,1.462202794,8.909222158,1.775280811,0.10575657,0.112230062,0.014491454,0.734551552
dc2_222,15,7677,4131,,,,,0/1,verifier_fail,2.907413768550459e-26,7301.0,714.1676350028921,1.147362375,1/1,success,2.1838331024769664e-26,7186.0,730.4406699371624,55.070136625,1/1,success,1.9874917083958927e-24,5511.0,561.6050340102179,57.134854917,1/1,success,5.577991209,48.067060625,6.758534393,30.42288235,10.631012811,0.254631071,0.831331253,0.123685358,0.006744589,5.697437,50.20525675,6.95657439,31.855041006,11.147601122,0.246040232,0.757679224,0.080637355,1.096840483
dist_223,13,30873,16624,,,,,0/1,verifier_fail,,27783.0,2724.1450529200683,4.500284042,1/1,success（线性F OOD）,,28412.0,2871.420687605661,67.84674625,1/1,success（线性F OOD）,,21909.0,2257.425011121209,66.789361417,1/1,success（线性F OOD）,6.114555291,56.537884833,3.170797286,48.145316752,4.695802154,0.525968641,3.364255667,0.315816238,0.009944794,6.340096708,55.767407583,2.788210584,47.381148594,4.955583189,0.642465216,2.993414879,0.289054748,1.164670135
ex-1_166,3,16,9,0.9103311683773916,18.0,1.7015187744276055,3.925349958,1/1,success,0.9101725766443511,18.0,1.7365139934836853,0.003931125,1/1,success,0.9137152005302642,17.0,1.8270819376047278,1.467606416,1/1,success,0.9101029807934639,11.0,1.0949851500448193,1.690243416,1/1,success,1.32580125,0.121700041,0.024040711,0.054710208,0.012928624,0.030020498,0.001250982,0.000381111,0.000172911,1.327580792,0.342336959,0.024059793,0.276345749,0.011424334,0.030507083,0.000841379,0.00022463,0.075008148
ex1_226,6,4,5,0.946238458591237,10.0,1.1313919595273794,4.355868625,1/1,success,0.9461829996830045,10.0,1.1460326127000577,0.002213084,1/1,success,0.950357661419169,9.0,1.0360131196695328,1.531916375,1/1,success,0.9503685497403696,9.0,1.033151080083868,1.723533125,1/1,success,1.440173709,0.072609958,0.005351292,0.019154208,0.01807375,0.030030708,0.000696898,0.000145127,9.7826e-05,1.458697167,0.244641583,0.019659417,0.188010209,0.0065515,0.030420457,0.00067997,0.00024745,0.044413051
ex2_227,7,514,275,0.04950301252382014,489.0,46.81918591127466,14.313661084,1/1,success,0.049408440922159,488.0,46.205026637128995,0.082619167,1/1,success,0.04516541624675556,506.0,69.63362823313943,7.430405042,1/1,success,0.04823656902115099,365.0,37.36550432550727,28.844063209,1/1,success,3.185432167,4.139883459,0.40448246,3.12357124,0.551889296,0.059940463,0.054306507,0.014905876,0.004950714,3.089896542,25.657355917,0.361090199,24.728930381,0.501966496,0.065368841,0.045207977,0.013103787,8.164711891
ex3_229,6,327,175,0.15565634939947603,320.0,30.22528043005983,9.164120875,1/1,success,0.1552782324615027,315.0,29.697885090663412,0.051798084,1/1,success,0.15783083815545831,324.0,31.969821383399758,4.4653995,1/1,success,0.15080596813829564,226.0,23.31874806962898,19.843647625,1/1,success,2.296017875,2.105828416,0.204451204,1.5453175,0.304746996,0.051312716,0.025290251,0.00892298,0.003425939,2.327691958,17.458333875,0.217934078,16.88273996,0.294673919,0.062985918,0.019184828,0.00691877,4.758790522
f2_232,8,978,525,0.003050765041420654,924.0,89.0464370613079,15.417895667,1/1,success,0.00303634637419843,919.0,89.02387618978412,0.15178575,1/1,success,0.003020358156479097,943.0,100.2869779160777,11.062112125,1/1,success,0.0029545283542280407,680.0,70.94991375607584,55.070292875,1/1,success,3.18821875,7.704587458,0.692378878,5.945173213,0.991480289,0.075555078,0.091065884,0.026885489,0.009726645,3.1684095,51.746463167,0.727383965,49.915570991,1.018416338,0.085091873,0.080396891,0.022570722,16.477388384
graycode6_47,6,10,5,0.9435853622018051,10.0,1.123037359146889,4.418640125,1/1,success,0.9435661028903417,10.0,1.1281350025955126,0.002341584,1/1,success,0.9474509231959403,9.0,1.091482575672967,1.549159542,1/1,success,0.9477039274861996,9.0,1.0247964797033773,1.73976875,1/1,success,1.45531275,0.074574792,0.006159666,0.01974325,0.019014958,0.029656918,0.000709295,0.000140335,0.000115552,1.49114925,0.228678709,0.019344251,0.172029042,0.006924832,0.030380584,0.000843287,0.000241068,0.042798517
ground_state_estimation_10,13,13,3,0.9665585995497005,2.0,0.19999282681158867,1.104763375,1/1,success,0.9662332898517291,2.0,0.23881215109115067,0.001797459,1/1,success,0.9711608306325407,1.0,0.10909637512458574,0.856560875,1/1,success,0.9711608306325407,1.0,0.10909637512458574,0.852726625,1/1,success,0.787176083,0.051532833,0.002338667,0.005045792,0.014511792,0.029636582,0.000158072,2.413e-06,9.537e-06,0.780714333,0.053785167,0.002278501,0.019933125,0.002262416,0.029311125,0.000164986,6.296e-06,7.958e-06
ham15_107,15,7153,3856,4.2087761696794895e-24,6804.0,664.500152028049,37.510033208,1/1,success,4.417142731734287e-24,6795.0,661.5138680989907,1.101679625,1/1,success,3.040688571298985e-24,6650.0,679.2224755023472,60.453742625,1/1,success,1.0137064612060221e-22,5081.0,522.3705989728816,61.21016825,1/1,success,5.609049875,53.56264575,7.546845771,34.163475012,11.612174918,0.240150049,0.815139532,0.115690906,0.006324771,5.646113,54.503643334,7.428436023,35.248085914,11.569647365,0.257474032,0.614591837,0.087594827,1.171510834
ham3_102,3,14,9,0.9110926672902858,18.0,1.704970863094068,3.845555959,1/1,success,0.9108366416416142,18.0,1.7413119432117588,0.00411475,1/1,success,0.9144793496868597,17.0,1.8306441664367283,1.456545833,1/1,success,0.910963139374095,11.0,1.0961735155877195,1.726915541,1/1,success,1.32724275,0.109920792,0.020832623,0.048111625,0.012251834,0.02872471,0.001210451,0.000370667,0.000167735,1.334452125,0.37236925,0.024439169,0.305991999,0.011677501,0.030260581,0.000864029,0.000226737,0.08289884
ham7_104,7,276,149,0.20129974317739016,266.0,25.771006018564854,11.993504625,1/1,success,0.20189162869620608,263.0,24.948730236487023,0.044537375,1/1,success,0.20222042504968668,268.0,28.544591057784395,4.614119958,1/1,success,0.19869316440877638,195.0,20.819033180627436,15.13602675,1/1,success,2.719747709,1.836173375,0.193940256,1.350515495,0.253014304,0.03870332,0.022214651,0.006986104,0.002750018,2.729367209,12.356548667,0.208008833,11.851711999,0.257116581,0.039711254,0.016057491,0.006465332,3.844303385
hwb4_49,5,189,104,0.33793784952754075,192.0,18.090893362089673,8.872438291,1/1,success,0.33727940079533897,191.0,18.561926435332662,0.032382833,1/1,success,0.340040008342593,190.0,19.33334333194646,3.43337875,1/1,success,0.3300251347670082,134.0,13.738458023894959,9.403083666,1/1,success,2.240087875,1.14853425,0.116972371,0.831146418,0.16606,0.034355461,0.014132261,0.005153557,0.001958173,2.20189875,7.162100666,0.124177327,6.838970212,0.164339507,0.03461362,0.010487556,0.004147191,2.425186812
hwb5_53,6,1087,598,0.0016835772247393347,1091.0,103.0843265533379,12.718948625,1/1,success,0.0016625120710309534,1083.0,102.27130926832508,0.179214791,1/1,success,0.001670173415587418,1110.0,116.61159734142812,8.221099083,1/1,success,0.0015402944940124468,786.0,78.86518727997534,9.507080083,1/1,success,2.844873917,5.179879042,0.788777803,3.210189872,1.10543467,0.075476697,0.106468439,0.01775757,0.002126555,2.860249208,6.495813542,0.765926619,4.604223888,1.037030114,0.088632921,0.069144964,0.011372157,0.519052667
hwb6_56,7,5466,2952,4.0403827386176245e-15,5225.0,493.8721730163634,22.415046792,1/1,success,3.98571120791936e-15,5183.0,490.5476740270252,0.852286541,1/1,success,1.765107549729466e-15,5272.0,616.0447444122283,31.960802459,1/1,success,3.3433983099976075e-15,3896.0,391.66339431717006,34.265578875,1/1,success,3.261734125,27.708866833,2.723813604,19.213901445,5.626291084,0.1448607,0.535310268,0.088284024,0.002755181,3.292454334,30.196295,4.004816829,19.040713038,7.001639573,0.14912556,0.435059786,0.055115583,0.702741046
hwb7_59,8,19803,10677,,18716.0,1786.36166312547,46.478453291,1/1,success（线性F OOD）,,18586.0,1767.7306306554553,3.045410666,1/1,success（线性F OOD）,,18410.0,1801.0166894683503,38.840644834,1/1,success（线性F OOD）,,14234.0,1454.3617619682918,33.816255708,1/1,success（线性F OOD）,3.802532333,31.842717083,1.690795421,26.613387278,3.209765288,0.328769096,1.979825735,0.222243112,0.00635004,3.809431334,26.991852709,1.451579098,21.98981951,3.19746655,0.352987551,1.68240571,0.108051499,0.581888243
hwb8_113,9,56362,30368,,,,,0/1,verifier_fail,,53661.0,5132.618332493023,8.69211125,1/1,success（线性F OOD）,,53287.0,5329.348927522917,101.97719525,1/1,success（线性F OOD）,,40750.0,4157.208613744547,91.607367541,1/1,success（线性F OOD）,4.24195425,87.654784042,4.821122214,73.010373794,8.868026223,0.955261811,6.017968416,0.608098642,0.01707865,4.295207833,79.109330875,4.126992616,65.103193951,8.892301996,0.986842312,5.169188023,0.400647431,1.649631125
hwb9_119,10,168794,90945,,,,,0/1,verifier_fail,,161232.0,15466.864869619647,25.459654458,1/1,success（线性F OOD）,,160031.0,15829.119110928532,297.746527625,1/1,success（线性F OOD）,,132278.0,13583.112880208075,265.164780875,1/1,success（线性F OOD）,4.686713834,261.619778542,14.372306667,217.940130585,26.368368105,2.938973185,19.058222771,1.790380449,0.044298639,4.785710375,234.7351535,11.6731551,193.655638462,26.7094376,2.696922338,16.271168232,0.963614378,4.295553857
inc_237,16,8613,4636,2.5893217059754297e-31,8202.0,796.2594238413484,35.932379458,1/1,success,1.2198344103846941e-31,8196.0,809.0283355635618,1.300635791,1/1,success,4.653029140162204e-31,7849.0,800.3462307435528,66.104002083,1/1,success,4.732617610881116e-28,6062.0,623.4215188920596,64.177933042,1/1,success,5.322211792,59.234859,8.736878561,36.569559703,13.645985394,0.282435342,1.009043455,0.132596491,0.00758475,5.432234333,57.395525959,8.510557018,35.009631281,13.563670198,0.311667462,0.838676214,0.084814809,1.270763497
ising_model_10,10,145,90,0.4533160385506787,46.0,5.552227820623095,5.714913792,1/1,success,0.4557950619916643,36.0,4.740512083456242,0.011009541,1/1,success,0.4874586802483941,57.0,6.646121772899311,2.32494625,1/1,success,0.489957172944887,53.0,6.487952264185133,27.967612542,1/1,success,1.564093084,0.7328695,0.076039084,0.568623375,0.055054708,0.033152333,0.006536961,0.000320413,0.000352096,1.566561667,26.372489666,0.080605333,26.201390668,0.056825999,0.033667666,0.006317139,0.001210881,5.922528833
ising_model_13,13,193,120,0.3431601804260797,66.0,7.793328545537666,6.037751125,1/1,success,0.34114159472518574,49.0,6.205620274791484,0.014600292,1/1,success,0.36858573266019123,69.0,11.836271470261357,2.436722834,1/1,success,0.375854732812889,64.0,8.364568141746236,24.448312542,1/1,success,1.595620459,0.804666083,0.102305419,0.586979413,0.080877086,0.034504165,0.013072968,0.000151226,0.000493325,1.60922175,22.806794709,0.105980044,22.592552953,0.073730085,0.034531627,0.009179592,0.001076617,11.618673324
ising_model_16,16,241,150,0.2518984446390086,66.0,7.799333742856476,6.258667708,1/1,success,0.24693277749897075,61.0,8.541905757640631,0.016804625,1/1,success,0.2781227854082842,80.0,10.395865442765965,4.101420709,1/1,success,0.27882009944304387,77.0,10.577477517327669,147.416199542,1/1,success,1.65576575,2.405757167,0.136622915,2.132420625,0.102639626,0.034074001,0.017146111,0.000350575,0.000618392,1.652436334,145.704193333,0.129854459,145.435786917,0.103543292,0.035008665,0.0309093,0.003200399,42.326576454
life_238,11,18205,9800,,17508.0,1700.6623939081314,51.96079325,1/1,success（线性F OOD）,,17441.0,1694.5407073102476,2.7497585,1/1,success（线性F OOD）,,17220.0,1747.2128533847122,37.653088625,1/1,success（线性F OOD）,,13369.0,1363.860186587711,36.051443791,1/1,success（线性F OOD）,5.044171625,29.547856667,1.688836381,24.598740294,2.956931561,0.303348431,1.950569153,0.191482239,0.005079376,5.134762709,28.174350667,1.430997781,23.272577304,3.124260836,0.346514746,1.538427591,0.109144727,0.561950183
majority_239,7,498,267,0.054270497023150614,479.0,46.72985562634,12.230338167,1/1,success,0.05482379734590389,469.0,44.54709268165529,0.081410916,1/1,success,0.054119105619200206,492.0,52.56381220524346,6.370308083,1/1,success,0.05291785618858417,350.0,37.10280075269707,28.473290375,1/1,success,2.713945042,3.568234875,0.334304844,2.680593952,0.494347206,0.058988873,0.038107157,0.014264472,0.004852226,2.7054305,25.691447292,0.360162629,24.764240162,0.504916124,0.062128377,0.029264927,0.012631241,7.9509717
max46_240,10,22001,11844,,,,,0/1,verifier_fail,,20077.0,1941.4652476463796,3.205795333,1/1,success（线性F OOD）,,20042.0,1992.144609191117,46.042534292,1/1,success（线性F OOD）,,15758.0,1604.8845804817638,42.660445625,1/1,success（线性F OOD）,4.416554875,37.9678665,2.092925702,32.138145014,3.34670376,0.390092024,2.326054096,0.232751179,0.007241673,4.404578083,35.035022083,1.689001685,29.618931001,3.340282804,0.386806593,2.028671026,0.217495368,0.741386606
miller_11,3,41,23,0.7914083263079896,46.0,4.250515749854419,3.879044708,1/1,success,0.7912577699246767,46.0,4.293314935918172,0.008387167,1/1,success,0.7937014387668854,45.0,4.782854189130573,1.604029084,1/1,success,0.7876336417027736,25.0,2.3627820114912588,2.284595125,1/1,success,1.336393875,0.242980042,0.036211918,0.141968164,0.033910959,0.030889001,0.003123045,0.000984583,0.000452876,1.333367125,0.927945708,0.03659683,0.829568544,0.030058666,0.031721668,0.001926899,0.000549114,0.278516632
mini-alu_167,5,236,126,0.26310424833993823,239.0,24.050932088510844,9.035343,1/1,success,0.26192022133625675,225.0,21.780845764295364,0.039558667,1/1,success,0.27137774704682566,232.0,22.67115969569609,3.72598775,1/1,success,0.2597542267488596,169.0,17.46439375283503,13.336765541,1/1,success,2.263486459,1.397823,0.155999,1.003559425,0.202829285,0.03543529,0.031520367,0.006595432,0.002411216,2.297877708,10.992893958,0.165868089,10.58355242,0.205401785,0.038071664,0.013972998,0.004912534,3.513565895
mini_alu_305,10,141,77,0.41960621939538234,125.0,12.568600889738587,13.002327958,1/1,success,0.41870647510823267,117.0,12.079109521342373,0.019557792,1/1,success,0.42219670772485945,114.0,11.26027618596747,4.095489041,1/1,success,0.415316025443257,85.0,9.25436615970381,17.70692375,1/1,success,2.722775917,1.337033708,0.091420877,1.10056383,0.110787088,0.034261913,0.010610819,0.002920741,0.001464026,2.784113583,14.887632584,0.09853654,14.639983167,0.114070541,0.035042336,0.008857965,0.003162456,3.429555758
misex1_241,15,3905,2100,2.026768188969607e-12,3723.0,361.8835411073375,27.709037667,1/1,success,2.018190588139657e-12,3708.0,361.0879517975192,0.609734916,1/1,success,9.747515561875084e-13,3697.0,396.2519453178288,33.183151083,1/1,success,5.690413266355979e-12,2708.0,276.5296984836903,53.397860166,1/1,success,4.801849709,27.732339458,4.899973255,16.232622964,6.404212499,0.19553074,0.393903255,0.061129255,0.004938515,4.736019125,48.096601209,5.673979348,35.367790376,6.831274788,0.223556697,0.33109045,0.038138428,2.029725312
mlp4_245,16,15295,8232,,14706.0,1439.865509242983,43.862107166,1/1,success（线性F OOD）,,14498.0,1427.8889116772586,2.330436917,1/1,success（线性F OOD）,,14517.0,1477.1877932605082,37.0070685,1/1,success（线性F OOD）,,11155.0,1145.3557235378153,34.023983834,1/1,success（线性F OOD）,6.054721709,28.245208042,1.872580857,23.528272864,2.53153158,0.312822741,1.747718096,0.149312671,0.004145385,6.013255708,25.70362425,1.239643295,21.605749971,2.558795428,0.299435556,1.319541693,0.078248953,0.484948605
mod10_171,5,201,108,0.32337594814333637,196.0,18.98568178163015,9.141771542,1/1,success,0.3217681453138016,196.0,19.131258798687018,0.033131625,1/1,success,0.3279915527600588,199.0,20.578919257306396,3.479661083,1/1,success,0.3173536448214352,138.0,14.605911343997663,11.815516166,1/1,success,2.253207458,1.180084125,0.134365713,0.84093766,0.169739084,0.035041668,0.015105009,0.005388738,0.002123951,2.20682025,9.564831834,0.141800329,9.214180959,0.17286075,0.035989796,0.012559652,0.004019439,2.618500281
mod10_176,5,148,78,0.43972592431932533,141.0,13.407122465267012,8.903863667,1/1,success,0.4401542200415281,137.0,13.014637221155388,0.025222375,1/1,success,0.44215610068612515,145.0,14.469036670399834,3.306674167,1/1,success,0.4336004453250428,102.0,10.26367012296337,9.832251875,1/1,success,2.2499075,1.018944208,0.100832958,0.759467292,0.125490752,0.033153206,0.010943174,0.004111606,0.001475369,2.266074458,7.531442875,0.094926132,7.273408452,0.127107004,0.036001287,0.008272409,0.003951598,2.026802887
mod5adder_127,6,447,239,0.07811341889972387,431.0,41.22738632175701,11.528730334,1/1,success,0.07836849389836191,418.0,39.38710737611038,0.069304083,1/1,success,0.07808135284779887,444.0,47.38384449381615,5.666351709,1/1,success,0.07522776076056183,306.0,31.508961301483414,24.494437666,1/1,success,2.668528208,2.90399275,0.28682204,2.155623495,0.404130382,0.057416833,0.047482252,0.011205904,0.004547013,2.722211958,21.7031845,0.320950202,20.912268911,0.407515292,0.062450095,0.025280952,0.009041497,6.970745235
mod5d1_63,5,21,13,0.8630452527005426,26.0,3.00576385279476,4.657694083,1/1,success,0.8642805741751188,24.0,2.4216148766451644,0.005148167,1/1,success,0.8724100481416929,24.0,2.7920766205172156,1.697951041,1/1,success,0.8721930978510162,17.0,1.7200051169291357,2.971373417,1/1,success,1.518078792,0.15849825,0.014105458,0.095643624,0.017786043,0.030963125,0.001904011,0.000516609,0.000208902,1.476669042,1.473564042,0.013595708,1.398719,0.030528332,0.030721002,0.001335859,0.000549445,0.170468635
mod5d2_64,5,44,25,0.7686580117553311,50.0,4.729997693227506,7.217703292,1/1,success,0.7682997476672501,50.0,4.765277491910339,0.008530042,1/1,success,0.771969620082148,49.0,4.629248471506069,2.247620417,1/1,success,0.7630105497281455,37.0,3.7739983546837736,3.382423208,1/1,success,1.939608417,0.283662625,0.027732711,0.174498707,0.050521377,0.03090983,0.003450394,0.001133947,0.000534838,2.00386925,1.352421625,0.031696627,1.230522956,0.056507334,0.033694708,0.002786875,0.000940725,0.544582313
mod5mils_65,5,30,16,0.84318947112727,32.0,3.101456533667922,5.440677708,1/1,success,0.842637516919016,32.0,3.1413659229617443,0.005967042,1/1,success,0.8467766912973229,31.0,3.016655150879662,1.849264084,1/1,success,0.8417545444165311,22.0,2.2047400822381378,2.4473445,1/1,success,1.633891916,0.193350416,0.017735584,0.108670166,0.036633417,0.030311249,0.002206564,0.000706575,0.000342001,1.647300084,0.778501833,0.032973916,0.690617126,0.024310874,0.030599917,0.001730204,0.000522887,0.258350379
mod8-10_177,6,358,193,0.12733845096995705,354.0,34.22800686164818,11.656615208,1/1,success,0.1279412869850028,348.0,32.928323346430965,0.057793333,1/1,success,0.12926806760820486,358.0,35.19845683577152,5.364936083,1/1,success,0.12444837939013145,253.0,25.88030982698711,19.230975084,1/1,success,2.701136917,2.595433125,0.231563075,1.981167584,0.328373173,0.054329293,0.027037621,0.009887462,0.003817441,2.706234,16.464332542,0.245531373,15.817415667,0.343961288,0.057424214,0.020508051,0.007253208,5.193119098
mod8-10_178,6,284,152,0.19659089040346633,280.0,26.55898264681625,9.925188083,1/1,success,0.19622410596530407,274.0,26.04854445409233,0.047086375,1/1,success,0.19793470156451634,282.0,29.491286347728046,4.531419541,1/1,success,0.19313624355282896,197.0,20.984549331296996,17.119476875,1/1,success,2.39774725,2.075407958,0.198125794,1.563769708,0.27574225,0.037770206,0.022149086,0.007774964,0.002904965,2.44861275,14.604468708,0.204879458,14.104337837,0.2554505,0.039800913,0.030563116,0.006520284,4.172406643
one-two-three-v0_97,5,238,128,0.2587778447905249,237.0,22.32919400301642,9.036644375,1/1,success,0.2587096879499431,236.0,22.198261669218063,0.038948625,1/1,success,0.2615743548568533,239.0,24.27985854614025,3.818452625,1/1,success,0.2542309340669295,167.0,16.744080530251097,13.289384541,1/1,success,2.284994125,1.469694083,0.155054495,1.073916632,0.205027127,0.035695829,0.030347109,0.006511807,0.002481606,2.28064625,10.958194041,0.169784541,10.545282828,0.204287002,0.03883967,0.013374329,0.005781614,3.271010184
one-two-three-v0_98,5,121,65,0.5068630035265466,119.0,11.744198106370073,8.974952208,1/1,success,0.5058266573360579,117.0,11.071714919558008,0.019149,1/1,success,0.5115901142822312,118.0,11.487926109074094,3.056406333,1/1,success,0.5006764972844197,84.0,8.282482348399654,7.0249635,1/1,success,2.289028,0.733077125,0.088100709,0.50878979,0.102548876,0.03363775,0.008906126,0.003270964,0.001278506,2.293384792,4.698670584,0.093443462,4.467980953,0.102352625,0.034893544,0.006981611,0.002637562,1.553944418
one-two-three-v1_99,5,109,59,0.5374615300614861,115.0,10.771398072509076,8.057087041,1/1,success,0.5375363962233751,113.0,10.574013617029783,0.01985725,1/1,success,0.5370245046831343,115.0,12.881641877638453,2.90197875,1/1,success,0.5281110283087319,79.0,8.250223639521217,6.602810958,1/1,success,2.116249583,0.752116959,0.065795126,0.560010122,0.092988001,0.03332371,0.008281231,0.00286798,0.001191578,2.072687167,4.498476167,0.072923998,4.295536256,0.096414376,0.033601537,0.00621438,0.002412342,1.332819492
one-two-three-v2_100,5,57,32,0.7082193090609793,62.0,6.5475513854452805,6.333073333,1/1,success,0.7094507855828208,59.0,5.730218596084863,0.010661208,1/1,success,0.7130368632994097,60.0,6.3890940533867795,2.268536708,1/1,success,0.7095094778897164,43.0,4.276574971269481,5.342229083,1/1,success,1.841737292,0.399809083,0.036336166,0.280242294,0.050428124,0.032802499,0.004659414,0.001746732,0.000611764,1.827082917,3.490269625,0.038131791,3.369093334,0.051307333,0.031737167,0.003324509,0.001635861,0.710594772
one-two-three-v3_101,5,57,32,0.7031702666588894,64.0,7.357026544422101,7.149468209,1/1,success,0.7067290234910306,59.0,5.6950248337286755,0.010390917,1/1,success,0.7104716671244595,62.0,6.723409312553951,2.403675583,1/1,success,0.7089292940151233,42.0,4.066202833877938,5.5222205,1/1,success,1.964027333,0.412938584,0.035850874,0.296261914,0.049608462,0.031217334,0.004828691,0.001613919,0.000599091,2.017148334,3.478555208,0.036972416,3.360667708,0.047272168,0.033642916,0.003793001,0.001782711,0.695101502
plus63mod4096_163,13,104588,56317,,,,,0/1,verifier_fail,,100484.0,9770.400482385343,15.795182708,1/1,success（线性F OOD）,,101614.0,10385.38750577387,204.856227291,1/1,success（线性F OOD）,,76821.0,7898.0899958931695,182.991375417,1/1,success（线性F OOD）,6.162834667,178.76191825,9.84493315,149.244782523,17.648464483,2.023738094,11.987669468,1.135942467,0.031520277,6.116321625,161.055807083,7.779470392,134.58616004,16.872164165,1.818012486,10.010537624,0.774058864,3.026640718
