filename,Atomique,Atomique,Atomique,Atomique,Atomique,Atomique,Enola,Enola,Enola,Enola,Enola,Enola,NALAC,NALAC,NALAC,NALAC,NALAC,NALAC,ZAC,ZAC,ZAC,ZAC,ZAC,ZAC
x,cir_fidelity,cir_fidelity_2q_gate,cir_fidelity_2q_gate_for_idle,cir_fidelity_atom_transfer,cir_fidelity_coherence,cir_duration,cir_fidelity,cir_fidelity_2q_gate,cir_fidelity_2q_gate_for_idle,cir_fidelity_atom_transfer,cir_fidelity_coherence,cir_duration,cir_fidelity,cir_fidelity_2q_gate,cir_fidelity_2q_gate_for_idle,cir_fidelity_atom_transfer,cir_fidelity_coherence,cir_duration,cir_fidelity,cir_fidelity_2q_gate,cir_fidelity_2q_gate_for_idle,cir_fidelity_atom_transfer,cir_fidelity_coherence,cir_duration
bv_n14,0.5857659414994522,0.9369146928798039,0.6550596316118702,1,0.9627691355072553,3890.5255690809468,0.5696718024361337,0.9369146928798039,0.6767263388387882,0.9512056281970315,0.9522598978302601,5291.447929420784,0.5764938637678152,0.9369146928798039,0.6767263388387883,0.947406509114141,0.9678182696717993,2980.516188393861,0.8571652757801561,0.9369146928798039,1,0.9455126435024226,0.9757662663445136,2790.817261521812
bv_n19,0.3746358224975992,0.9137248860125932,0.4444071240318654,1,0.9334581334316756,5257.604938756165,0.35590876426718104,0.9137248860125932,0.4648884257804501,0.9323611649219127,0.9086815530401684,7603.98595241956,0.36905860320629874,0.9137248860125932,0.46488842578045,0.9286373107007021,0.9463171648916214,3606.14670442002,0.7977213843395767,0.9137248860125932,1,0.9267809647166124,0.9528189271130505,3975.391001440943
bv_n30,0.21755429980119784,0.9137248860125932,0.27072980801307034,1,0.8898117786181198,5704.1801228577915,0.2050464906728627,0.9137248860125932,0.28320687822730584,0.9323611649219127,0.8593504461004327,7602.059566794384,0.3571650529983922,0.9137248860125932,0.46488842578045,0.9286373107007021,0.9158204616161504,3606.14670442002,0.7728984342939629,0.9137248860125932,1,0.9267809647166124,0.9231697574974915,4096.082772306836
bv_n70,0.0009638552050670146,0.8348931673187264,0.0019936752948391118,1,0.5922424797901654,11081.591518175806,0.0007113719398733092,0.8348931673187264,0.002181674071985352,0.8675596164681794,0.4647177509769666,16376.02693790186,0.09062808165551255,0.8348931673187264,0.21183645615829058,0.8623672548254323,0.6135950747954747,8787.054062987203,0.45169115418047656,0.8348931673187264,1,0.8520755747117411,0.6556551954439869,9132.355654620213
cat_n22,0.11130393611049304,0.8866535105013078,0.14625494119166488,1,0.8707647027347122,6166.665244450656,0.2535956128358014,0.9000874278732445,0.3494779911746322,0.9212341621210596,0.8864830059587089,8257.68761061024,0.49328905453748856,0.9000874278732445,1.0,0.8815592697443151,0.6297504787527015,30009.930999029184,0.7620962330351111,0.9000874278732445,1,0.9157205572498957,0.9366242433360368,4619.7624010741665
cat_n35,0.0005719908290735891,0.7822236754458713,0.0011756478309528679,1,0.6397787396039366,11793.940623008406,0.031840940848243904,0.8433051360508336,0.06029463779079268,0.8745314299402548,0.7310351817526654,13437.858456789374,0.20245473836908467,0.8433051360508335,1.0,0.8153791427799212,0.3005902203456926,48730.61343373297,0.5948632840228434,0.8433051360508336,1,0.8692973418545477,0.8284290352609308,8208.30887081485
dnn_n51,2.9201533816650955e-35,0.13876943300397526,3.2774497301114946e-32,1,0.00779857627754847,83655.53198806048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ghz_n23,0.13370758797486648,0.8955869907338783,0.17166615053978207,1,0.8815104489016634,5623.029924780201,0.2237481391575646,0.8955869907338783,0.314602242346932,0.9175547491935327,0.8772466322654733,8582.290524265309,0.4664338686370253,0.8955869907338783,1.0,0.8762831198969281,0.6024232305680759,31440.13784760977,0.7509457285568552,0.8955869907338783,1,0.9120631656822731,0.9318364903871359,4759.580876789557
ghz_n40,0.00011363296712416427,0.7628626641409962,0.0002624864914283082,1,0.5854678473387888,12778.740234116398,0.0111891247732597,0.8224322824348486,0.02448636166282117,0.857205969570888,0.663713795470605,15365.942102998879,0.13062201132440485,0.8224322824348484,1.0,0.7912691702140646,0.20553524084528826,56033.27204824997,0.5308785892598371,0.8224322824348486,1,0.8520755747117412,0.7757312166134218,9656.330665710744
ghz_n78,2.4035783637073758e-14,0.6027415843082742,2.7248875137604783e-13,1,0.15511660211600017,23199.44959999284,4.1624993585335876e-08,0.6797938283326578,4.348268041895779e-07,0.7362738857656108,0.20036367124092663,30687.182729266497,0.0007169036636918827,0.6797938283326577,1.0,0.6298767245155702,0.0017539844759440354,114945.93085481867,0.1832812901313134,0.6797938283326578,1,0.7173681503955105,0.39372822412698577,17986.10712235585
ising_n42,0.023726042391385697,0.6530732019446992,0.055792873015399466,1,0.6807227747743134,9252.3791027576,0.2761282679300141,0.6629680834613703,0.9900374375390627,0.7496535623221509,0.5859632207650791,19073.846554417047,0.18616612737704885,0.6629680834613703,0.877952513780448,0.6137030113095175,0.5441806549235082,18584.666691998347,0.45657264365824496,0.6629680834613703,1,0.7802631200940581,0.9215958737944292,3181.445741536922
ising_n98,6.131379097658795e-16,0.32536444083942,2.6567435355570838e-14,1,0.07952171838927287,25748.606362195613,0.014924076130118705,0.3781618071286901,0.9900374375390627,0.5064446569870313,0.08716273782526059,36992.301793467515,0.0023294569854409425,0.37816180712869,0.7943048256065051,0.3158220413582484,0.027192684043681487,46973.53689542834,0.15528452763723904,0.3781618071286901,1,0.5575003238156508,0.8156617181891707,3386.6879537596146
knn_n31,9.959152750364122e-11,0.42864784632995134,9.391993759946802e-10,1,0.2678524008292657,33924.298315106615,0.0006695286933058835,0.5907768628656768,0.004299250882447116,0.6582245533155778,0.42729258132123427,40817.43870151686,0.05760401782875955,0.5907768628656764,0.8605463393821575,0.5979446000009477,0.1983356974316983,71327.57538222279,0.25121152957695536,0.5907768628656768,1,0.6211155405084055,0.7167716199501311,16515.956721031987
multiply_n13,0.023448242407559192,0.7147372386831307,0.04121356217114168,1,0.8192817668641288,13758.200841183074,0.352022134707753,0.8183201210226748,0.5779976258940435,0.8537822855004554,0.8848892980011595,14236.692672553305,0.4747454156152407,0.8183201210226743,0.9092647725470315,0.8056482291095418,0.8046519084100036,23087.97282942883,0.6485566343515687,0.8183201210226748,1,0.855492414837717,0.9412713314069686,7361.481981694513
qft_n18,2.2058338853023266e-11,0.16957841978827554,6.106288862492561e-10,1,0.24076341497134154,65954.76505351048,0.003159493728532194,0.21570623976979011,0.23650096147234326,0.2944602063887937,0.23173130942450024,118076.46732919315,0.005149685874375035,0.2157062397697901,0.4377825417221742,0.20955238543722918,0.2868050141053304,88323.47782005703,0.08133900221128934,0.21570623976979011,1,0.5229213460638851,0.7947298380902045,20512.55976446989
res.yml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seca_n11,0.015272978755122115,0.5761543988830048,0.034937501250345275,1,0.7939067903155788,17606.228317929686,0.20716663671175403,0.6696478204705647,0.5388741820096965,0.7274870315965022,0.8109960546823282,28747.724959542746,0.24660304709715147,0.6696478204705641,0.7785570395897228,0.660864046961939,0.7386381691868963,37212.702035705544,0.44579379584413864,0.6696478204705647,1,0.7407070321561015,0.9261298492705943,11315.25243965035
