dataset,circuit,strict_paired,baseline_method,count_delta_semantics,log_component_delta_semantics,Bstar_transfers,M4_transfers,M4_minus_Bstar_transfers,Bstar_idle_exposures,M4_idle_exposures,M4_minus_Bstar_idle_exposures,Bstar_move_batches,M4_move_batches,M4_minus_Bstar_move_batches,Bstar_move_time_us,M4_move_time_us,M4_minus_Bstar_move_time_us,Bstar_log_atom_transfer,M4_log_atom_transfer,M4_minus_Bstar_log_atom_transfer,Bstar_log_idle_excitation,M4_log_idle_excitation,M4_minus_Bstar_log_idle_excitation,Bstar_log_coherence_linear,M4_log_coherence_linear,M4_minus_Bstar_log_coherence_linear
zac18,ising_n98_transpiled,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,584.0,304.0,-280.0,0.0,2.0,2.0,12.0,55.0,43.0,1855.1067823772555,5819.870945784367,3964.7641634071115,-0.584292194812784,-0.30415210140939447,0.2801400934033896,-0.0,-0.005006260436236954,-0.005006260436236954,-1.2668207763312378,-1.5114844031154393,-0.2446636267842015
zac18,knn_n31_transpiled,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,480.0,368.0,-112.0,0.0,74.0,74.0,149.0,132.0,-17.0,15477.797136000247,15129.890892017966,-347.906243982281,-0.4802401601200965,-0.36818412275874063,0.11205603736135589,-0.0,-0.1852316361407673,-0.1852316361407673,-0.4773336024422624,-0.4266180071309333,0.05071559531132913
zac18,multiply_n13_transpiled,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,156.0,110.0,-46.0,0.0,19.0,19.0,67.0,45.0,-22.0,7328.826981694516,5222.977336197841,-2105.8496454966744,-0.15607805203903136,-0.11005503669418878,0.04602301534484257,-0.0,-0.04755947414425106,-0.04755947414425106,-0.07878930363851769,-0.058229069746620524,0.020560233891897164
zac18,qft_n18_transpiled,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,648.0,402.0,-246.0,0.0,7.0,7.0,177.0,143.0,-34.0,20318.17476446989,20623.61469965825,305.4399351883585,-0.6483242161621303,-0.40220113410058084,0.24612308206154948,-0.0,-0.017521911526829338,-0.017521911526829338,-0.4040915185254687,-0.3630009036243715,0.04109061490109722
zac18,qft_n29_transpiled,False,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,1484.0,844.0,,0.0,18.0,,284.0,219.0,,40515.88185677209,35607.41179912787,,-1.484742495037965,-0.844422281544503,,-0.0,-0.045056343926132586,,-1.4949908036975759,-1.096262929338271,
zac18,seca_n11_transpiled,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,300.0,206.0,-94.0,0.0,57.0,57.0,109.0,71.0,-38.0,11279.92184091798,8128.616290234231,-3151.305550683748,-0.3001501000750603,-0.20610306871820808,0.09404703135685225,-0.0,-0.1426784224327532,-0.1426784224327532,-0.10997082561726582,-0.08122543790487806,0.028745387712387757
zac18,swap_test_n25_transpiled,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,380.0,282.0,-98.0,0.0,58.0,58.0,121.0,107.0,-14.0,12259.246676641184,11727.545413869935,-531.7012627712484,-0.3801901267617431,-0.2821410940705567,0.09804903269118637,-0.0,-0.14518155265087165,-0.14518155265087165,-0.30419999935261177,-0.26991463729007037,0.0342853620625414
zac18,wstate_n27_transpiled,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,216.0,158.0,-58.0,0.0,3.0,3.0,72.0,66.0,-6.0,7918.0221751245645,8262.121160973533,344.09898584896837,-0.21610807205404342,-0.15807905270619843,0.05802901934784499,-0.0,-0.00750939065435543,-0.00750939065435543,-0.23524674763929512,-0.2401853431400198,-0.004938595500724674
qmap154,0410184_169,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,436.0,320.0,-116.0,0.0,51.0,51.0,153.0,132.0,-21.0,15114.007849593469,14147.375032573043,-966.6328170204251,-0.436218145442421,-0.320160106746731,0.11605803869568998,-0.0,-0.12765964112404232,-0.12765964112404232,-0.22064199034714202,-0.19506573168881663,0.025576258658325385
qmap154,3_17_13,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,68.0,40.0,-28.0,0.0,13.0,13.0,32.0,19.0,-13.0,2970.5321772823017,1830.2910508081472,-1140.2411264741545,-0.06803402268368033,-0.040020013343341376,0.028014009340338958,-0.0,-0.0325406928355402,-0.0325406928355402,-0.007493167865772778,-0.005048909661569721,0.0024442582042030576
qmap154,4_49_16,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,404.0,270.0,-134.0,0.0,66.0,66.0,181.0,127.0,-54.0,17029.227268008213,13319.63163281929,-3709.5956351889236,-0.40420213476774786,-0.27013509006755426,0.1340670447001936,-0.0,-0.16520659439581947,-0.16520659439581947,-0.07677083109556071,-0.05925393446364676,0.01751689663191395
qmap154,4gt10-v1_81,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,272.0,192.0,-80.0,0.0,43.0,43.0,120.0,88.0,-32.0,11370.636327242406,9409.287024188574,-1961.349303053832,-0.27213609073472134,-0.19209606404803858,0.08004002668668275,-0.0,-0.1076345993790945,-0.1076345993790945,-0.052693929836644754,-0.04182635574412587,0.010867574092518886
qmap154,4gt11_82,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,56.0,42.0,-14.0,0.0,5.0,5.0,22.0,19.0,-3.0,2210.77251335491,1912.3773748582134,-298.39513849669675,-0.05602801868067792,-0.042021014010508444,0.014007004670169479,-0.0,-0.012515651090592385,-0.012515651090592385,-0.010574747604043038,-0.009196169861282437,0.001378577742760602
qmap154,4gt11_83,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,48.0,34.0,-14.0,0.0,6.0,6.0,22.0,16.0,-6.0,2168.7980294939016,1604.9945253015928,-563.8035041923088,-0.048024016012009646,-0.03401701134184017,0.014007004670169479,-0.0,-0.01501878130871086,-0.01501878130871086,-0.009611347898380794,-0.007520544189076193,0.0020908037093046016
qmap154,4gt11_84,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,40.0,26.0,-14.0,0.0,5.0,5.0,16.0,11.0,-5.0,1592.9343498347191,1146.0869877163889,-446.84736211833024,-0.040020013343341376,-0.026013008673171894,0.014007004670169482,-0.0,-0.012515651090592385,-0.012515651090592385,-0.007241811046984918,-0.004711614973677119,0.0025301960733077984
qmap154,4gt12-v0_86,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,452.0,308.0,-144.0,0.0,73.0,73.0,192.0,139.0,-53.0,18237.367623343936,14825.531843377172,-3411.8357799667647,-0.45222615077975753,-0.30815410274372856,0.14407204803602897,-0.0,-0.1827285059226488,-0.1827285059226488,-0.1050663215629114,-0.08314107104176383,0.021925250521147577
qmap154,4gt12-v0_87,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,448.0,304.0,-144.0,0.0,73.0,73.0,190.0,137.0,-53.0,18032.177605980643,14601.689293413372,-3430.4883125672714,-0.4482241494454234,-0.30415210140939447,0.1440720480360289,-0.0,-0.1827285059226488,-0.1827285059226488,-0.1041286975208683,-0.08211681405649975,0.022011883464368553
qmap154,4gt12-v0_88,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,344.0,234.0,-110.0,0.0,59.0,59.0,157.0,110.0,-47.0,14891.799528759133,11023.071615735224,-3868.7279130239094,-0.34417211475273585,-0.23411707805854703,0.11005503669418881,-0.0,-0.14768468286899014,-0.14768468286899014,-0.08406648388033419,-0.06168773234412782,0.022378751536206373
qmap154,4gt12-v1_89,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,416.0,280.0,-136.0,0.0,66.0,66.0,189.0,130.0,-59.0,19278.26946012675,13865.328882878946,-5412.940577247804,-0.4162081387707503,-0.28014009340338963,0.13606804536736067,-0.0,-0.16520659439581947,-0.16520659439581947,-0.10596100943494804,-0.07658046352785552,0.02938054590709252
qmap154,4gt13-v1_93,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,124.0,88.0,-36.0,0.0,19.0,19.0,54.0,39.0,-15.0,5147.117969819125,3857.5212264375728,-1289.5967433815526,-0.12406204136435826,-0.08804402935535102,0.03601801200900724,-0.0,-0.04755947414425106,-0.04755947414425106,-0.02351178901717161,-0.017466409389688867,0.006045379627482743
qmap154,4gt13_90,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,196.0,144.0,-52.0,0.0,28.0,28.0,88.0,66.0,-22.0,8850.802035473474,6532.986440607681,-2317.815594865793,-0.19609806538237273,-0.14407204803602894,0.052026017346343795,-0.0,-0.07008764610731735,-0.07008764610731735,-0.03944570187860983,-0.02914862688110447,0.01029707499750536
qmap154,4gt13_91,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,188.0,134.0,-54.0,0.0,29.0,29.0,88.0,63.0,-25.0,8845.94925906602,6294.07232658636,-2551.8769324796594,-0.18809406271370446,-0.1340670447001936,0.05402701801351087,-0.0,-0.07259077632543583,-0.07259077632543583,-0.03905555299873727,-0.027756039326280225,0.011299513672457042
qmap154,4gt13_92,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,132.0,86.0,-46.0,0.0,19.0,19.0,56.0,38.0,-18.0,5370.758488330233,4245.267695679983,-1125.4907926502501,-0.13206604403302655,-0.08604302868818396,0.046023015344842585,-0.0,-0.04755947414425106,-0.04755947414425106,-0.024389485007702744,-0.019534823793262886,0.004854661214439858
qmap154,4gt4-v0_72,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,456.0,310.0,-146.0,0.0,76.0,76.0,199.0,140.0,-59.0,19371.815137787762,14766.189867300449,-4605.625270487313,-0.4562281521140917,-0.31015510341089564,0.14607304870319604,-0.0,-0.19023789657700424,-0.19023789657700424,-0.10996157706842308,-0.08224144931344952,0.027720127754973553
qmap154,4gt4-v0_73,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,724.0,512.0,-212.0,0.0,114.0,114.0,315.0,238.0,-77.0,29689.896361436968,24494.934126268156,-5194.962235168812,-0.7243622415144789,-0.5122561707947696,0.21210607071970933,-0.0,-0.2853568448655064,-0.2853568448655064,-0.1701482107568424,-0.13418299198370426,0.03596521877313813
qmap154,4gt4-v0_78,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,428.0,302.0,-126.0,0.0,66.0,66.0,193.0,143.0,-50.0,18349.325719957764,14545.598350968783,-3803.7273689889807,-0.4282141427737527,-0.3021511007422274,0.1260630420315253,-0.0,-0.16520659439581947,-0.16520659439581947,-0.10249015204708906,-0.07907844742317048,0.023411704623918575
qmap154,4gt4-v0_79,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,420.0,288.0,-132.0,0.0,67.0,67.0,186.0,135.0,-51.0,17647.157645366948,14048.224103913175,-3598.9335414537727,-0.42021014010508445,-0.2881440960720579,0.13206604403302658,-0.0,-0.16770972461393796,-0.16770972461393796,-0.09851146738876426,-0.07633732364898754,0.02217414373977672
qmap154,4gt4-v0_80,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,324.0,222.0,-102.0,0.0,53.0,53.0,145.0,102.0,-43.0,13897.790986872884,10701.28591339617,-3196.5050734767137,-0.32416210808106516,-0.22211107405554462,0.10205103402552054,-0.0,-0.13266590156027927,-0.13266590156027927,-0.07858188252361607,-0.05904748015693069,0.019534402366685383
qmap154,4gt4-v1_74,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,492.0,336.0,-156.0,0.0,82.0,82.0,222.0,155.0,-67.0,21796.554657619366,16385.82314495054,-5410.731512668826,-0.4922461641230989,-0.33616811208406755,0.15607805203903136,-0.0,-0.2052566778857151,-0.2052566778857151,-0.12161912898259479,-0.09089159604496208,0.03072753293763271
qmap154,4gt5_75,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,164.0,116.0,-48.0,0.0,24.0,24.0,68.0,50.0,-18.0,6475.91737400078,5013.804885484483,-1462.1124885162972,-0.16408205470769963,-0.11605803869568998,0.048024016012009646,-0.0,-0.06007512523484344,-0.06007512523484344,-0.029203709602936303,-0.022508438825183955,0.006695270777752348
qmap154,4gt5_76,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,180.0,128.0,-52.0,0.0,25.0,25.0,77.0,61.0,-16.0,7308.292786733187,6258.492990539773,-1049.7997961934143,-0.1800900600450362,-0.1280640426986924,0.052026017346343795,-0.0,-0.06257825545296192,-0.06257825545296192,-0.0333080963701009,-0.02765727596806158,0.005650820402039316
qmap154,4gt5_77,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,240.0,166.0,-74.0,0.0,36.0,36.0,105.0,75.0,-30.0,9966.118224837242,7953.489121547699,-2012.6291032895433,-0.24012008006004826,-0.1660830553748667,0.07403702468518156,-0.0,-0.09011268785226517,-0.09011268785226517,-0.04583140443483429,-0.03488349005693255,0.01094791437790174
qmap154,4mod5-bdd_287,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,124.0,80.0,-44.0,0.0,23.0,23.0,61.0,39.0,-22.0,6041.651753965435,4076.3751333543737,-1965.2766206110614,-0.12406204136435826,-0.08004002668668275,0.04402201467767551,-0.0,-0.05757199501672497,-0.05757199501672497,-0.03777090156604738,-0.02667916979060468,0.011091731775442697
qmap154,4mod5-v0_18,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,116.0,80.0,-36.0,0.0,20.0,20.0,56.0,39.0,-17.0,5286.856033523669,3878.537339426407,-1408.3186940972619,-0.11605803869568998,-0.08004002668668275,0.03601801200900723,-0.0,-0.05006260436236954,-0.05006260436236954,-0.02483210025749684,-0.018385127120373327,0.006446973137123512
qmap154,4mod5-v0_19,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,68.0,46.0,-22.0,0.0,11.0,11.0,32.0,22.0,-10.0,3096.603654854586,2291.029321276628,-805.574333577958,-0.06803402268368033,-0.04602301534484258,0.022011007338837756,-0.0,-0.027534432399303248,-0.027534432399303248,-0.01331132776666331,-0.009795541873723664,0.0035157858929396463
qmap154,4mod5-v0_20,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,44.0,30.0,-14.0,0.0,5.0,5.0,17.0,13.0,-4.0,1762.9457914334102,1365.0368447854853,-397.90894664792495,-0.04402201467767551,-0.030015010007506032,0.014007004670169479,-0.0,-0.012515651090592385,-0.012515651090592385,-0.007944844355695979,-0.005784570792799021,0.002160273562896958
qmap154,4mod5-v1_22,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,48.0,34.0,-14.0,0.0,5.0,5.0,19.0,15.0,-4.0,1948.8140945222096,1551.3805454770445,-397.43354904516514,-0.048024016012009646,-0.03401701134184017,0.014007004670169479,-0.0,-0.012515651090592385,-0.012515651090592385,-0.008803914488683437,-0.006574490419999132,0.0022294240686843046
qmap154,4mod5-v1_23,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,140.0,84.0,-56.0,0.0,24.0,24.0,61.0,40.0,-21.0,5761.7152260574685,3947.041292828958,-1814.6739332285106,-0.14007004670169482,-0.08404202802101689,0.05602801868067793,-0.0,-0.06007512523484344,-0.06007512523484344,-0.0254484784002982,-0.017674502878728963,0.007773975521569238
qmap154,4mod5-v1_24,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,72.0,50.0,-22.0,0.0,11.0,11.0,32.0,22.0,-10.0,3105.6906486753155,2298.1193510587914,-807.5712976165241,-0.07203602401801447,-0.05002501667917672,0.02201100733883775,-0.0,-0.027534432399303248,-0.027534432399303248,-0.013508927907402758,-0.010334911984904558,0.0031740159224982
qmap154,4mod7-v0_94,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,288.0,196.0,-92.0,0.0,49.0,49.0,129.0,92.0,-37.0,12184.608340405988,9180.29154638319,-3004.3167940227977,-0.2881440960720579,-0.19609806538237273,0.09204603068968514,-0.0,-0.12265338068780537,-0.12265338068780537,-0.05541814287418557,-0.041445093871505134,0.013973049002680434
qmap154,4mod7-v1_96,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,292.0,192.0,-100.0,0.0,46.0,46.0,128.0,89.0,-39.0,12267.454711528178,9675.177864848421,-2592.276846679757,-0.292146097406392,-0.19209606404803858,0.10005003335835344,-0.0,-0.11514399003344994,-0.11514399003344994,-0.056495825294012536,-0.04307737317701399,0.013418452116998547
qmap154,9symml_195,False,,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,,46388.0,,,12482.0,,,20602.0,,,2103165.450424444,,,,,,,,,,
qmap154,C17_204,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,848.0,588.0,-260.0,0.0,133.0,133.0,364.0,268.0,-96.0,34773.6042322768,28610.572183434004,-6163.032048842793,-0.8484242828788371,-0.5882941961471182,0.2601300867317189,-0.0,-0.33291631900975743,-0.33291631900975743,-0.23692582709362797,-0.1885264677584459,0.04839935933518208
qmap154,adr4_197,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,6184.0,4364.0,-1820.0,0.0,982.0,982.0,2603.0,1968.0,-635.0,255031.3795996679,200086.7610138077,-54944.61858586021,-6.187094062880576,-4.366183455758544,1.8209106071220322,-0.0,-2.4580738741923445,-2.4580738741923445,-3.8217296225875534,-2.8416263717706016,0.9801032508169518
qmap154,aj-e11_165,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,280.0,180.0,-100.0,0.0,49.0,49.0,131.0,85.0,-46.0,12797.837054258944,8338.971941055754,-4458.86511320319,-0.28014009340338963,-0.1800900600450362,0.10005003335835344,-0.0,-0.12265338068780537,-0.12265338068780537,-0.05746041639681619,-0.03958413196596474,0.01787628443085145
qmap154,alu-bdd_288,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,164.0,110.0,-54.0,0.0,26.0,26.0,72.0,49.0,-23.0,7005.243285476675,5118.132028074075,-1887.1112574026001,-0.16408205470769963,-0.11005503669418878,0.05402701801351084,-0.0,-0.0650813856710804,-0.0650813856710804,-0.046429604922416046,-0.0354369526577715,0.010992652264644548
qmap154,alu-v0_26,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,160.0,112.0,-48.0,0.0,24.0,24.0,73.0,52.0,-21.0,6929.874907013938,5438.234336593016,-1491.640570420922,-0.1600800533733655,-0.11205603736135585,0.04802401601200966,-0.0,-0.06007512523484344,-0.06007512523484344,-0.030979244279521555,-0.023915356573757218,0.007063887705764337
qmap154,alu-v0_27,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,80.0,50.0,-30.0,0.0,12.0,12.0,30.0,22.0,-8.0,2868.2968424252003,2277.086191688478,-591.2106507367225,-0.08004002668668275,-0.05002501667917672,0.030015010007506032,-0.0,-0.03003756261742172,-0.03003756261742172,-0.013086614747510755,-0.010715742820456026,0.002370871927054728
qmap154,alu-v1_28,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,80.0,54.0,-26.0,0.0,11.0,11.0,30.0,24.0,-6.0,2869.325829159886,2433.9338133026667,-435.3920158572191,-0.08004002668668275,-0.054027018013510855,0.026013008673171897,-0.0,-0.027534432399303248,-0.027534432399303248,-0.01350788616930917,-0.011096410848226013,0.0024114753210831563
qmap154,alu-v1_29,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,80.0,48.0,-32.0,0.0,12.0,12.0,30.0,21.0,-9.0,2864.5430239856755,2100.0086380992957,-764.5343858863798,-0.08004002668668275,-0.048024016012009646,0.03201601067467311,-0.0,-0.03003756261742172,-0.03003756261742172,-0.013074069242352517,-0.01031918466389575,0.0027548845784567677
qmap154,alu-v2_30,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,920.0,646.0,-274.0,0.0,146.0,146.0,394.0,290.0,-104.0,37207.81152602434,29657.672323787057,-7550.139202237286,-0.9204603068968517,-0.6463232154949632,0.27413709140188847,-0.0,-0.3654570118452976,-0.3654570118452976,-0.214491644991796,-0.16410631129917824,0.050385333692617745
qmap154,alu-v2_31,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,828.0,558.0,-270.0,0.0,132.0,132.0,345.0,256.0,-89.0,32297.584724046716,26647.92121692785,-5649.663507118865,-0.8284142762071665,-0.5582791861396121,0.2701350900675543,-0.0,-0.33041318879163895,-0.33041318879163895,-0.15283281236863994,-0.12223079126227876,0.030602021106361177
qmap154,alu-v2_32,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,304.0,204.0,-100.0,0.0,47.0,47.0,136.0,96.0,-40.0,12889.574640797502,10517.897666772895,-2371.6769740246073,-0.30415210140939447,-0.204102068051041,0.10005003335835347,-0.0,-0.11764712025156841,-0.11764712025156841,-0.05850857793417602,-0.04684644279508182,0.011662135139094199
qmap154,alu-v2_33,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,80.0,50.0,-30.0,0.0,12.0,12.0,31.0,22.0,-9.0,3358.0753284460984,2257.256944498329,-1100.8183839477692,-0.08004002668668275,-0.05002501667917672,0.030015010007506032,-0.0,-0.03003756261742172,-0.03003756261742172,-0.01472378033936818,-0.010134898769304113,0.004588881570064067
