dataset,circuit,strict_paired,baseline_method,count_delta_semantics,log_component_delta_semantics,Bstar_transfers,M4_transfers,M4_minus_Bstar_transfers,Bstar_idle_exposures,M4_idle_exposures,M4_minus_Bstar_idle_exposures,Bstar_move_batches,M4_move_batches,M4_minus_Bstar_move_batches,Bstar_move_time_us,M4_move_time_us,M4_minus_Bstar_move_time_us,Bstar_log_atom_transfer,M4_log_atom_transfer,M4_minus_Bstar_log_atom_transfer,Bstar_log_idle_excitation,M4_log_idle_excitation,M4_minus_Bstar_log_idle_excitation,Bstar_log_coherence_linear,M4_log_coherence_linear,M4_minus_Bstar_log_coherence_linear
qmap154,alu-v3_34,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,104.0,68.0,-36.0,0.0,17.0,17.0,46.0,31.0,-15.0,4337.640471687405,3243.9967937423503,-1093.6436779450546,-0.10405203469268758,-0.06803402268368033,0.03601801200900724,-0.0,-0.042553213708014105,-0.042553213708014105,-0.01967894501180952,-0.015335866338828368,0.00434307867298115
qmap154,alu-v3_35,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,84.0,52.0,-32.0,0.0,13.0,13.0,32.0,23.0,-9.0,3052.7126701052516,2348.2464029940106,-704.466267111241,-0.08404202802101689,-0.05202601734634379,0.0320160106746731,-0.0,-0.0325406928355402,-0.0325406928355402,-0.013663600368344402,-0.011107849471330379,0.002555750897014023
qmap154,alu-v4_36,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,212.0,138.0,-74.0,0.0,35.0,35.0,91.0,63.0,-28.0,8538.733446611712,6186.253074857907,-2352.4803717538043,-0.21210607071970927,-0.13806904603452774,0.07403702468518153,-0.0,-0.0876095576341467,-0.0876095576341467,-0.03942290315391056,-0.029958135272661158,0.009464767881249402
qmap154,alu-v4_37,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,84.0,52.0,-32.0,0.0,13.0,13.0,32.0,23.0,-9.0,3049.64575664155,2348.2464029940106,-701.3993536475396,-0.08404202802101689,-0.05202601734634379,0.0320160106746731,-0.0,-0.0325406928355402,-0.0325406928355402,-0.01365334935902187,-0.011107849471330379,0.002545499887691491
qmap154,clip_206,False,,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,,44442.0,,,12849.0,,,19671.0,,,2027315.6619387725,,,,,,,,,,
qmap154,cm152a_212,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,2200.0,1548.0,-652.0,0.0,346.0,346.0,952.0,708.0,-244.0,91454.07285848694,73883.4956549559,-17570.577203531037,-2.201100733883776,-1.5487745163873112,0.6523262174964646,-0.0,-0.866083055468993,-0.866083055468993,-1.1425091052519725,-0.8899566525211521,0.2525524527308204
qmap154,cm42a_207,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,3128.0,2190.0,-938.0,0.0,506.0,506.0,1311.0,987.0,-324.0,126664.64265861743,102635.83750484063,-24028.805153776804,-3.1295650434492956,-2.19109573054794,0.9384693129013555,-0.0,-1.2665838903679494,-1.2665838903679494,-1.9207981959362914,-1.4957182961544373,0.4250798997818541
qmap154,cm82a_208,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,1164.0,812.0,-352.0,0.0,192.0,192.0,496.0,357.0,-139.0,48436.27428226652,36875.64610792737,-11560.628174339145,-1.164582388291234,-0.8124062708698299,0.3521761174214042,-0.0,-0.48060100187874755,-0.48060100187874755,-0.383054718356771,-0.28680030821054847,0.09625441014622255
qmap154,cm85a_209,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,20412.0,14596.0,-5816.0,0.0,3217.0,3217.0,8878.0,6616.0,-2262.0,869166.549343304,671340.4463615423,-197826.10298176168,-20.422212809107105,-14.603302868985267,5.818909940121838,-0.0,-8.05256991168714,-8.05256991168714,-28.05491152240842,-15.918277615033691,12.13663390737473
qmap154,cnt3-5_179,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,364.0,232.0,-132.0,0.0,51.0,51.0,90.0,85.0,-5.0,9119.833119122562,9500.929754031848,381.09663490928506,-0.36418212142440654,-0.23211607739137996,0.13206604403302658,-0.0,-0.12765964112404232,-0.12765964112404232,-0.16217908892729843,-0.14824976354683578,0.013929325380462654
qmap154,cnt3-5_180,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,860.0,572.0,-288.0,0.0,149.0,149.0,315.0,241.0,-74.0,30626.16446155534,25761.06167725174,-4865.102784303603,-0.8604302868818395,-0.5722861908097816,0.28814409607205793,-0.0,-0.37296640249965307,-0.37296640249965307,-0.5229351443458821,-0.4245445590071642,0.09839058533871786
qmap154,co14_215,False,,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,,23870.0,,,5295.0,,,10254.0,,,1066453.8281947568,,,,,,,,,,
qmap154,con1_216,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,1704.0,1194.0,-510.0,0.0,272.0,272.0,716.0,534.0,-182.0,69296.44487612281,55447.767684948536,-13848.677191174276,-1.7048525684263425,-1.1945973982987401,0.5102551701276024,-0.0,-0.6808514193282257,-0.6808514193282257,-0.6342998027791886,-0.49176568574253,0.14253411703665864
qmap154,cycle10_2_110,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,10924.0,7704.0,-3220.0,0.0,1712.0,1712.0,4704.0,3497.0,-1207.0,455054.30775117216,353757.0697990732,-101297.23795209895,-10.929465644066529,-7.707854569927549,3.2216110741389796,-0.0,-4.2853589334188325,-4.2853589334188325,-7.191464785943698,-5.062040999486896,2.129423786456803
qmap154,dc1_220,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,3344.0,2346.0,-998.0,0.0,546.0,546.0,1431.0,1068.0,-363.0,137135.65975333267,110506.17540383672,-26629.48434949595,-3.345673115503339,-2.3471737825869714,0.9984993329163676,-0.0,-1.3667090990926885,-1.3667090990926885,-1.6209576965558707,-1.2514493933675588,0.36950830318831196
qmap154,dc2_222,False,,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,,12112.0,,,2688.0,,,5511.0,,,561605.0340102179,,,-12.118060040363769,,,-6.728414026302466,,,-12.695910790396688,
qmap154,dist_223,False,,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,,49952.0,,,13097.0,,,21902.0,,,2257425.0111212092,,,,,,,,,,
qmap154,ex-1_166,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,40.0,24.0,-16.0,0.0,7.0,7.0,18.0,11.0,-7.0,1701.5187744276054,1094.9851500448194,-606.533624382786,-0.040020013343341376,-0.024012008006004823,0.016008005337336553,-0.0,-0.017521911526829338,-0.017521911526829338,-0.0040132144814252636,-0.0027500040781292066,0.001263210403296057
qmap154,ex1_226,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,24.0,20.0,-4.0,0.0,0.0,0.0,10.0,9.0,-1.0,1131.3919595273794,1033.1510800838678,-98.24087944351163,-0.024012008006004823,-0.020010006671670688,0.004002001334334135,-0.0,-0.0,0.0,-0.004985774142499989,-0.004632526699042233,0.00035324744345775674
qmap154,ex2_227,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,1152.0,798.0,-354.0,0.0,180.0,180.0,489.0,365.0,-124.0,46819.18591127466,37365.50432550727,-9453.681585767394,-1.1525763842882315,-0.7983992661996604,0.3541771180885711,-0.0,-0.45056343926132586,-0.45056343926132586,-0.3204732318023226,-0.25000301064035524,0.07047022116196738
qmap154,ex3_229,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,712.0,482.0,-230.0,0.0,121.0,121.0,320.0,226.0,-94.0,30225.28043005983,23318.748069628982,-6906.532360430847,-0.7123562375114765,-0.4822411607872636,0.23011507672421289,-0.0,-0.3028787563923357,-0.3028787563923357,-0.17243881555014298,-0.13133179343401316,0.04110702211612982
qmap154,f2_232,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,2144.0,1492.0,-652.0,0.0,340.0,340.0,924.0,680.0,-244.0,89046.4370613079,70947.94566405745,-18098.491397250444,-2.1450727152030975,-1.4927464977066334,0.6523262174964641,-0.0,-0.8510642741602822,-0.8510642741602822,-0.7222616951957477,-0.5544878516200494,0.16777384357569824
qmap154,graycode6_47,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,24.0,20.0,-4.0,0.0,0.0,0.0,10.0,9.0,-1.0,1123.037359146889,1024.7964797033774,-98.24087944351163,-0.024012008006004823,-0.020010006671670688,0.004002001334334135,-0.0,-0.0,0.0,-0.005993277070534335,-0.005639972405766069,0.0003533046647682661
qmap154,ground_state_estimation_10,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,8.0,4.0,-4.0,0.0,0.0,0.0,2.0,1.0,-1.0,199.99282681158866,109.09637512458573,-90.89645168700292,-0.008004002668668275,-0.0040020013343341375,0.0040020013343341375,-0.0,-0.0,0.0,-0.007071138237996509,-0.006322978465524478,0.0007481597724720308
qmap154,ham15_107,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,15968.0,11304.0,-4664.0,0.0,2528.0,2528.0,6795.0,5109.0,-1686.0,661513.8680989906,522370.5989728815,-139143.26912610914,-15.975989326661876,-11.309655770828272,4.666333555833605,-0.0,-6.32791319140351,-6.32791319140351,-16.325976637944624,-11.527112001591787,4.798864636352837
qmap154,ham3_102,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,40.0,24.0,-16.0,0.0,7.0,7.0,18.0,11.0,-7.0,1704.9708630940681,1096.1735155877195,-608.7973475063486,-0.040020013343341376,-0.024012008006004823,0.016008005337336553,-0.0,-0.017521911526829338,-0.017521911526829338,-0.003777146607619789,-0.0024054181889013667,0.0013717284187184224
qmap154,ham7_104,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,600.0,416.0,-184.0,0.0,93.0,93.0,263.0,195.0,-68.0,24948.730236487023,20819.033180627437,-4129.697055859586,-0.6003002001501206,-0.4162081387707503,0.18409206137937034,-0.0,-0.23279111028501837,-0.23279111028501837,-0.17004286280421563,-0.13731312833399512,0.03272973447022051
qmap154,hwb4_49,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,424.0,288.0,-136.0,0.0,72.0,72.0,192.0,134.0,-58.0,18090.89336208967,13738.458023894958,-4352.435338194713,-0.42421214143941854,-0.2881440960720579,0.13606804536736067,-0.0,-0.18022537570453034,-0.18022537570453034,-0.0826682797546443,-0.06220413333488922,0.02046414641975508
qmap154,hwb5_53,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,2460.0,1718.0,-742.0,0.0,397.0,397.0,1091.0,792.0,-299.0,103084.3265533379,79995.61093928695,-23088.715614050947,-2.4612308206154947,-1.718859573096512,0.7423712475189828,-0.0,-0.9937426965930354,-0.9937426965930354,-0.6019546929940323,-0.45153645000929576,0.1504182429847365
qmap154,hwb6_56,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,12200.0,8564.0,-3636.0,0.0,1971.0,1971.0,5225.0,3894.0,-1331.0,493872.17301636335,391689.91182711296,-102182.26118925039,-12.20610406971912,-8.568284856809388,3.637819212909731,-0.0,-4.933669659911518,-4.933669659911518,-4.4992634181165885,-3.3907636474029084,1.10849977071368
qmap154,hwb7_59,False,,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,,31860.0,,,7114.0,,,14237.0,,,1464940.3186107064,,,,,,,,,,
qmap154,hwb8_113,False,,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,,91106.0,,,21789.0,,,40750.0,,,4157208.613744546,,,,,,,,,,
qmap154,hwb9_119,False,,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,,295572.0,,,60806.0,,,132721.0,,,13694768.034563798,,,,,,,,,,
qmap154,inc_237,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,18780.0,13404.0,-5376.0,0.0,3020.0,3020.0,8202.0,6065.0,-2137.0,796259.4238413484,623421.5188920596,-172837.90494928882,-18.789396264698777,-13.410706471353695,5.378689793345082,-0.0,-7.5594532587178005,-7.5594532587178005,-25.816914109803566,-16.169852041041118,9.647062068762448
qmap154,ising_model_10,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,216.0,132.0,-84.0,0.0,2.0,2.0,36.0,53.0,17.0,4740.512083456241,6487.952264185134,1747.4401807288923,-0.21610807205404342,-0.13206604403302655,0.08404202802101687,-0.0,-0.005006260436236954,-0.005006260436236954,-0.0749686334681991,-0.08562307112661147,-0.010654437658412369
qmap154,ising_model_13,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,264.0,162.0,-102.0,0.0,2.0,2.0,66.0,64.0,-2.0,7793.328545537666,8364.568141746237,571.2395962085702,-0.2641320880660531,-0.16208105404053258,0.10205103402552052,-0.0,-0.005006260436236954,-0.005006260436236954,-0.14601214887046388,-0.15205153910663044,-0.006039390236166564
qmap154,ising_model_16,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,348.0,210.0,-138.0,0.0,7.0,7.0,66.0,76.0,10.0,7799.3337428564755,9288.502858644055,1489.1691157875794,-0.34817411608706994,-0.21010507005254223,0.13806904603452771,-0.0,-0.017521911526829338,-0.017521911526829338,-0.20636303337207335,-0.21648591465282518,-0.010122881280751839
qmap154,life_238,False,,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,,29970.0,,,6413.0,,,13362.0,,,1363860.186587711,,,,,,,,,,
qmap154,majority_239,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,1108.0,768.0,-340.0,0.0,175.0,175.0,469.0,350.0,-119.0,44547.09268165529,37102.80075269707,-7444.2919289582205,-1.108554369610556,-0.7683842561921543,0.34017011341840164,-0.0,-0.4380477881707335,-0.4380477881707335,-0.30730547017413845,-0.2448113252435472,0.062494144930591244
qmap154,max46_240,False,,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,,35784.0,,,9823.0,,,15759.0,,,1610024.3272103826,,,,,,,,,,
qmap154,miller_11,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,96.0,52.0,-44.0,0.0,21.0,21.0,46.0,25.0,-21.0,4250.515749854419,2362.782011491259,-1887.7337383631598,-0.09604803202401929,-0.05202601734634379,0.044022014677675504,-0.0,-0.052565734580488015,-0.052565734580488015,-0.01030288976595668,-0.0065401596934154035,0.0037627300725412774
qmap154,mini-alu_167,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,524.0,358.0,-166.0,0.0,83.0,83.0,239.0,167.0,-72.0,24050.932088510843,16978.51186058512,-7072.420227925722,-0.524262174797772,-0.3581791194229053,0.16608305537486673,-0.0,-0.2077598081038336,-0.2077598081038336,-0.10855187713327402,-0.0768782116183695,0.031673665514904525
qmap154,mini_alu_305,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,316.0,208.0,-108.0,0.0,60.0,60.0,125.0,87.0,-38.0,12568.600889738587,9254.36615970381,-3314.2347300347774,-0.31615810541239686,-0.20810406938537515,0.10805403602702171,-0.0,-0.15018781308710863,-0.15018781308710863,-0.12400840827462954,-0.09288047995859433,0.03112792831603521
qmap154,misex1_241,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,8476.0,5954.0,-2522.0,0.0,1363.0,1363.0,3723.0,2708.0,-1015.0,361883.5411073375,276566.7007324745,-85316.84037486301,-8.480240827454038,-5.956978986156364,2.523261841297674,-0.0,-3.411766487295484,-3.411766487295484,-6.746324199581803,-4.827445543096789,1.9188786564850142
qmap154,mlp4_245,False,,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,,24878.0,,,5421.0,,,11155.0,,,1147895.421225494,,,,,,,,,,
qmap154,mod10_171,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,440.0,298.0,-142.0,0.0,73.0,73.0,196.0,138.0,-58.0,18985.681781630148,14605.911343997663,-4379.7704376324855,-0.44022014677675514,-0.29814909940789325,0.1420710473688619,-0.0,-0.1827285059226488,-0.1827285059226488,-0.08705599592707057,-0.06519735903426607,0.021858636892804498
qmap154,mod10_176,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,324.0,222.0,-102.0,0.0,52.0,52.0,137.0,102.0,-35.0,13014.637221155388,10263.67012296337,-2750.967098192017,-0.32416210808106516,-0.22211107405554462,0.10205103402552054,-0.0,-0.1301627713421608,-0.1301627713421608,-0.06108308173644261,-0.04797303284962295,0.013110048886819665
qmap154,mod5adder_127,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,984.0,668.0,-316.0,0.0,163.0,163.0,418.0,306.0,-112.0,39387.107376110376,31508.961301483414,-7878.146074626962,-0.9844923282461978,-0.668334222833801,0.31615810541239686,-0.0,-0.40801022555331173,-0.40801022555331173,-0.22972335283869627,-0.17877289386066791,0.05095045897802836
qmap154,mod5d1_63,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,64.0,38.0,-26.0,0.0,8.0,8.0,24.0,17.0,-7.0,2421.6148766451643,1720.0051169291357,-701.6097597160285,-0.0640320213493462,-0.03801901267617431,0.02601300867317189,-0.0,-0.020025041744947816,-0.020025041744947816,-0.010361814021184034,-0.007236393781989474,0.0031254202391945603
qmap154,mod5d2_64,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,104.0,76.0,-28.0,0.0,16.0,16.0,50.0,37.0,-13.0,4729.997693227506,3773.9983546837734,-955.9993385437324,-0.10405203469268758,-0.07603802535234862,0.028014009340338958,-0.0,-0.04005008348989563,-0.04005008348989563,-0.02054156584905705,-0.015879786323935566,0.004661779525121486
qmap154,mod5mils_65,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,68.0,46.0,-22.0,0.0,11.0,11.0,32.0,22.0,-10.0,3101.456533667922,2204.740082238138,-896.7164514297842,-0.06803402268368033,-0.04602301534484258,0.022011007338837756,-0.0,-0.027534432399303248,-0.027534432399303248,-0.01332754594607344,-0.009507354992374605,0.0038201909536988345
qmap154,mod8-10_177,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,792.0,538.0,-254.0,0.0,131.0,131.0,348.0,253.0,-95.0,32928.32334643097,25880.309826987108,-7048.013519443859,-0.7923962641981592,-0.5382691794679415,0.2541270847302177,-0.0,-0.32791005857352046,-0.32791005857352046,-0.18895086636019537,-0.1428483492216277,0.04610251713856767
qmap154,mod8-10_178,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,628.0,422.0,-206.0,0.0,103.0,103.0,280.0,197.0,-83.0,26558.98264681625,20984.549331296996,-5574.433315519254,-0.6283142094904596,-0.4222111407722515,0.20610306871820805,-0.0,-0.25782241246620313,-0.25782241246620313,-0.15119705880623308,-0.11720672100726327,0.0339903377989698
qmap154,one-two-three-v0_97,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,536.0,358.0,-178.0,0.0,88.0,88.0,237.0,167.0,-70.0,22329.19400301642,16744.080530251096,-5585.1134727653225,-0.5362681788007744,-0.3581791194229053,0.17808905937786906,-0.0,-0.22027545919442598,-0.22027545919442598,-0.10250108311846956,-0.07804159161243449,0.024459491506035075
qmap154,one-two-three-v0_98,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,264.0,184.0,-80.0,0.0,43.0,43.0,119.0,84.0,-35.0,11744.198106370073,8282.482348399653,-3461.71575797042,-0.2641320880660531,-0.18409206137937031,0.08004002668668278,-0.0,-0.1076345993790945,-0.1076345993790945,-0.053261769225394134,-0.03794777508541536,0.015313994139978776
qmap154,one-two-three-v1_99,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,244.0,168.0,-76.0,0.0,42.0,42.0,113.0,79.0,-34.0,10574.013617029783,8250.223639521217,-2323.789977508566,-0.24412208139438238,-0.16808405604203377,0.0760380253523486,-0.0,-0.10513146916097603,-0.10513146916097603,-0.04819185240413589,-0.03678833772071291,0.011403514683422981
qmap154,one-two-three-v2_100,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,140.0,92.0,-48.0,0.0,22.0,22.0,59.0,43.0,-16.0,5730.218596084863,4276.574971269481,-1453.6436248153823,-0.14007004670169482,-0.09204603068968516,0.04802401601200966,-0.0,-0.055068864798606496,-0.055068864798606496,-0.02569019914874776,-0.01856262456856813,0.007127574580179631
qmap154,one-two-three-v3_101,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,144.0,90.0,-54.0,0.0,23.0,23.0,59.0,42.0,-17.0,5695.024833728676,4066.2028338779382,-1628.8219998507375,-0.14407204803602894,-0.0900450300225181,0.05402701801351084,-0.0,-0.05757199501672497,-0.05757199501672497,-0.025532011185424006,-0.018878554871085085,0.0066534563143389215
qmap154,plus63mod4096_163,False,,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,,170844.0,,,39104.0,,,76811.0,,,7899085.404483384,,,,,,,,,,
qmap154,plus63mod8192_164,False,,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,,261714.0,,,55406.0,,,119945.0,,,12139964.43917138,,,,,,,,,,
qmap154,pm1_249,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,3128.0,2190.0,-938.0,0.0,506.0,506.0,1311.0,987.0,-324.0,126664.64265861743,102635.83750484063,-24028.805153776804,-3.1295650434492956,-2.19109573054794,0.9384693129013555,-0.0,-1.2665838903679494,-1.2665838903679494,-1.9207981959362914,-1.4957182961544373,0.4250798997818541
qmap154,qe_qft_4,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,56.0,44.0,-12.0,0.0,0.0,0.0,16.0,20.0,4.0,1650.5620692555674,2072.564370403532,422.00230114796454,-0.05602801868067792,-0.04402201467767551,0.012006004003002411,-0.0,-0.0,0.0,-0.010785944230970734,-0.010314576130955096,0.0004713681000156379
qmap154,qe_qft_5,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,48.0,38.0,-10.0,0.0,1.0,1.0,20.0,16.0,-4.0,2184.382605259369,1687.7469091049384,-496.63569615443066,-0.048024016012009646,-0.03801901267617431,0.010005003335835337,-0.0,-0.002503130218118477,-0.002503130218118477,-0.013597950705153591,-0.011948661157307682,0.0016492895478459092
qmap154,qft_10,False,,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,,0.0,,,0.0,,,0.0,,,0.0,,,-0.0,,,-0.0,,,0.0,
qmap154,qft_16,False,,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,,0.0,,,0.0,,,0.0,,,0.0,,,-0.0,,,-0.0,,,0.0,
qmap154,radd_250,True,M2,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,5836.0,4126.0,-1710.0,0.0,917.0,917.0,2513.0,1872.0,-641.0,243544.2846596557,189381.1113843357,-54163.173275320005,-5.8389199467935065,-4.128064376365662,1.710855570427844,-0.0,-2.2953704100146433,-2.2953704100146433,-3.597386767464978,-2.6702616627968063,0.9271251046681717
qmap154,rd32-v0_66,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,52.0,34.0,-18.0,0.0,9.0,9.0,24.0,16.0,-8.0,2295.7742021789913,1594.6542158453067,-701.1199863336847,-0.05202601734634379,-0.03401701134184017,0.01800900600450362,-0.0,-0.022528171963066293,-0.022528171963066293,-0.007764704379474568,-0.005514728838037582,0.002249975541436986
qmap154,rd32-v1_68,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,52.0,34.0,-18.0,0.0,9.0,9.0,24.0,16.0,-8.0,2295.7742021789913,1594.6542158453067,-701.1199863336847,-0.05202601734634379,-0.03401701134184017,0.01800900600450362,-0.0,-0.022528171963066293,-0.022528171963066293,-0.007868912344780167,-0.0056188762883499525,0.002250036056430214
qmap154,rd32_270,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,148.0,96.0,-52.0,0.0,25.0,25.0,68.0,47.0,-21.0,6411.441859268658,4722.044714349889,-1689.3971449187693,-0.1480740493703631,-0.09604803202401929,0.052026017346343795,-0.0,-0.06257825545296192,-0.06257825545296192,-0.029397234500245402,-0.02160363435514187,0.007793600145103531
qmap154,rd53_130,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,1880.0,1308.0,-572.0,0.0,294.0,294.0,785.0,588.0,-197.0,74298.55452539532,59568.207947864714,-14730.346577530603,-1.8809406271370446,-1.308654436327263,0.5722861908097816,-0.0,-0.7359202841268322,-0.7359202841268322,-0.5214030863938448,-0.4060119372390183,0.11539114915482651
qmap154,rd53_131,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,836.0,604.0,-232.0,0.0,128.0,128.0,357.0,272.0,-85.0,34934.42435753634,28092.665367614954,-6841.758989921389,-0.8364182788758348,-0.6043022014844548,0.23211607739137996,-0.0,-0.32040066791916505,-0.32040066791916505,-0.2345706181144443,-0.18194743422087908,0.05262318389356521
qmap154,rd53_133,True,M1,M4 minus strongest-fidelity baseline; negative favorable,M4 minus strongest-fidelity baseline; positive favorable,1044.0,734.0,-310.0,0.0,162.0,162.0,447.0,337.0,-110.0,42336.77260045512,35065.08642714838,-7271.686173306742,-1.0445223482612098,-0.7343672448503142,0.3101551034108956,-0.0,-0.40550709533519325,-0.40550709533519325,-0.2896707163610294,-0.2288261524025808,0.060844563958448616
