x gain_pct ratio dataset ratio_zac ratio_iccad gain_zac_pct gain_iccad_pct
1 30.8246284659 1.30824628466 0 1.30824628466 1.39582040301 30.8246284659 39.5820403007
2 8.1503802516 1.08150380252 0 1.11936761901 1.08150380252 11.9367619015 8.1503802516
3 10.6875033876 1.10687503388 1 1.10687503388 1.12913361388 10.6875033876 12.9133613881
4 9.52749014941 1.09527490149 1 1.09527490149 1.10175580646 9.52749014941 10.1755806458
