dataset,canonical_sha256,circuits,baseline_method,baseline_transfers,default_transfers,delta_transfers,baseline_idle_exposures,default_idle_exposures,delta_idle_exposures,baseline_log_atom_transfer,default_log_atom_transfer,delta_log_atom_transfer,baseline_log_idle_excitation,default_log_idle_excitation,delta_log_idle_excitation,baseline_log_coherence_linear,default_log_coherence_linear,delta_log_coherence_linear
qmap154,4f2d6f098c8b76352c45f0551f747e1f012bca552b5eb3dc8ae60ff0418b3c43,"[""alu-v2_30""]",M2,920.0,646.0,-274.0,0.0,146.0,146.0,-0.9204603068968517,-0.6463232154949632,0.27413709140188847,0.0,-0.3654570118452976,-0.3654570118452976,-0.214491644991796,-0.1650790930312651,0.049412551960530876
qmap154,4f73524b715eb1770efc2d80fc94314f980ad04bd5d39f4bda32e9373bb5114a,"[""4gt12-v1_89""]",M1,416.0,282.0,-134.0,0.0,66.0,66.0,-0.4162081387707503,-0.2821410940705567,0.1340670447001936,0.0,-0.16520659439581947,-0.16520659439581947,-0.10596100943494804,-0.07581584986724892,0.03014515956769913
qmap154,4f73524b715eb1770efc2d80fc94314f980ad04bd5d39f4bda32e9373bb5114a,"[""4gt12-v1_89""]",M2,420.0,282.0,-138.0,0.0,66.0,66.0,-0.42021014010508445,-0.2821410940705567,0.13806904603452774,0.0,-0.16520659439581947,-0.16520659439581947,-0.10197128995376334,-0.07581584986724892,0.026155440086514423
qmap154,519ea74d71d3bb4c0342bd16f13d8643d86a0d7adcc9401edc6280a5f0b3209c,"[""4gt13_90""]",M1,196.0,144.0,-52.0,0.0,28.0,28.0,-0.19609806538237273,-0.14407204803602894,0.052026017346343795,0.0,-0.07008764610731735,-0.07008764610731735,-0.03944570187860983,-0.02914862688110447,0.01029707499750536
qmap154,519ea74d71d3bb4c0342bd16f13d8643d86a0d7adcc9401edc6280a5f0b3209c,"[""4gt13_90""]",M2,200.0,144.0,-56.0,0.0,28.0,28.0,-0.20010006671670688,-0.14407204803602894,0.05602801868067794,0.0,-0.07008764610731735,-0.07008764610731735,-0.03781778396831961,-0.02914862688110447,0.008669157087215142
qmap154,5260efec73d65ae2747a06787c59b701521473db0f533363151441c3756e6fd2,"[""4gt4-v1_74""]",M1,492.0,336.0,-156.0,0.0,82.0,82.0,-0.4922461641230989,-0.33616811208406755,0.15607805203903136,0.0,-0.2052566778857151,-0.2052566778857151,-0.12161912898259479,-0.09089159604496208,0.03072753293763271
qmap154,5260efec73d65ae2747a06787c59b701521473db0f533363151441c3756e6fd2,"[""4gt4-v1_74""]",M2,496.0,336.0,-160.0,0.0,82.0,82.0,-0.49624816545743305,-0.33616811208406755,0.1600800533733655,0.0,-0.2052566778857151,-0.2052566778857151,-0.11841639894699882,-0.09089159604496208,0.027524802902036738
qmap154,5330ce57f4a8a8c2c2ac01c0f03ebfa187a9b427e0b3ff488641834ea78563f6,"[""sqrt8_260""]",M1,5432.0,3852.0,-1580.0,0.0,853.0,853.0,-5.434717812025759,-3.8539272849637745,1.5807905270619842,0.0,-2.135170076055061,-2.135170076055061,-3.0388392407909803,-2.2753705548665564,0.763468685924424
qmap154,5330ce57f4a8a8c2c2ac01c0f03ebfa187a9b427e0b3ff488641834ea78563f6,"[""sqrt8_260""]",M2,5436.0,3852.0,-1584.0,0.0,853.0,853.0,-5.438719813360093,-3.8539272849637745,1.5847925283963185,0.0,-2.135170076055061,-2.135170076055061,-3.061778297704993,-2.2753705548665564,0.7864077428384366
qmap154,53778d274180d94de3f21dd545732c304f808e584fba613310d33d09a51d427d,"[""4gt12-v0_87""]",M1,448.0,304.0,-144.0,0.0,73.0,73.0,-0.4482241494454234,-0.30415210140939447,0.1440720480360289,0.0,-0.1827285059226488,-0.1827285059226488,-0.1041286975208683,-0.08211341525507886,0.022015282265789443
qmap154,53778d274180d94de3f21dd545732c304f808e584fba613310d33d09a51d427d,"[""4gt12-v0_87""]",M2,448.0,304.0,-144.0,0.0,73.0,73.0,-0.4482241494454234,-0.30415210140939447,0.1440720480360289,0.0,-0.1827285059226488,-0.1827285059226488,-0.10456178325657366,-0.08211341525507886,0.0224483680014948
qmap154,539b7b793a955583b075fc9fc5777a4c471092863a539f628fece84ebf0880c4,"[""con1_216""]",M1,1704.0,1194.0,-510.0,0.0,272.0,272.0,-1.7048525684263425,-1.1945973982987401,0.5102551701276024,0.0,-0.6808514193282257,-0.6808514193282257,-0.6342998027791886,-0.490008244848155,0.14429155793103365
qmap154,539b7b793a955583b075fc9fc5777a4c471092863a539f628fece84ebf0880c4,"[""con1_216""]",M2,1708.0,1194.0,-514.0,0.0,272.0,272.0,-1.7088545697606767,-1.1945973982987401,0.5142571714619366,0.0,-0.6808514193282257,-0.6808514193282257,-0.6381198529435451,-0.490008244848155,0.14811160809539015
qmap154,53aa97a2f504590ddcf752e24f189501d8300245aff42164ec7a7191a327b3bc,"[""alu-v2_32""]",M1,304.0,204.0,-100.0,0.0,47.0,47.0,-0.30415210140939447,-0.204102068051041,0.10005003335835347,0.0,-0.11764712025156841,-0.11764712025156841,-0.05850857793417602,-0.044386266114816254,0.014122311819359766
qmap154,53aa97a2f504590ddcf752e24f189501d8300245aff42164ec7a7191a327b3bc,"[""alu-v2_32""]",M2,308.0,204.0,-104.0,0.0,47.0,47.0,-0.30815410274372856,-0.204102068051041,0.10405203469268756,0.0,-0.11764712025156841,-0.11764712025156841,-0.057054700098642025,-0.044386266114816254,0.01266843398382577
qmap154,547887c699e18e58deacddbf6fc41fe56a076cdfbc42dbf128fa464548b0253e,"[""hwb4_49""]",M1,424.0,288.0,-136.0,0.0,72.0,72.0,-0.42421214143941854,-0.2881440960720579,0.13606804536736067,0.0,-0.18022537570453034,-0.18022537570453034,-0.0826682797546443,-0.062201026703458236,0.020467253051186067
qmap154,547887c699e18e58deacddbf6fc41fe56a076cdfbc42dbf128fa464548b0253e,"[""hwb4_49""]",M2,424.0,288.0,-136.0,0.0,72.0,72.0,-0.42421214143941854,-0.2881440960720579,0.13606804536736067,0.0,-0.18022537570453034,-0.18022537570453034,-0.0846186118606558,-0.062201026703458236,0.02241758515719757
qmap154,556cc6c9d99e6f8ab21856ebd4604002b6ff842e3cf3a9ebdd6c1e725fb31246,"[""sys6-v0_111""]",M1,396.0,250.0,-146.0,0.0,72.0,72.0,-0.3961981320990796,-0.2501250833958836,0.14607304870319604,0.0,-0.18022537570453034,-0.18022537570453034,-0.1598724593717558,-0.11943943789325526,0.04043302147850053
qmap154,556cc6c9d99e6f8ab21856ebd4604002b6ff842e3cf3a9ebdd6c1e725fb31246,"[""sys6-v0_111""]",M2,396.0,250.0,-146.0,0.0,72.0,72.0,-0.3961981320990796,-0.2501250833958836,0.14607304870319604,0.0,-0.18022537570453034,-0.18022537570453034,-0.14900647758825655,-0.11943943789325526,0.029567039695001296
qmap154,569391ab4b0c2412a57e1200e808a8f428979e08eaad630e86b9747cd27e1c16,"[""ham15_107""]",M1,15940.0,11318.0,-4622.0,0.0,2524.0,2524.0,-15.947975317321538,-11.323662775498441,4.624312541823096,0.0,-6.317900670531036,-6.317900670531036,-16.40231178416166,-11.488782176634928,4.913529607526733
qmap154,569391ab4b0c2412a57e1200e808a8f428979e08eaad630e86b9747cd27e1c16,"[""ham15_107""]",M2,15968.0,11318.0,-4650.0,0.0,2524.0,2524.0,-15.975989326661876,-11.323662775498441,4.652326551163435,0.0,-6.317900670531036,-6.317900670531036,-16.325976637944624,-11.488782176634928,4.837194461309696
qmap154,58301ee4a0a5e02f220e6d4a288841abc82b921ffdda76a4f40848b79ddebfd9,"[""ham3_102""]",M1,40.0,24.0,-16.0,0.0,7.0,7.0,-0.040020013343341376,-0.024012008006004823,0.016008005337336553,0.0,-0.017521911526829338,-0.017521911526829338,-0.003777146607619789,-0.002398528265886437,0.001378618341733352
qmap154,58301ee4a0a5e02f220e6d4a288841abc82b921ffdda76a4f40848b79ddebfd9,"[""ham3_102""]",M2,40.0,24.0,-16.0,0.0,7.0,7.0,-0.040020013343341376,-0.024012008006004823,0.016008005337336553,0.0,-0.017521911526829338,-0.017521911526829338,-0.004058195547446185,-0.002398528265886437,0.0016596672815597483
qmap154,58d3414c21ba4637af265a4f3068c543e65f5215444e5deb86f582d6bf36ae9a,"[""inc_237""]",M1,18780.0,13404.0,-5376.0,0.0,3012.0,3012.0,-18.789396264698777,-13.410706471353695,5.378689793345082,0.0,-7.539428216972852,-7.539428216972852,-25.816914109803566,-16.181363725687383,9.635550384116183
qmap154,58d3414c21ba4637af265a4f3068c543e65f5215444e5deb86f582d6bf36ae9a,"[""inc_237""]",M2,18792.0,13404.0,-5388.0,0.0,3012.0,3012.0,-18.80140226870178,-13.410706471353695,5.390695797348084,0.0,-7.539428216972852,-7.539428216972852,-26.55758893728792,-16.181363725687383,10.376225211600538
qmap154,5b244278f3e4846bba65a3a6be51e000292bc1c8260030ea3df81daab0b8542c,"[""ising_model_16""]",M1,348.0,204.0,-144.0,0.0,5.0,5.0,-0.34817411608706994,-0.204102068051041,0.14407204803602894,0.0,-0.012515651090592385,-0.012515651090592385,-0.20636303337207335,-0.22233707049173784,-0.015974037119664497
qmap154,5b244278f3e4846bba65a3a6be51e000292bc1c8260030ea3df81daab0b8542c,"[""ising_model_16""]",M2,360.0,204.0,-156.0,0.0,5.0,5.0,-0.3601801200900724,-0.204102068051041,0.15607805203903138,0.0,-0.012515651090592385,-0.012515651090592385,-0.21426689447870764,-0.22233707049173784,-0.0080701760130302
qmap154,5c1c11e8fdb3c2c2275eee5df9f9f6294b3040059e1f7361e9a7e1e855ff38cc,"[""3_17_13""]",M1,68.0,40.0,-28.0,0.0,13.0,13.0,-0.06803402268368033,-0.040020013343341376,0.028014009340338958,0.0,-0.0325406928355402,-0.0325406928355402,-0.007493167865772778,-0.005048909661569721,0.0024442582042030576
qmap154,5c1c11e8fdb3c2c2275eee5df9f9f6294b3040059e1f7361e9a7e1e855ff38cc,"[""3_17_13""]",M2,68.0,40.0,-28.0,0.0,13.0,13.0,-0.06803402268368033,-0.040020013343341376,0.028014009340338958,0.0,-0.0325406928355402,-0.0325406928355402,-0.007583952214626889,-0.005048909661569721,0.002535042553057168
qmap154,5d572a80ef970ebda2c1a03568d33233b6101732d05e49d2e74bc63a1c1f2812,"[""cnt3-5_180""]",M1,860.0,572.0,-288.0,0.0,149.0,149.0,-0.8604302868818395,-0.5722861908097816,0.28814409607205793,0.0,-0.37296640249965307,-0.37296640249965307,-0.5229351443458821,-0.4250273801258896,0.09790776421999248
qmap154,5d572a80ef970ebda2c1a03568d33233b6101732d05e49d2e74bc63a1c1f2812,"[""cnt3-5_180""]",M2,868.0,572.0,-296.0,0.0,149.0,149.0,-0.8684342895505078,-0.5722861908097816,0.29614809874072623,0.0,-0.37296640249965307,-0.37296640249965307,-0.5467318335373444,-0.4250273801258896,0.12170445341145486
qmap154,61bf78e6eb8fe2cb88b844a4608037f20080a920d6382321fb11614e9e3bb9ff,"[""hwb6_56""]",M1,12200.0,8564.0,-3636.0,0.0,1971.0,1971.0,-12.20610406971912,-8.568284856809388,3.637819212909731,0.0,-4.933669659911518,-4.933669659911518,-4.4992634181165885,-3.3907636474029084,1.10849977071368
qmap154,61bf78e6eb8fe2cb88b844a4608037f20080a920d6382321fb11614e9e3bb9ff,"[""hwb6_56""]",M2,12236.0,8564.0,-3672.0,0.0,1971.0,1971.0,-12.242122081728127,-8.568284856809388,3.6738372249187385,0.0,-4.933669659911518,-4.933669659911518,-4.476869063309841,-3.3907636474029084,1.0861054159069323
qmap154,620e145abef0b7fc3948370f538a464abbc77025fb86dcf2cd3ef23b08519a4a,"[""4gt4-v0_73""]",M1,724.0,512.0,-212.0,0.0,114.0,114.0,-0.7243622415144789,-0.5122561707947696,0.21210607071970933,0.0,-0.2853568448655064,-0.2853568448655064,-0.1701482107568424,-0.13418299198370426,0.03596521877313813
qmap154,620e145abef0b7fc3948370f538a464abbc77025fb86dcf2cd3ef23b08519a4a,"[""4gt4-v0_73""]",M2,724.0,512.0,-212.0,0.0,114.0,114.0,-0.7243622415144789,-0.5122561707947696,0.21210607071970933,0.0,-0.2853568448655064,-0.2853568448655064,-0.17090535214029856,-0.13418299198370426,0.0367223601565943
qmap154,679c25ee91f79d2be3c2d27eabe3178ef82d031ac02f532a255f82d5b2e14470,"[""4gt13_91""]",M1,188.0,134.0,-54.0,0.0,29.0,29.0,-0.18809406271370446,-0.1340670447001936,0.05402701801351087,0.0,-0.07259077632543583,-0.07259077632543583,-0.03905555299873727,-0.027756039326280225,0.011299513672457042
qmap154,679c25ee91f79d2be3c2d27eabe3178ef82d031ac02f532a255f82d5b2e14470,"[""4gt13_91""]",M2,192.0,134.0,-58.0,0.0,29.0,29.0,-0.19209606404803858,-0.1340670447001936,0.05802901934784499,0.0,-0.07259077632543583,-0.07259077632543583,-0.03759478046081056,-0.027756039326280225,0.009838741134530333
qmap154,68e9a8451b3ea56f9d1e2f1c4ca665dc2432ed849ff554148d57480c48d3774f,"[""alu-v0_27""]",M1,80.0,50.0,-30.0,0.0,12.0,12.0,-0.08004002668668275,-0.05002501667917672,0.030015010007506032,0.0,-0.03003756261742172,-0.03003756261742172,-0.013558450170195772,-0.010715742820456026,0.0028427073497397457
qmap154,68e9a8451b3ea56f9d1e2f1c4ca665dc2432ed849ff554148d57480c48d3774f,"[""alu-v0_27""]",M2,80.0,50.0,-30.0,0.0,12.0,12.0,-0.08004002668668275,-0.05002501667917672,0.030015010007506032,0.0,-0.03003756261742172,-0.03003756261742172,-0.013086614747510755,-0.010715742820456026,0.002370871927054728
qmap154,6bc06c9ebf9b722cea0f989fdc71fc87334708b05c6828266ddb11ced211db99,"[""one-two-three-v0_97""]",M1,536.0,358.0,-178.0,0.0,88.0,88.0,-0.5362681788007744,-0.3581791194229053,0.17808905937786906,0.0,-0.22027545919442598,-0.22027545919442598,-0.10250108311846956,-0.07857435331551382,0.023926729802955737
qmap154,6bc06c9ebf9b722cea0f989fdc71fc87334708b05c6828266ddb11ced211db99,"[""one-two-three-v0_97""]",M2,536.0,358.0,-178.0,0.0,88.0,88.0,-0.5362681788007744,-0.3581791194229053,0.17808905937786906,0.0,-0.22027545919442598,-0.22027545919442598,-0.10276449754553789,-0.07857435331551382,0.024190144230024066
qmap154,6ecd393a830744f5c1bbf3964bc813e7b8d940c7a39755f70e86d425b203bd44,"[""sym9_146""]",M1,600.0,364.0,-236.0,0.0,112.0,112.0,-0.6003002001501206,-0.36418212142440654,0.2361180787257141,0.0,-0.2803505844292694,-0.2803505844292694,-0.2884495795540688,-0.23464431096123053,0.05380526859283827
qmap154,6ecd393a830744f5c1bbf3964bc813e7b8d940c7a39755f70e86d425b203bd44,"[""sym9_146""]",M2,600.0,364.0,-236.0,0.0,112.0,112.0,-0.6003002001501206,-0.36418212142440654,0.2361180787257141,0.0,-0.2803505844292694,-0.2803505844292694,-0.3085215143505493,-0.23464431096123053,0.07387720338931877
qmap154,7568bb9bf97b4ad2d03827ff66ea80cbed58e1fa811c3c6924e3154f8ac015f0,"[""rd53_133""]",M1,1044.0,734.0,-310.0,0.0,162.0,162.0,-1.0445223482612098,-0.7343672448503142,0.3101551034108956,0.0,-0.40550709533519325,-0.40550709533519325,-0.2896707163610294,-0.2288261524025808,0.060844563958448616
qmap154,7568bb9bf97b4ad2d03827ff66ea80cbed58e1fa811c3c6924e3154f8ac015f0,"[""rd53_133""]",M2,1044.0,734.0,-310.0,0.0,162.0,162.0,-1.0445223482612098,-0.7343672448503142,0.3101551034108956,0.0,-0.40550709533519325,-0.40550709533519325,-0.2953817745254851,-0.2288261524025808,0.06655562212290428
qmap154,7a422c31684da3e6854600d1c69901b391b2a7ddcf39fc3caada4e1000f7d33e,"[""alu-v1_28""]",M1,80.0,52.0,-28.0,0.0,11.0,11.0,-0.08004002668668275,-0.05202601734634379,0.028014009340338965,0.0,-0.027534432399303248,-0.027534432399303248,-0.014174092619383905,-0.011119184765539704,0.003054907853844201
qmap154,7a422c31684da3e6854600d1c69901b391b2a7ddcf39fc3caada4e1000f7d33e,"[""alu-v1_28""]",M2,80.0,52.0,-28.0,0.0,11.0,11.0,-0.08004002668668275,-0.05202601734634379,0.028014009340338965,0.0,-0.027534432399303248,-0.027534432399303248,-0.01350788616930917,-0.011119184765539704,0.002388701403769466
qmap154,7d1896dcc5d2410f21980ed3439eddb034338ed3bc420cbd08732a56ab8a5acb,"[""4mod5-v0_19""]",M1,68.0,46.0,-22.0,0.0,11.0,11.0,-0.06803402268368033,-0.04602301534484258,0.022011007338837756,0.0,-0.027534432399303248,-0.027534432399303248,-0.01331132776666331,-0.009795541873723664,0.0035157858929396463
qmap154,7d1896dcc5d2410f21980ed3439eddb034338ed3bc420cbd08732a56ab8a5acb,"[""4mod5-v0_19""]",M2,68.0,46.0,-22.0,0.0,11.0,11.0,-0.06803402268368033,-0.04602301534484258,0.022011007338837756,0.0,-0.027534432399303248,-0.027534432399303248,-0.01396688059747659,-0.009795541873723664,0.004171338723752926
qmap154,8005c69009fdf9618f28c60c160a00e576cac183c5a275d2382af5d76f812b14,"[""alu-v3_35""]",M1,84.0,52.0,-32.0,0.0,13.0,13.0,-0.08404202802101689,-0.05202601734634379,0.0320160106746731,0.0,-0.0325406928355402,-0.0325406928355402,-0.014125238268810111,-0.011107849471330379,0.0030173887974797326
qmap154,8005c69009fdf9618f28c60c160a00e576cac183c5a275d2382af5d76f812b14,"[""alu-v3_35""]",M2,84.0,52.0,-32.0,0.0,13.0,13.0,-0.08404202802101689,-0.05202601734634379,0.0320160106746731,0.0,-0.0325406928355402,-0.0325406928355402,-0.013663600368344402,-0.011107849471330379,0.002555750897014023
qmap154,8314441e90c48c8308a3339a2101e26dc418327808ac370bf91fb6603ef666dd,"[""cm82a_208""]",M1,1164.0,812.0,-352.0,0.0,192.0,192.0,-1.164582388291234,-0.8124062708698299,0.3521761174214042,0.0,-0.48060100187874755,-0.48060100187874755,-0.383054718356771,-0.28680030821054847,0.09625441014622255
qmap154,8314441e90c48c8308a3339a2101e26dc418327808ac370bf91fb6603ef666dd,"[""cm82a_208""]",M2,1164.0,812.0,-352.0,0.0,192.0,192.0,-1.164582388291234,-0.8124062708698299,0.3521761174214042,0.0,-0.48060100187874755,-0.48060100187874755,-0.38483818201980197,-0.28680030821054847,0.0980378738092535
qmap154,86f25b05a4edb7fc286f425c98d2846447278adb82c6989aeb115afe8cfdb2e0,"[""4gt5_77""]",M1,240.0,166.0,-74.0,0.0,36.0,36.0,-0.24012008006004826,-0.1660830553748667,0.07403702468518156,0.0,-0.09011268785226517,-0.09011268785226517,-0.04583140443483429,-0.03488349005693255,0.01094791437790174
qmap154,86f25b05a4edb7fc286f425c98d2846447278adb82c6989aeb115afe8cfdb2e0,"[""4gt5_77""]",M2,240.0,166.0,-74.0,0.0,36.0,36.0,-0.24012008006004826,-0.1660830553748667,0.07403702468518156,0.0,-0.09011268785226517,-0.09011268785226517,-0.04657479123408157,-0.03488349005693255,0.011691301177149019
qmap154,8dd641baf48f55eb172b86f9b05a182576f0a52226d20cb90648426e4be1ced7,"[""mod10_176""]",M1,324.0,222.0,-102.0,0.0,52.0,52.0,-0.32416210808106516,-0.22211107405554462,0.10205103402552054,0.0,-0.1301627713421608,-0.1301627713421608,-0.06205661377662937,-0.04797303284962295,0.014083580927006421
qmap154,8dd641baf48f55eb172b86f9b05a182576f0a52226d20cb90648426e4be1ced7,"[""mod10_176""]",M2,324.0,222.0,-102.0,0.0,52.0,52.0,-0.32416210808106516,-0.22211107405554462,0.10205103402552054,0.0,-0.1301627713421608,-0.1301627713421608,-0.06108308173644261,-0.04797303284962295,0.013110048886819665
qmap154,8e33e885ddd96f3b57ede11f90be05bae3c461df4b9fb1670d222413068d2d44,"[""4gt11_83""]",M1,48.0,34.0,-14.0,0.0,6.0,6.0,-0.048024016012009646,-0.03401701134184017,0.014007004670169479,0.0,-0.01501878130871086,-0.01501878130871086,-0.009611347898380794,-0.007521720953399738,0.0020896269449810568
qmap154,8e33e885ddd96f3b57ede11f90be05bae3c461df4b9fb1670d222413068d2d44,"[""4gt11_83""]",M2,48.0,34.0,-14.0,0.0,6.0,6.0,-0.048024016012009646,-0.03401701134184017,0.014007004670169479,0.0,-0.01501878130871086,-0.01501878130871086,-0.010082434843151127,-0.007521720953399738,0.002560713889751389
qmap154,8f646fba050365ee2bd40785201080ab4d94bb85dfd7caae056eb74513b04579,"[""mod5d1_63""]",M1,64.0,38.0,-26.0,0.0,8.0,8.0,-0.0640320213493462,-0.03801901267617431,0.02601300867317189,0.0,-0.020025041744947816,-0.020025041744947816,-0.01179214252778263,-0.007236393781989474,0.0045557487457931565
qmap154,8f646fba050365ee2bd40785201080ab4d94bb85dfd7caae056eb74513b04579,"[""mod5d1_63""]",M2,64.0,38.0,-26.0,0.0,8.0,8.0,-0.0640320213493462,-0.03801901267617431,0.02601300867317189,0.0,-0.020025041744947816,-0.020025041744947816,-0.010361814021184034,-0.007236393781989474,0.0031254202391945603
qmap154,905244f2543b366d276cc748f223b549e8c6712f4b686c6295e2e70e4df2d908,"[""rd84_142""]",M1,628.0,396.0,-232.0,0.0,120.0,120.0,-0.6283142094904596,-0.3961981320990796,0.23211607739137996,0.0,-0.30037562617421726,-0.30037562617421726,-0.41701914105152066,-0.27155916542814823,0.14545997562337243
qmap154,905244f2543b366d276cc748f223b549e8c6712f4b686c6295e2e70e4df2d908,"[""rd84_142""]",M2,628.0,396.0,-232.0,0.0,120.0,120.0,-0.6283142094904596,-0.3961981320990796,0.23211607739137996,0.0,-0.30037562617421726,-0.30037562617421726,-0.361734690696973,-0.27155916542814823,0.09017552526882477
qmap154,923c1c3fb38d5e8209a2560552ac8abb6166dacce97b433ca1b7f99201f12f48,"[""ham7_104""]",M1,600.0,416.0,-184.0,0.0,93.0,93.0,-0.6003002001501206,-0.4162081387707503,0.18409206137937034,0.0,-0.23279111028501837,-0.23279111028501837,-0.17297886781465371,-0.13731626946751066,0.035662598347143054
qmap154,923c1c3fb38d5e8209a2560552ac8abb6166dacce97b433ca1b7f99201f12f48,"[""ham7_104""]",M2,600.0,416.0,-184.0,0.0,93.0,93.0,-0.6003002001501206,-0.4162081387707503,0.18409206137937034,0.0,-0.23279111028501837,-0.23279111028501837,-0.17004286280421563,-0.13731626946751066,0.03272659333670497
qmap154,9296c4d9d70d4b782022666728fc1ed6948b105b09cf991b52689a4556553f5f,"[""qe_qft_5""]",M1,48.0,38.0,-10.0,0.0,1.0,1.0,-0.048024016012009646,-0.03801901267617431,0.010005003335835337,0.0,-0.002503130218118477,-0.002503130218118477,-0.013597950705153591,-0.011948661157307682,0.0016492895478459092
qmap154,9296c4d9d70d4b782022666728fc1ed6948b105b09cf991b52689a4556553f5f,"[""qe_qft_5""]",M2,52.0,38.0,-14.0,0.0,1.0,1.0,-0.05202601734634379,-0.03801901267617431,0.014007004670169479,0.0,-0.002503130218118477,-0.002503130218118477,-0.013289774307133729,-0.011948661157307682,0.001341113149826047
qmap154,94334a0880d4a94503440956c484a2bfa59894baae72b5892bd249f94da01983,"[""square_root_7""]",M1,13124.0,9390.0,-3734.0,0.0,1915.0,1915.0,-13.130566377950306,-9.394698132349388,3.7358682456009173,0.0,-4.7934943676968835,-4.7934943676968835,-10.736247823536907,-7.914409146401895,2.8218386771350117
qmap154,94334a0880d4a94503440956c484a2bfa59894baae72b5892bd249f94da01983,"[""square_root_7""]",M2,13212.0,9390.0,-3822.0,0.0,1915.0,1915.0,-13.218610407305656,-9.394698132349388,3.8239122749562675,0.0,-4.7934943676968835,-4.7934943676968835,-10.488333969828195,-7.914409146401895,2.5739248234263004
qmap154,96c783c9bca0ef85595484b3ce3d699b0387661d205d223d6e547c44bdd87c0a,"[""4mod5-v0_20""]",M1,44.0,30.0,-14.0,0.0,5.0,5.0,-0.04402201467767551,-0.030015010007506032,0.014007004670169479,0.0,-0.012515651090592385,-0.012515651090592385,-0.008826390039498158,-0.00575415627734241,0.003072233762155748
qmap154,96c783c9bca0ef85595484b3ce3d699b0387661d205d223d6e547c44bdd87c0a,"[""4mod5-v0_20""]",M2,44.0,30.0,-14.0,0.0,5.0,5.0,-0.04402201467767551,-0.030015010007506032,0.014007004670169479,0.0,-0.012515651090592385,-0.012515651090592385,-0.007944844355695979,-0.00575415627734241,0.002190688078353569
qmap154,983207e15135fbfdbac900dec7d7cc3f72d7bfe6a3ba36b5b188fdb8ecf12de1,"[""ex2_227""]",M1,1152.0,800.0,-352.0,0.0,180.0,180.0,-1.1525763842882315,-0.8004002668668275,0.352176117421404,0.0,-0.45056343926132586,-0.45056343926132586,-0.3204732318023226,-0.25323001539118384,0.06724321641113878
qmap154,983207e15135fbfdbac900dec7d7cc3f72d7bfe6a3ba36b5b188fdb8ecf12de1,"[""ex2_227""]",M2,1156.0,800.0,-356.0,0.0,180.0,180.0,-1.1565783856225658,-0.8004002668668275,0.35617811875573824,0.0,-0.45056343926132586,-0.45056343926132586,-0.31838347879079903,-0.25323001539118384,0.0651534633996152
qmap154,9884edf0a652dbcd3b12d359e9a7b9eee9032e6cd906954e05d636a7a12c59a4,"[""mini_alu_305""]",M1,316.0,206.0,-110.0,0.0,60.0,60.0,-0.31615810541239686,-0.20610306871820808,0.11005503669418878,0.0,-0.15018781308710863,-0.15018781308710863,-0.12400840827462954,-0.08933457994577952,0.03467382832885002
qmap154,9884edf0a652dbcd3b12d359e9a7b9eee9032e6cd906954e05d636a7a12c59a4,"[""mini_alu_305""]",M2,320.0,206.0,-114.0,0.0,60.0,60.0,-0.320160106746731,-0.20610306871820808,0.11405703802852293,0.0,-0.15018781308710863,-0.15018781308710863,-0.12215296785612047,-0.08933457994577952,0.032818387910340946
qmap154,9986622748f143462cb57b994c62dface6274571ab108abe0d5da591993d56d7,"[""rd53_130""]",M1,1880.0,1312.0,-568.0,0.0,293.0,293.0,-1.8809406271370446,-1.312656437661597,0.5682841894754476,0.0,-0.7334171539087138,-0.7334171539087138,-0.5214030863938448,-0.4060119372390183,0.11539114915482651
qmap154,9986622748f143462cb57b994c62dface6274571ab108abe0d5da591993d56d7,"[""rd53_130""]",M2,1880.0,1312.0,-568.0,0.0,293.0,293.0,-1.8809406271370446,-1.312656437661597,0.5682841894754476,0.0,-0.7334171539087138,-0.7334171539087138,-0.5262053016012347,-0.4060119372390183,0.12019336436221639
qmap154,9e3f053dbede7457444bf109616af357b3ab6d81a6a1537fd8fe7bc8559feb88,"[""hwb5_53""]",M1,2460.0,1720.0,-740.0,0.0,397.0,397.0,-2.4612308206154947,-1.720860573763679,0.7403702468518156,0.0,-0.9937426965930354,-0.9937426965930354,-0.6019546929940323,-0.45079193713456533,0.15116275585946692
qmap154,9e3f053dbede7457444bf109616af357b3ab6d81a6a1537fd8fe7bc8559feb88,"[""hwb5_53""]",M2,2472.0,1720.0,-752.0,0.0,397.0,397.0,-2.473236824618497,-1.720860573763679,0.752376250854818,0.0,-0.9937426965930354,-0.9937426965930354,-0.6025397648069799,-0.45079193713456533,0.15174782767241457
qmap154,9e525b1d35ed9e69aaedcf8bd3fdf71ef4f7393c6838de0a4837f6c92a652f0d,"[""sqn_258""]",M1,18484.0,13012.0,-5472.0,0.0,2936.0,2936.0,-18.49324816595805,-13.01851034058895,5.4747378253691,0.0,-7.349190320395849,-7.349190320395849,-13.197051089569044,-9.245914939704779,3.951136149864265
qmap154,9e525b1d35ed9e69aaedcf8bd3fdf71ef4f7393c6838de0a4837f6c92a652f0d,"[""sqn_258""]",M2,18512.0,13012.0,-5500.0,0.0,2936.0,2936.0,-18.52126217529839,-13.01851034058895,5.502751834709439,0.0,-7.349190320395849,-7.349190320395849,-13.199644190439088,-9.245914939704779,3.953729250734309
