dataset,canonical_sha256,circuits,member_N,qubits,gates_2q,M1,M2,Default
qmap154,5d572a80ef970ebda2c1a03568d33233b6101732d05e49d2e74bc63a1c1f2812,"[""cnt3-5_180""]",1,16,205,"{""fidelity"": 0.07998999269046161, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.8604302868818395, ""log_coherence_linear"": -0.5229351443458821, ""log_fidelity"": -2.525853743502063, ""log_idle_excitation"": 0.0, ""move_batches"": 315.0, ""move_time_us"": 30626.16446155534, ""transfers"": 860.0}","{""fidelity"": 0.07748627652789922, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.8684342895505078, ""log_coherence_linear"": -0.5467318335373444, ""log_fidelity"": -2.557654435362194, ""log_idle_excitation"": 0.0, ""move_batches"": 319.0, ""move_time_us"": 32489.523861964215, ""transfers"": 868.0}","{""fidelity"": 0.08100289248461919, ""idle_exposures"": 149.0, ""log_atom_transfer"": -0.5722861908097816, ""log_coherence_linear"": -0.4250273801258896, ""log_fidelity"": -2.5132704152606173, ""log_idle_excitation"": -0.37296640249965307, ""move_batches"": 242.0, ""move_time_us"": 25710.38318409288, ""transfers"": 572.0}"
qmap154,61bf78e6eb8fe2cb88b844a4608037f20080a920d6382321fb11614e9e3bb9ff,"[""hwb6_56""]",1,7,2952,"{""fidelity"": 4.0403827386176245e-15, ""idle_exposures"": 0.0, ""log_atom_transfer"": -12.20610406971912, ""log_coherence_linear"": -4.4992634181165885, ""log_fidelity"": -33.14243697014333, ""log_idle_excitation"": 0.0, ""move_batches"": 5225.0, ""move_time_us"": 493872.17301636335, ""transfers"": 12200.0}","{""fidelity"": 3.98571120791936e-15, ""idle_exposures"": 0.0, ""log_atom_transfer"": -12.242122081728127, ""log_coherence_linear"": -4.476869063309841, ""log_fidelity"": -33.15606062734559, ""log_idle_excitation"": 0.0, ""move_batches"": 5183.0, ""move_time_us"": 490547.6740270252, ""transfers"": 12236.0}","{""fidelity"": 3.350172221134547e-15, ""idle_exposures"": 1971.0, ""log_atom_transfer"": -8.568284856809388, ""log_coherence_linear"": -3.3907636474029084, ""log_fidelity"": -33.32976464110123, ""log_idle_excitation"": -4.933669659911518, ""move_batches"": 3894.0, ""move_time_us"": 391689.91182711296, ""transfers"": 8564.0}"
qmap154,620e145abef0b7fc3948370f538a464abbc77025fb86dcf2cd3ef23b08519a4a,"[""4gt4-v0_73""]",1,6,179,"{""fidelity"": 0.15113676681281427, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.7243622415144789, ""log_coherence_linear"": -0.1701482107568424, ""log_fidelity"": -1.8895701116203982, ""log_idle_excitation"": 0.0, ""move_batches"": 315.0, ""move_time_us"": 29689.896361436968, ""transfers"": 724.0}","{""fidelity"": 0.15102237822173115, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.7243622415144789, ""log_coherence_linear"": -0.17090535214029856, ""log_fidelity"": -1.8903272530038544, ""log_idle_excitation"": 0.0, ""move_batches"": 316.0, ""move_time_us"": 29769.877620260722, ""transfers"": 724.0}","{""fidelity"": 0.14560531103544028, ""idle_exposures"": 114.0, ""log_atom_transfer"": -0.5122561707947696, ""log_coherence_linear"": -0.13418299198370426, ""log_fidelity"": -1.926855666993057, ""log_idle_excitation"": -0.2853568448655064, ""move_batches"": 238.0, ""move_time_us"": 24494.934126268156, ""transfers"": 512.0}"
qmap154,679c25ee91f79d2be3c2d27eabe3178ef82d031ac02f532a255f82d5b2e14470,"[""4gt13_91""]",1,5,47,"{""fidelity"": 0.6137037818783082, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.18809406271370446, ""log_coherence_linear"": -0.03905555299873727, ""log_fidelity"": -0.48824290718419255, ""log_idle_excitation"": 0.0, ""move_batches"": 88.0, ""move_time_us"": 8845.94925906602, ""transfers"": 188.0}","{""fidelity"": 0.6121462000794132, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.19209606404803858, ""log_coherence_linear"": -0.03759478046081056, ""log_fidelity"": -0.49078413598059994, ""log_idle_excitation"": 0.0, ""move_batches"": 86.0, ""move_time_us"": 8267.062875626812, ""transfers"": 192.0}","{""fidelity"": 0.6092618406774977, ""idle_exposures"": 29.0, ""log_atom_transfer"": -0.1340670447001936, ""log_coherence_linear"": -0.027756039326280225, ""log_fidelity"": -0.49550715182366045, ""log_idle_excitation"": -0.07259077632543583, ""move_batches"": 63.0, ""move_time_us"": 6294.07232658636, ""transfers"": 134.0}"
qmap154,68e9a8451b3ea56f9d1e2f1c4ca665dc2432ed849ff554148d57480c48d3774f,"[""alu-v0_27""]",1,5,17,"{""fidelity"": 0.8285210101807691, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.08004002668668275, ""log_coherence_linear"": -0.013558450170195772, ""log_fidelity"": -0.18811308313619315, ""log_idle_excitation"": 0.0, ""move_batches"": 32.0, ""move_time_us"": 3061.4708085342622, ""transfers"": 80.0}","{""fidelity"": 0.8289120279825818, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.08004002668668275, ""log_coherence_linear"": -0.013086614747510755, ""log_fidelity"": -0.18764124771350812, ""log_idle_excitation"": 0.0, ""move_batches"": 30.0, ""move_time_us"": 2868.2968424252003, ""transfers"": 80.0}","{""fidelity"": 0.8308608654608615, ""idle_exposures"": 12.0, ""log_atom_transfer"": -0.05002501667917672, ""log_coherence_linear"": -0.010715742820456026, ""log_fidelity"": -0.1852929283963691, ""log_idle_excitation"": -0.03003756261742172, ""move_batches"": 22.0, ""move_time_us"": 2277.086191688478, ""transfers"": 50.0}"
qmap154,6bc06c9ebf9b722cea0f989fdc71fc87334708b05c6828266ddb11ced211db99,"[""one-two-three-v0_97""]",1,5,128,"{""fidelity"": 0.2587778447905249, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.5362681788007744, ""log_coherence_linear"": -0.10250108311846956, ""log_fidelity"": -1.3517853274753868, ""log_idle_excitation"": 0.0, ""move_batches"": 237.0, ""move_time_us"": 22329.19400301642, ""transfers"": 536.0}","{""fidelity"": 0.2587096879499431, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.5362681788007744, ""log_coherence_linear"": -0.10276449754553789, ""log_fidelity"": -1.3520487419024552, ""log_idle_excitation"": 0.0, ""move_batches"": 236.0, ""move_time_us"": 22198.261669218064, ""transfers"": 536.0}","{""fidelity"": 0.2540955256349368, ""idle_exposures"": 88.0, ""log_atom_transfer"": -0.3581791194229053, ""log_coherence_linear"": -0.07857435331551382, ""log_fidelity"": -1.370044997488988, ""log_idle_excitation"": -0.22027545919442598, ""move_batches"": 168.0, ""move_time_us"": 17000.68915739319, ""transfers"": 358.0}"
qmap154,6ecd393a830744f5c1bbf3964bc813e7b8d940c7a39755f70e86d425b203bd44,"[""sym9_146""]",1,12,148,"{""fidelity"": 0.18014044504276833, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.6003002001501206, ""log_coherence_linear"": -0.2884495795540688, ""log_fidelity"": -1.7140184820912978, ""log_idle_excitation"": 0.0, ""move_batches"": 227.0, ""move_time_us"": 23100.31698383188, ""transfers"": 600.0}","{""fidelity"": 0.1765607239232403, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.6003002001501206, ""log_coherence_linear"": -0.3085215143505493, ""log_fidelity"": -1.7340904168877782, ""log_idle_excitation"": 0.0, ""move_batches"": 208.0, ""move_time_us"": 25547.66945086616, ""transfers"": 600.0}","{""fidelity"": 0.18187316704649908, ""idle_exposures"": 112.0, ""log_atom_transfer"": -0.36418212142440654, ""log_coherence_linear"": -0.23464431096123053, ""log_fidelity"": -1.7044457192020148, ""log_idle_excitation"": -0.2803505844292694, ""move_batches"": 159.0, ""move_time_us"": 18921.676206815646, ""transfers"": 364.0}"
qmap154,7568bb9bf97b4ad2d03827ff66ea80cbed58e1fa811c3c6924e3154f8ac015f0,"[""rd53_133""]",1,7,252,"{""fidelity"": 0.06471419732667412, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.0445223482612098, ""log_coherence_linear"": -0.2896707163610294, ""log_fidelity"": -2.7377746683683317, ""log_idle_excitation"": 0.0, ""move_batches"": 447.0, ""move_time_us"": 42336.77260045512, ""transfers"": 1044.0}","{""fidelity"": 0.06434566414058442, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.0445223482612098, ""log_coherence_linear"": -0.2953817745254851, ""log_fidelity"": -2.7434857265327874, ""log_idle_excitation"": 0.0, ""move_batches"": 447.0, ""move_time_us"": 43302.48155893195, ""transfers"": 1044.0}","{""fidelity"": 0.06251916705750804, ""idle_exposures"": 162.0, ""log_atom_transfer"": -0.7343672448503142, ""log_coherence_linear"": -0.2288261524025808, ""log_fidelity"": -2.7722820963341808, ""log_idle_excitation"": -0.40550709533519325, ""move_batches"": 337.0, ""move_time_us"": 35065.08642714838, ""transfers"": 734.0}"
qmap154,7a422c31684da3e6854600d1c69901b391b2a7ddcf39fc3caada4e1000f7d33e,"[""alu-v1_28""]",1,5,18,"{""fidelity"": 0.8231297774714176, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.08004002668668275, ""log_coherence_linear"": -0.014174092619383905, ""log_fidelity"": -0.19464140243593156, ""log_idle_excitation"": 0.0, ""move_batches"": 32.0, ""move_time_us"": 3068.635271594532, ""transfers"": 80.0}","{""fidelity"": 0.8236783345442589, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.08004002668668275, ""log_coherence_linear"": -0.01350788616930917, ""log_fidelity"": -0.1939751959858568, ""log_idle_excitation"": 0.0, ""move_batches"": 30.0, ""move_time_us"": 2869.325829159886, ""transfers"": 80.0}","{""fidelity"": 0.8260442647254231, ""idle_exposures"": 11.0, ""log_atom_transfer"": -0.05202601734634379, ""log_coherence_linear"": -0.011119184765539704, ""log_fidelity"": -0.19110691764105164, ""log_idle_excitation"": -0.027534432399303248, ""move_batches"": 23.0, ""move_time_us"": 2289.811004405374, ""transfers"": 52.0}"
qmap154,7d1896dcc5d2410f21980ed3439eddb034338ed3bc420cbd08732a56ab8a5acb,"[""4mod5-v0_19""]",1,5,16,"{""fidelity"": 0.843203146236282, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.06803402268368033, ""log_coherence_linear"": -0.01331132776666331, ""log_fidelity"": -0.170547369897112, ""log_idle_excitation"": 0.0, ""move_batches"": 32.0, ""move_time_us"": 3096.603654854586, ""transfers"": 68.0}","{""fidelity"": 0.8426505631703021, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.06803402268368033, ""log_coherence_linear"": -0.01396688059747659, ""log_fidelity"": -0.17120292272792528, ""log_idle_excitation"": 0.0, ""move_batches"": 32.0, ""move_time_us"": 3136.7337624436987, ""transfers"": 68.0}","{""fidelity"": 0.8415119967507206, ""idle_exposures"": 11.0, ""log_atom_transfer"": -0.04602301534484258, ""log_coherence_linear"": -0.009795541873723664, ""log_fidelity"": -0.17255500906463783, ""log_idle_excitation"": -0.027534432399303248, ""move_batches"": 22.0, ""move_time_us"": 2291.029321276628, ""transfers"": 46.0}"
qmap154,8005c69009fdf9618f28c60c160a00e576cac183c5a275d2382af5d76f812b14,"[""alu-v3_35""]",1,5,18,"{""fidelity"": 0.8206205846656462, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.08404202802101689, ""log_coherence_linear"": -0.014125238268810111, ""log_fidelity"": -0.19769441439268592, ""log_idle_excitation"": 0.0, ""move_batches"": 34.0, ""move_time_us"": 3242.819722750612, ""transfers"": 84.0}","{""fidelity"": 0.8209995016839294, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.08404202802101689, ""log_coherence_linear"": -0.013663600368344402, ""log_fidelity"": -0.1972327764922202, ""log_idle_excitation"": 0.0, ""move_batches"": 32.0, ""move_time_us"": 3052.7126701052516, ""transfers"": 84.0}","{""fidelity"": 0.8226687026613304, ""idle_exposures"": 13.0, ""log_atom_transfer"": -0.05202601734634379, ""log_coherence_linear"": -0.011107849471330379, ""log_fidelity"": -0.1952017077560733, ""log_idle_excitation"": -0.0325406928355402, ""move_batches"": 23.0, ""move_time_us"": 2348.2464029940106, ""transfers"": 52.0}"
qmap154,8314441e90c48c8308a3339a2101e26dc418327808ac370bf91fb6603ef666dd,"[""cm82a_208""]",1,8,283,"{""fidelity"": 0.04395406325046809, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.164582388291234, ""log_coherence_linear"": -0.383054718356771, ""log_fidelity"": -3.12461020746409, ""log_idle_excitation"": 0.0, ""move_batches"": 496.0, ""move_time_us"": 48436.27428226652, ""transfers"": 1164.0}","{""fidelity"": 0.04387574263756171, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.164582388291234, ""log_coherence_linear"": -0.38483818201980197, ""log_fidelity"": -3.126393671127121, ""log_idle_excitation"": 0.0, ""move_batches"": 490.0, ""move_time_us"": 48546.64332938721, ""transfers"": 1164.0}","{""fidelity"": 0.04256254312848372, ""idle_exposures"": 192.0, ""log_atom_transfer"": -0.8124062708698299, ""log_coherence_linear"": -0.28680030821054847, ""log_fidelity"": -3.156780681775211, ""log_idle_excitation"": -0.48060100187874755, ""move_batches"": 357.0, ""move_time_us"": 36875.64610792737, ""transfers"": 812.0}"
qmap154,86f25b05a4edb7fc286f425c98d2846447278adb82c6989aeb115afe8cfdb2e0,"[""4gt5_77""]",1,5,58,"{""fidelity"": 0.5436857762266762, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.24012008006004826, ""log_coherence_linear"": -0.04583140443483429, ""log_fidelity"": -0.6093838162416683, ""log_idle_excitation"": 0.0, ""move_batches"": 105.0, ""move_time_us"": 9966.118224837242, ""transfers"": 240.0}","{""fidelity"": 0.5432817575873582, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.24012008006004826, ""log_coherence_linear"": -0.04657479123408157, ""log_fidelity"": -0.6101272030409156, ""log_idle_excitation"": 0.0, ""move_batches"": 105.0, ""move_time_us"": 10083.082940082904, ""transfers"": 240.0}","{""fidelity"": 0.5409050277288421, ""idle_exposures"": 36.0, ""log_atom_transfer"": -0.1660830553748667, ""log_coherence_linear"": -0.03488349005693255, ""log_fidelity"": -0.6145115650308501, ""log_idle_excitation"": -0.09011268785226517, ""move_batches"": 75.0, ""move_time_us"": 7953.489121547699, ""transfers"": 166.0}"
qmap154,8dd641baf48f55eb172b86f9b05a182576f0a52226d20cb90648426e4be1ced7,"[""mod10_176""]",1,5,78,"{""fidelity"": 0.43972592431932533, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.32416210808106516, ""log_coherence_linear"": -0.06205661377662937, ""log_fidelity"": -0.8216036454264437, ""log_idle_excitation"": 0.0, ""move_batches"": 141.0, ""move_time_us"": 13407.122465267012, ""transfers"": 324.0}","{""fidelity"": 0.4401542200415281, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.32416210808106516, ""log_coherence_linear"": -0.06108308173644261, ""log_fidelity"": -0.820630113386257, ""log_idle_excitation"": 0.0, ""move_batches"": 137.0, ""move_time_us"": 13014.637221155388, ""transfers"": 324.0}","{""fidelity"": 0.4336004453250428, ""idle_exposures"": 52.0, ""log_atom_transfer"": -0.22211107405554462, ""log_coherence_linear"": -0.04797303284962295, ""log_fidelity"": -0.8356318018160775, ""log_idle_excitation"": -0.1301627713421608, ""move_batches"": 103.0, ""move_time_us"": 10263.67012296337, ""transfers"": 222.0}"
qmap154,8e33e885ddd96f3b57ede11f90be05bae3c461df4b9fb1670d222413068d2d44,"[""4gt11_83""]",1,5,14,"{""fidelity"": 0.8739675915268008, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.048024016012009646, ""log_coherence_linear"": -0.009611347898380794, ""log_fidelity"": -0.13471198464705628, ""log_idle_excitation"": 0.0, ""move_batches"": 22.0, ""move_time_us"": 2168.7980294939016, ""transfers"": 48.0}","{""fidelity"": 0.8735559737657692, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.048024016012009646, ""log_coherence_linear"": -0.010082434843151127, ""log_fidelity"": -0.1351830715918266, ""log_idle_excitation"": 0.0, ""move_batches"": 22.0, ""move_time_us"": 2205.8460611385435, ""transfers"": 48.0}","{""fidelity"": 0.8749101056164484, ""idle_exposures"": 6.0, ""log_atom_transfer"": -0.03401701134184017, ""log_coherence_linear"": -0.007521720953399738, ""log_fidelity"": -0.1336341343406166, ""log_idle_excitation"": -0.01501878130871086, ""move_batches"": 16.0, ""move_time_us"": 1605.3470239597495, ""transfers"": 34.0}"
qmap154,8f646fba050365ee2bd40785201080ab4d94bb85dfd7caae056eb74513b04579,"[""mod5d1_63""]",1,5,13,"{""fidelity"": 0.8630452527005426, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.0640320213493462, ""log_coherence_linear"": -0.01179214252778263, ""log_fidelity"": -0.14728815277224638, ""log_idle_excitation"": 0.0, ""move_batches"": 26.0, ""move_time_us"": 3005.76385279476, ""transfers"": 64.0}","{""fidelity"": 0.8642805741751188, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.0640320213493462, ""log_coherence_linear"": -0.010361814021184034, ""log_fidelity"": -0.14585782426564778, ""log_idle_excitation"": 0.0, ""move_batches"": 24.0, ""move_time_us"": 2421.6148766451643, ""transfers"": 64.0}","{""fidelity"": 0.8721930978510162, ""idle_exposures"": 8.0, ""log_atom_transfer"": -0.03801901267617431, ""log_coherence_linear"": -0.007236393781989474, ""log_fidelity"": -0.13674443709822914, ""log_idle_excitation"": -0.020025041744947816, ""move_batches"": 17.0, ""move_time_us"": 1720.0051169291357, ""transfers"": 38.0}"
qmap154,905244f2543b366d276cc748f223b549e8c6712f4b686c6295e2e70e4df2d908,"[""rd84_142""]",1,15,154,"{""fidelity"": 0.14901955292519958, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.6283142094904596, ""log_coherence_linear"": -0.41701914105152066, ""log_fidelity"": -1.9036777539603742, ""log_idle_excitation"": 0.0, ""move_batches"": 259.0, ""move_time_us"": 27978.249373221213, ""transfers"": 628.0}","{""fidelity"": 0.15749000176228498, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.6283142094904596, ""log_coherence_linear"": -0.361734690696973, ""log_fidelity"": -1.8483933036058264, ""log_idle_excitation"": 0.0, ""move_batches"": 183.0, ""move_time_us"": 22368.962191309052, ""transfers"": 628.0}","{""fidelity"": 0.16097964877368956, ""idle_exposures"": 120.0, ""log_atom_transfer"": -0.3961981320990796, ""log_coherence_linear"": -0.27155916542814823, ""log_fidelity"": -1.8264773271198391, ""log_idle_excitation"": -0.30037562617421726, ""move_batches"": 152.0, ""move_time_us"": 16112.856081813621, ""transfers"": 396.0}"
qmap154,923c1c3fb38d5e8209a2560552ac8abb6166dacce97b433ca1b7f99201f12f48,"[""ham7_104""]",1,7,149,"{""fidelity"": 0.20129974317739016, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.6003002001501206, ""log_coherence_linear"": -0.17297886781465371, ""log_fidelity"": -1.6029602221574228, ""log_idle_excitation"": 0.0, ""move_batches"": 266.0, ""move_time_us"": 25771.006018564854, ""transfers"": 600.0}","{""fidelity"": 0.20189162869620608, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.6003002001501206, ""log_coherence_linear"": -0.17004286280421563, ""log_fidelity"": -1.6000242171469847, ""log_idle_excitation"": 0.0, ""move_batches"": 263.0, ""move_time_us"": 24948.730236487023, ""transfers"": 600.0}","{""fidelity"": 0.1986925402879986, ""idle_exposures"": 93.0, ""log_atom_transfer"": -0.4162081387707503, ""log_coherence_linear"": -0.13731626946751066, ""log_fidelity"": -1.6159966727159278, ""log_idle_excitation"": -0.23279111028501837, ""move_batches"": 195.0, ""move_time_us"": 20838.432420544817, ""transfers"": 416.0}"
qmap154,9296c4d9d70d4b782022666728fc1ed6948b105b09cf991b52689a4556553f5f,"[""qe_qft_5""]",1,5,26,"{""fidelity"": 0.8128161363286656, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.048024016012009646, ""log_coherence_linear"": -0.013597950705153591, ""log_fidelity"": -0.2072503495884163, ""log_idle_excitation"": 0.0, ""move_batches"": 20.0, ""move_time_us"": 2184.382605259369, ""transfers"": 48.0}","{""fidelity"": 0.8098192741652681, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.05202601734634379, ""log_coherence_linear"": -0.013289774307133729, ""log_fidelity"": -0.21094417452473058, ""log_idle_excitation"": 0.0, ""move_batches"": 18.0, ""move_time_us"": 2013.282054854563, ""transfers"": 52.0}","{""fidelity"": 0.820288487211781, ""idle_exposures"": 1.0, ""log_atom_transfer"": -0.03801901267617431, ""log_coherence_linear"": -0.011948661157307682, ""log_fidelity"": -0.19809918692285353, ""log_idle_excitation"": -0.002503130218118477, ""move_batches"": 16.0, ""move_time_us"": 1687.7469091049384, ""transfers"": 38.0}"
qmap154,94334a0880d4a94503440956c484a2bfa59894baae72b5892bd249f94da01983,"[""square_root_7""]",1,15,3089,"{""fidelity"": 1.7533804378965887e-18, ""idle_exposures"": 0.0, ""log_atom_transfer"": -13.130566377950306, ""log_coherence_linear"": -10.736247823536907, ""log_fidelity"": -40.8849860704517, ""log_idle_excitation"": 0.0, ""move_batches"": 5427.0, ""move_time_us"": 533457.3371884242, ""transfers"": 13124.0}","{""fidelity"": 2.0573431714460183e-18, ""idle_exposures"": 0.0, ""log_atom_transfer"": -13.218610407305656, ""log_coherence_linear"": -10.488333969828195, ""log_fidelity"": -40.72511624609834, ""log_idle_excitation"": 0.0, ""move_batches"": 5311.0, ""move_time_us"": 518681.9066011588, ""transfers"": 13212.0}","{""fidelity"": 1.0158837129486198e-17, ""idle_exposures"": 1915.0, ""log_atom_transfer"": -9.394698132349388, ""log_coherence_linear"": -7.914409146401895, ""log_fidelity"": -39.12818769405228, ""log_idle_excitation"": -4.7934943676968835, ""move_batches"": 4195.0, ""move_time_us"": 439285.20380201755, ""transfers"": 9390.0}"
qmap154,96c783c9bca0ef85595484b3ce3d699b0387661d205d223d6e547c44bdd87c0a,"[""4mod5-v0_20""]",1,5,10,"{""fidelity"": 0.8972913783913241, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.04402201467767551, ""log_coherence_linear"": -0.008826390039498158, ""log_fidelity"": -0.1083746331146524, ""log_idle_excitation"": 0.0, ""move_batches"": 18.0, ""move_time_us"": 2130.966744343222, ""transfers"": 44.0}","{""fidelity"": 0.8980827304883225, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.04402201467767551, ""log_coherence_linear"": -0.007944844355695979, ""log_fidelity"": -0.10749308743085022, ""log_idle_excitation"": 0.0, ""move_batches"": 17.0, ""move_time_us"": 1762.9457914334102, ""transfers"": 44.0}","{""fidelity"": 0.9013956038402565, ""idle_exposures"": 5.0, ""log_atom_transfer"": -0.030015010007506032, ""log_coherence_linear"": -0.00575415627734241, ""log_fidelity"": -0.10381104577291955, ""log_idle_excitation"": -0.012515651090592385, ""move_batches"": 13.0, ""move_time_us"": 1363.8268237303816, ""transfers"": 30.0}"
qmap154,983207e15135fbfdbac900dec7d7cc3f72d7bfe6a3ba36b5b188fdb8ecf12de1,"[""ex2_227""]",1,7,275,"{""fidelity"": 0.04950301252382014, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.1525763842882315, ""log_coherence_linear"": -0.3204732318023226, ""log_fidelity"": -3.005721752192257, ""log_idle_excitation"": 0.0, ""move_batches"": 489.0, ""move_time_us"": 46819.18591127466, ""transfers"": 1152.0}","{""fidelity"": 0.049408440922159, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.1565783856225658, ""log_coherence_linear"": -0.31838347879079903, ""log_fidelity"": -3.0076340005150675, ""log_idle_excitation"": 0.0, ""move_batches"": 488.0, ""move_time_us"": 46205.02663712899, ""transfers"": 1156.0}","{""fidelity"": 0.04798504603162499, ""idle_exposures"": 180.0, ""log_atom_transfer"": -0.8004002668668275, ""log_coherence_linear"": -0.25323001539118384, ""log_fidelity"": -3.03686585762104, ""log_idle_excitation"": -0.45056343926132586, ""move_batches"": 367.0, ""move_time_us"": 38118.918210975506, ""transfers"": 800.0}"
qmap154,9884edf0a652dbcd3b12d359e9a7b9eee9032e6cd906954e05d636a7a12c59a4,"[""mini_alu_305""]",1,10,77,"{""fidelity"": 0.41960621939538234, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.31615810541239686, ""log_coherence_linear"": -0.12400840827462954, ""log_fidelity"": -0.8684385803692174, ""log_idle_excitation"": 0.0, ""move_batches"": 125.0, ""move_time_us"": 12568.600889738587, ""transfers"": 316.0}","{""fidelity"": 0.41870647510823267, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.320160106746731, ""log_coherence_linear"": -0.12215296785612047, ""log_fidelity"": -0.8705851412850425, ""log_idle_excitation"": 0.0, ""move_batches"": 117.0, ""move_time_us"": 12079.109521342372, ""transfers"": 320.0}","{""fidelity"": 0.4173218516316984, ""idle_exposures"": 60.0, ""log_atom_transfer"": -0.20610306871820808, ""log_coherence_linear"": -0.08933457994577952, ""log_fidelity"": -0.8738975284332872, ""log_idle_excitation"": -0.15018781308710863, ""move_batches"": 84.0, ""move_time_us"": 8617.550089449986, ""transfers"": 206.0}"
qmap154,9986622748f143462cb57b994c62dface6274571ab108abe0d5da591993d56d7,"[""rd53_130""]",1,7,448,"{""fidelity"": 0.007453287095605055, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.8809406271370446, ""log_coherence_linear"": -0.5214030863938448, ""log_fidelity"": -4.8991001230133975, ""log_idle_excitation"": 0.0, ""move_batches"": 785.0, ""move_time_us"": 74298.55452539532, ""transfers"": 1880.0}","{""fidelity"": 0.007417580610701621, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.8809406271370446, ""log_coherence_linear"": -0.5262053016012347, ""log_fidelity"": -4.903902338220787, ""log_idle_excitation"": 0.0, ""move_batches"": 783.0, ""move_time_us"": 75253.40748911489, ""transfers"": 1880.0}","{""fidelity"": 0.007091616705334534, ""idle_exposures"": 293.0, ""log_atom_transfer"": -1.312656437661597, ""log_coherence_linear"": -0.4060119372390183, ""log_fidelity"": -4.948841938291837, ""log_idle_excitation"": -0.7334171539087138, ""move_batches"": 589.0, ""move_time_us"": 59568.207947864714, ""transfers"": 1312.0}"
qmap154,9e3f053dbede7457444bf109616af357b3ab6d81a6a1537fd8fe7bc8559feb88,"[""hwb5_53""]",1,6,598,"{""fidelity"": 0.0016835772247393347, ""idle_exposures"": 0.0, ""log_atom_transfer"": -2.4612308206154947, ""log_coherence_linear"": -0.6019546929940323, ""log_fidelity"": -6.3868344488741755, ""log_idle_excitation"": 0.0, ""move_batches"": 1091.0, ""move_time_us"": 103084.3265533379, ""transfers"": 2460.0}","{""fidelity"": 0.0016625120710309534, ""idle_exposures"": 0.0, ""log_atom_transfer"": -2.473236824618497, ""log_coherence_linear"": -0.6025397648069799, ""log_fidelity"": -6.399425524690126, ""log_idle_excitation"": 0.0, ""move_batches"": 1083.0, ""move_time_us"": 102271.30926832509, ""transfers"": 2472.0}","{""fidelity"": 0.0015200012180798836, ""idle_exposures"": 397.0, ""log_atom_transfer"": -1.720860573763679, ""log_coherence_linear"": -0.45079193713456533, ""log_fidelity"": -6.489044142755929, ""log_idle_excitation"": -0.9937426965930354, ""move_batches"": 793.0, ""move_time_us"": 79720.8541604046, ""transfers"": 1720.0}"
