dataset,canonical_sha256,circuits,member_N,qubits,gates_2q,M1,M2,Default
qmap154,012b9e9f7ae5656aefa02b50a70cdc55461c1dc41c9fed19de9b1e8eb288a0ae,"[""4gt11_84""]",1,5,9,"{""fidelity"": 0.9068524593392224, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.040020013343341376, ""log_coherence_linear"": -0.007241811046984918, ""log_fidelity"": -0.09777551096426074, ""log_idle_excitation"": 0.0, ""move_batches"": 16.0, ""move_time_us"": 1592.9343498347191, ""transfers"": 40.0}","{""fidelity"": 0.9065763464882078, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.040020013343341376, ""log_coherence_linear"": -0.007546331249003319, ""log_fidelity"": -0.09808003116627913, ""log_idle_excitation"": 0.0, ""move_batches"": 16.0, ""move_time_us"": 1631.7954108998247, ""transfers"": 40.0}","{""fidelity"": 0.9105067545721256, ""idle_exposures"": 5.0, ""log_atom_transfer"": -0.026013008673171894, ""log_coherence_linear"": -0.004711614973677119, ""log_fidelity"": -0.09375396131137584, ""log_idle_excitation"": -0.012515651090592385, ""move_batches"": 11.0, ""move_time_us"": 1146.0869877163889, ""transfers"": 26.0}"
qmap154,02ff18ecd3cbf5d461bcd36200261de37bb114a1b24a49eed03d37f500b7c215,"[""4gt5_76""]",1,5,46,"{""fidelity"": 0.6264548113306613, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.1800900600450362, ""log_coherence_linear"": -0.0333080963701009, ""log_fidelity"": -0.4676786360093316, ""log_idle_excitation"": 0.0, ""move_batches"": 77.0, ""move_time_us"": 7308.292786733187, ""transfers"": 180.0}","{""fidelity"": 0.6259927877065123, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.1800900600450362, ""log_coherence_linear"": -0.034045889544781056, ""log_fidelity"": -0.46841642918401183, ""log_idle_excitation"": 0.0, ""move_batches"": 78.0, ""move_time_us"": 7424.144944735588, ""transfers"": 180.0}","{""fidelity"": 0.6233918072905074, ""idle_exposures"": 25.0, ""log_atom_transfer"": -0.1280640426986924, ""log_coherence_linear"": -0.027656930196321615, ""log_fidelity"": -0.47258005371391043, ""log_idle_excitation"": -0.06257825545296192, ""move_batches"": 61.0, ""move_time_us"": 6258.492990539773, ""transfers"": 128.0}"
qmap154,040d1773bb1501d1f86ca2d9028bed22e4dbfe9728922474bce44a5531b21b5a,"[""majority_239""]",1,7,267,"{""fidelity"": 0.054270497023150614, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.108554369610556, ""log_coherence_linear"": -0.3174490816281732, ""log_fidelity"": -2.9137745326080458, ""log_idle_excitation"": 0.0, ""move_batches"": 479.0, ""move_time_us"": 46729.855626339995, ""transfers"": 1108.0}","{""fidelity"": 0.05482379734590389, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.108554369610556, ""log_coherence_linear"": -0.30730547017413845, ""log_fidelity"": -2.903630921154011, ""log_idle_excitation"": 0.0, ""move_batches"": 469.0, ""move_time_us"": 44547.09268165529, ""transfers"": 1108.0}","{""fidelity"": 0.05291785618858417, ""idle_exposures"": 175.0, ""log_atom_transfer"": -0.7683842561921543, ""log_coherence_linear"": -0.2448113252435472, ""log_fidelity"": -2.9390144509757516, ""log_idle_excitation"": -0.4380477881707335, ""move_batches"": 350.0, ""move_time_us"": 37102.80075269707, ""transfers"": 768.0}"
qmap154,081979fd7492baf5b800ab2ecf9a40368544e0b330c139e248e5342892ed469a,"[""qe_qft_4""]",1,5,25,"{""fidelity"": 0.8140289251436202, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.05602801868067792, ""log_coherence_linear"": -0.011815924389093936, ""log_fidelity"": -0.20575937903646271, ""log_idle_excitation"": 0.0, ""move_batches"": 20.0, ""move_time_us"": 2205.7549704796156, ""transfers"": 56.0}","{""fidelity"": 0.8148677907179451, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.05602801868067792, ""log_coherence_linear"": -0.010785944230970734, ""log_fidelity"": -0.2047293988783395, ""log_idle_excitation"": 0.0, ""move_batches"": 16.0, ""move_time_us"": 1650.5620692555674, ""transfers"": 56.0}","{""fidelity"": 0.825316946213586, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.04402201467767551, ""log_coherence_linear"": -0.010050338551677064, ""log_fidelity"": -0.19198778919604342, ""log_idle_excitation"": 0.0, ""move_batches"": 17.0, ""move_time_us"": 1759.0666628095948, ""transfers"": 44.0}"
qmap154,0a0d73bbac4f2706db89eac74c34669b900537059d81b0bf2094c7f97d0304a3,"[""one-two-three-v0_98""]",1,5,65,"{""fidelity"": 0.5068630035265466, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.2641320880660531, ""log_coherence_linear"": -0.053261769225394134, ""log_fidelity"": -0.6795145219110669, ""log_idle_excitation"": 0.0, ""move_batches"": 119.0, ""move_time_us"": 11744.198106370073, ""transfers"": 264.0}","{""fidelity"": 0.5058266573360579, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.2681340894003872, ""log_coherence_linear"": -0.05130648880135913, ""log_fidelity"": -0.681561242821366, ""log_idle_excitation"": 0.0, ""move_batches"": 117.0, ""move_time_us"": 11071.714919558008, ""transfers"": 268.0}","{""fidelity"": 0.5006764972844197, ""idle_exposures"": 43.0, ""log_atom_transfer"": -0.18409206137937031, ""log_coherence_linear"": -0.03794777508541536, ""log_fidelity"": -0.6917951004634999, ""log_idle_excitation"": -0.1076345993790945, ""move_batches"": 84.0, ""move_time_us"": 8282.482348399653, ""transfers"": 184.0}"
qmap154,0d21004070d0a6614961fe081dffc6b68f22d145e1bac2b93deac3a6cbd14dbf,"[""rd32_270""]",1,5,36,"{""fidelity"": 0.6848017524158954, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.1480740493703631, ""log_coherence_linear"": -0.029397234500245402, ""log_fidelity"": -0.37862589513934025, ""log_idle_excitation"": 0.0, ""move_batches"": 68.0, ""move_time_us"": 6411.441859268658, ""transfers"": 148.0}","{""fidelity"": 0.6846076576810036, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.1480740493703631, ""log_coherence_linear"": -0.02968070668140657, ""log_fidelity"": -0.37890936732050146, ""log_idle_excitation"": 0.0, ""move_batches"": 68.0, ""move_time_us"": 6443.982584073131, ""transfers"": 148.0}","{""fidelity"": 0.6829152356103855, ""idle_exposures"": 25.0, ""log_atom_transfer"": -0.09604803202401929, ""log_coherence_linear"": -0.02160363435514187, ""log_fidelity"": -0.38138453310085485, ""log_idle_excitation"": -0.06257825545296192, ""move_batches"": 47.0, ""move_time_us"": 4722.044714349889, ""transfers"": 96.0}"
qmap154,128f4fc145f17a5c3292150a1026e96555931cd0f863e3eed45c36c456983d23,"[""4mod7-v0_94""]",1,5,70,"{""fidelity"": 0.48025118120940175, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.2881440960720579, ""log_coherence_linear"": -0.05541814287418557, ""log_fidelity"": -0.7334460177646025, ""log_idle_excitation"": 0.0, ""move_batches"": 129.0, ""move_time_us"": 12184.608340405988, ""transfers"": 288.0}","{""fidelity"": 0.4800586396713611, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.2881440960720579, ""log_coherence_linear"": -0.05581914166943712, ""log_fidelity"": -0.7338470165598541, ""log_idle_excitation"": 0.0, ""move_batches"": 127.0, ""move_time_us"": 12095.57720743488, ""transfers"": 288.0}","{""fidelity"": 0.47232861436881496, ""idle_exposures"": 49.0, ""log_atom_transfer"": -0.19609806538237273, ""log_coherence_linear"": -0.041445093871505134, ""log_fidelity"": -0.7500803187600423, ""log_idle_excitation"": -0.12265338068780537, ""move_batches"": 92.0, ""move_time_us"": 9180.29154638319, ""transfers"": 196.0}"
qmap154,1339e2c7e5bc81127fa6ab1721b679c0a6f525f4446d354f7ed78b8331f01fac,"[""ground_state_estimation_10""]",1,13,3,"{""fidelity"": 0.9665585995497005, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.008004002668668275, ""log_coherence_linear"": -0.007071138237996509, ""log_fidelity"": -0.034013351494323545, ""log_idle_excitation"": 0.0, ""move_batches"": 2.0, ""move_time_us"": 199.99282681158866, ""transfers"": 8.0}","{""fidelity"": 0.9662332898517291, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.008004002668668275, ""log_coherence_linear"": -0.007407759788228736, ""log_fidelity"": -0.03434997304455577, ""log_idle_excitation"": 0.0, ""move_batches"": 2.0, ""move_time_us"": 238.81215109115067, ""transfers"": 8.0}","{""fidelity"": 0.9711608306325407, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.0040020013343341375, ""log_coherence_linear"": -0.006322978465524478, ""log_fidelity"": -0.029263190387517374, ""log_idle_excitation"": 0.0, ""move_batches"": 1.0, ""move_time_us"": 109.09637512458573, ""transfers"": 4.0}"
qmap154,13f4bceb146bbcba79157a59457fb4180968dfbf0e27e986fd3a79153e3c761d,"[""alu-bdd_288""]",1,7,38,"{""fidelity"": 0.6551496903431628, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.16408205470769963, ""log_coherence_linear"": -0.046429604922416046, ""log_fidelity"": -0.422891534581944, ""log_idle_excitation"": 0.0, ""move_batches"": 72.0, ""move_time_us"": 7005.243285476675, ""transfers"": 164.0}","{""fidelity"": 0.6549797512121575, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.16408205470769963, ""log_coherence_linear"": -0.04668902834512263, ""log_fidelity"": -0.4231509580046506, ""log_idle_excitation"": 0.0, ""move_batches"": 71.0, ""move_time_us"": 7060.4654913555805, ""transfers"": 164.0}","{""fidelity"": 0.6553138432130609, ""idle_exposures"": 26.0, ""log_atom_transfer"": -0.11005503669418878, ""log_coherence_linear"": -0.03512471084186211, ""log_fidelity"": -0.42264100815895966, ""log_idle_excitation"": -0.0650813856710804, ""move_batches"": 49.0, ""move_time_us"": 5042.429377730769, ""transfers"": 110.0}"
qmap154,157102116dddf0ba09f368852ccbf37928a0e99f99e9d7d4859f84655c619419,"[""4gt10-v1_81""]",1,5,66,"{""fidelity"": 0.5001153174664597, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.27213609073472134, ""log_coherence_linear"": -0.05274714001428218, ""log_fidelity"": -0.6929165722191735, ""log_idle_excitation"": 0.0, ""move_batches"": 122.0, ""move_time_us"": 11490.431948238245, ""transfers"": 272.0}","{""fidelity"": 0.5001419293993478, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.27213609073472134, ""log_coherence_linear"": -0.052693929836644754, ""log_fidelity"": -0.6928633620415361, ""log_idle_excitation"": 0.0, ""move_batches"": 120.0, ""move_time_us"": 11370.636327242406, ""transfers"": 272.0}","{""fidelity"": 0.49185433145940083, ""idle_exposures"": 43.0, ""log_atom_transfer"": -0.19209606404803858, ""log_coherence_linear"": -0.04180867570067607, ""log_fidelity"": -0.7095726805979792, ""log_idle_excitation"": -0.1076345993790945, ""move_batches"": 88.0, ""move_time_us"": 9300.500644201371, ""transfers"": 192.0}"
qmap154,17585b5581ef461ec1956dcfd5c0d021a2e1cd4acd8ebef58f665e2e9b95f2b1,"[""4gt4-v0_78""]",1,6,107,"{""fidelity"": 0.3246670911134975, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.4282141427737527, ""log_coherence_linear"": -0.10249015204708906, ""log_fidelity"": -1.124954956677465, ""log_idle_excitation"": 0.0, ""move_batches"": 193.0, ""move_time_us"": 18349.325719957764, ""transfers"": 428.0}","{""fidelity"": 0.3243886690998904, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.4282141427737527, ""log_coherence_linear"": -0.10334808151248104, ""log_fidelity"": -1.125812886142857, ""log_idle_excitation"": 0.0, ""move_batches"": 192.0, ""move_time_us"": 18300.16037583708, ""transfers"": 428.0}","{""fidelity"": 0.31962655496030024, ""idle_exposures"": 66.0, ""log_atom_transfer"": -0.3021511007422274, ""log_coherence_linear"": -0.07899362343589628, ""log_fidelity"": -1.1406019804305663, ""log_idle_excitation"": -0.16520659439581947, ""move_batches"": 143.0, ""move_time_us"": 14524.66986370347, ""transfers"": 302.0}"
qmap154,181b076ba081017381177d84383cc4f660e01506983ee907420658ef1adbd956,"[""rd73_252""]",1,10,2319,"{""fidelity"": 1.3349430768551419e-12, ""idle_exposures"": 0.0, ""log_atom_transfer"": -9.552777185055586, ""log_coherence_linear"": -4.8720768013918505, ""log_fidelity"": -27.342132464045225, ""log_idle_excitation"": 0.0, ""move_batches"": 4053.0, ""move_time_us"": 391160.087639514, ""transfers"": 9548.0}","{""fidelity"": 1.3271578342240792e-12, ""idle_exposures"": 0.0, ""log_atom_transfer"": -9.564783189058588, ""log_coherence_linear"": -4.865919760358899, ""log_fidelity"": -27.347981427015274, ""log_idle_excitation"": 0.0, ""move_batches"": 4045.0, ""move_time_us"": 389930.78080557066, ""transfers"": 9560.0}","{""fidelity"": 1.8377351819540632e-12, ""idle_exposures"": 1520.0, ""log_atom_transfer"": -6.75137625102169, ""log_coherence_linear"": -3.5513645047595763, ""log_fidelity"": -27.022487181834656, ""log_idle_excitation"": -3.804757931540085, ""move_batches"": 3042.0, ""move_time_us"": 307275.6180801461, ""transfers"": 6748.0}"
qmap154,18bd03509e493866a3863af424f8d69b46a78f338a1c47d89749a2fca6939020,"[""ex3_229""]",1,6,175,"{""fidelity"": 0.15565634939947603, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.7123562375114765, ""log_coherence_linear"": -0.17243881555014298, ""log_fidelity"": -1.860104590125521, ""log_idle_excitation"": 0.0, ""move_batches"": 320.0, ""move_time_us"": 30225.28043005983, ""transfers"": 712.0}","{""fidelity"": 0.1552782324615027, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.7163582388458106, ""log_coherence_linear"": -0.17086894718795298, ""log_fidelity"": -1.8625367230976653, ""log_idle_excitation"": 0.0, ""move_batches"": 315.0, ""move_time_us"": 29697.88509066341, ""transfers"": 716.0}","{""fidelity"": 0.15080596813829564, ""idle_exposures"": 121.0, ""log_atom_transfer"": -0.4822411607872636, ""log_coherence_linear"": -0.13133179343401316, ""log_fidelity"": -1.891761247677514, ""log_idle_excitation"": -0.3028787563923357, ""move_batches"": 226.0, ""move_time_us"": 23318.748069628982, ""transfers"": 482.0}"
qmap154,1a2e65e77c47deda845cff04ac39142ee67177958161cb55e0eee9ab9f5a61a5,"[""rd53_311""]",1,13,124,"{""fidelity"": 0.23034321443572237, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.5202601734634379, ""log_coherence_linear"": -0.25885935905227575, ""log_fidelity"": -1.4681848456606534, ""log_idle_excitation"": 0.0, ""move_batches"": 203.0, ""move_time_us"": 19548.724299280057, ""transfers"": 520.0}","{""fidelity"": 0.23048589425001717, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.5202601734634379, ""log_coherence_linear"": -0.25824012812191677, ""log_fidelity"": -1.4675656147302945, ""log_idle_excitation"": 0.0, ""move_batches"": 198.0, ""move_time_us"": 19276.440694533714, ""transfers"": 520.0}","{""fidelity"": 0.22818045490705247, ""idle_exposures"": 94.0, ""log_atom_transfer"": -0.34617311541990287, ""log_coherence_linear"": -0.2050848244483045, ""log_fidelity"": -1.477618494183451, ""log_idle_excitation"": -0.23529424050313683, ""move_batches"": 149.0, ""move_time_us"": 15793.996359279168, ""transfers"": 346.0}"
qmap154,1cc205f827ac11a35917ee7ed71a78f0de65ae3e1b9a1ce15cc5f8ffc673f145,"[""graycode6_47""]",1,6,5,"{""fidelity"": 0.9435853622018051, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.024012008006004823, ""log_coherence_linear"": -0.005993277070534335, ""log_fidelity"": -0.05806844428428051, ""log_idle_excitation"": 0.0, ""move_batches"": 10.0, ""move_time_us"": 1123.037359146889, ""transfers"": 24.0}","{""fidelity"": 0.9435661028903417, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.024012008006004823, ""log_coherence_linear"": -0.006013688056955256, ""log_fidelity"": -0.058088855270701435, ""log_idle_excitation"": 0.0, ""move_batches"": 10.0, ""move_time_us"": 1128.1350025955126, ""transfers"": 24.0}","{""fidelity"": 0.9477039274861996, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.020010006671670688, ""log_coherence_linear"": -0.005639972405766069, ""log_fidelity"": -0.05371313828517811, ""log_idle_excitation"": 0.0, ""move_batches"": 9.0, ""move_time_us"": 1024.7964797033774, ""transfers"": 20.0}"
qmap154,1fbbcea96463dd341d6d14223fe5adfb7ba4dd3fdfaca0da507cf2a2a52eced5,"[""miller_11""]",1,3,23,"{""fidelity"": 0.7914083263079896, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.09604803202401929, ""log_coherence_linear"": -0.01030288976595668, ""log_fidelity"": -0.23394122910057624, ""log_idle_excitation"": 0.0, ""move_batches"": 46.0, ""move_time_us"": 4250.515749854419, ""transfers"": 96.0}","{""fidelity"": 0.7912577699246767, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.09604803202401929, ""log_coherence_linear"": -0.01049314642732767, ""log_fidelity"": -0.23413148576194723, ""log_idle_excitation"": 0.0, ""move_batches"": 46.0, ""move_time_us"": 4293.314935918172, ""transfers"": 96.0}","{""fidelity"": 0.7876336417027736, ""idle_exposures"": 21.0, ""log_atom_transfer"": -0.05202601734634379, ""log_coherence_linear"": -0.0065401596934154035, ""log_fidelity"": -0.23872221893084747, ""log_idle_excitation"": -0.052565734580488015, ""move_batches"": 25.0, ""move_time_us"": 2362.782011491259, ""transfers"": 52.0}"
qmap154,205466da7c64551e7ef8d0ebcec9a29c26c1c6c9b66f614d19a34ff916800dc6,"[""squar5_261""]",1,13,869,"{""fidelity"": 3.085258319188213e-05, ""idle_exposures"": 0.0, ""log_atom_transfer"": -3.5017511675423703, ""log_coherence_linear"": -2.0434672854252, ""log_fidelity"": -10.386290077183777, ""log_idle_excitation"": 0.0, ""move_batches"": 1492.0, ""move_time_us"": 144954.25928466464, ""transfers"": 3500.0}","{""fidelity"": 3.0638918228213876e-05, ""idle_exposures"": 0.0, ""log_atom_transfer"": -3.5057531688767045, ""log_coherence_linear"": -2.046414726489932, ""log_fidelity"": -10.393239519582844, ""log_idle_excitation"": 0.0, ""move_batches"": 1483.0, ""move_time_us"": 144677.08012841453, ""transfers"": 3504.0}","{""fidelity"": 3.3708128802624e-05, ""idle_exposures"": 578.0, ""log_atom_transfer"": -2.4572288192811604, ""log_coherence_linear"": -1.5446578266937259, ""log_fidelity"": -10.29777153893224, ""log_idle_excitation"": -1.4468092660724796, ""move_batches"": 1109.0, ""move_time_us"": 112654.49537272406, ""transfers"": 2456.0}"
qmap154,25d68584c24511a5e0c74e934a911155b0d792d0f76ad82dd8241b4aac2f6ae0,"[""4mod5-v1_23""]",1,5,32,"{""fidelity"": 0.7096222952855918, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.14007004670169482, ""log_coherence_linear"": -0.0254484784002982, ""log_fidelity"": -0.34302242896852375, ""log_idle_excitation"": 0.0, ""move_batches"": 61.0, ""move_time_us"": 5761.7152260574685, ""transfers"": 140.0}","{""fidelity"": 0.7092644047559475, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.14007004670169482, ""log_coherence_linear"": -0.025952945088475083, ""log_fidelity"": -0.34352689565670064, ""log_idle_excitation"": 0.0, ""move_batches"": 61.0, ""move_time_us"": 5808.279315177253, ""transfers"": 140.0}","{""fidelity"": 0.7122718988923818, ""idle_exposures"": 24.0, ""log_atom_transfer"": -0.08404202802101689, ""log_coherence_linear"": -0.017674502878728963, ""log_fidelity"": -0.33929556000112004, ""log_idle_excitation"": -0.06007512523484344, ""move_batches"": 40.0, ""move_time_us"": 3947.041292828958, ""transfers"": 84.0}"
qmap154,29d2d2ba2eb18eb5ab2c49bd53f46992b37b48715ddad032382024339a0ed6c0,"[""mod8-10_177""]",1,6,193,"{""fidelity"": 0.12733845096995705, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.7923962641981592, ""log_coherence_linear"": -0.19367381962284588, ""log_fidelity"": -2.0609067689877656, ""log_idle_excitation"": 0.0, ""move_batches"": 354.0, ""move_time_us"": 34228.00686164818, ""transfers"": 792.0}","{""fidelity"": 0.1279412869850028, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.7923962641981592, ""log_coherence_linear"": -0.18895086636019537, ""log_fidelity"": -2.0561838157251153, ""log_idle_excitation"": 0.0, ""move_batches"": 348.0, ""move_time_us"": 32928.32334643097, ""transfers"": 792.0}","{""fidelity"": 0.12444837939013145, ""idle_exposures"": 131.0, ""log_atom_transfer"": -0.5382691794679415, ""log_coherence_linear"": -0.1428483492216277, ""log_fidelity"": -2.0838642724298504, ""log_idle_excitation"": -0.32791005857352046, ""move_batches"": 253.0, ""move_time_us"": 25880.309826987108, ""transfers"": 538.0}"
qmap154,2b0c30df2cb02052a00194a2064cbb204e581278c89c93f9dff8bf4741e22dc2,"[""mod5d2_64""]",1,5,25,"{""fidelity"": 0.7686580117553311, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.10405203469268758, ""log_coherence_linear"": -0.02054156584905705, ""log_fidelity"": -0.2631091265264395, ""log_idle_excitation"": 0.0, ""move_batches"": 50.0, ""move_time_us"": 4729.997693227506, ""transfers"": 104.0}","{""fidelity"": 0.7682997476672501, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.10405203469268758, ""log_coherence_linear"": -0.021007764861194506, ""log_fidelity"": -0.26357532553857693, ""log_idle_excitation"": 0.0, ""move_batches"": 50.0, ""move_time_us"": 4765.277491910339, ""transfers"": 104.0}","{""fidelity"": 0.7630131115144404, ""idle_exposures"": 16.0, ""log_atom_transfer"": -0.07603802535234862, ""log_coherence_linear"": -0.015876428857914647, ""log_fidelity"": -0.2704800636848537, ""log_idle_excitation"": -0.04005008348989563, ""move_batches"": 37.0, ""move_time_us"": 3772.994308430258, ""transfers"": 76.0}"
qmap154,2fabbd1041f29f041e6f33a894239db90c289c40d9e93f6e6e5a91771055029c,"[""sym6_316""]",1,14,123,"{""fidelity"": 0.22278378730361423, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.524262174797772, ""log_coherence_linear"": -0.2926385053766508, ""log_fidelity"": -1.5015535415138224, ""log_idle_excitation"": 0.0, ""move_batches"": 215.0, ""move_time_us"": 21000.83693991078, ""transfers"": 524.0}","{""fidelity"": 0.22386711849617555, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.524262174797772, ""log_coherence_linear"": -0.28778758801433696, ""log_fidelity"": -1.4967026241515085, ""log_idle_excitation"": 0.0, ""move_batches"": 207.0, ""move_time_us"": 20091.13829063229, ""transfers"": 524.0}","{""fidelity"": 0.22949793100823246, ""idle_exposures"": 90.0, ""log_atom_transfer"": -0.3401701134184017, ""log_coherence_linear"": -0.2217565703483837, ""log_fidelity"": -1.4718612647368479, ""log_idle_excitation"": -0.22528171963066293, ""move_batches"": 149.0, ""move_time_us"": 15091.466564248902, ""transfers"": 340.0}"
qmap154,2fdaaefcdde70b3b3597736046e754abdfc97b9e98f6656ea789929fdf6f0ecb,"[""rd32-v0_66""]",1,4,12,"{""fidelity"": 0.8811369526136851, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.05202601734634379, ""log_coherence_linear"": -0.007764704379474568, ""log_fidelity"": -0.12654221380639363, ""log_idle_excitation"": 0.0, ""move_batches"": 24.0, ""move_time_us"": 2295.7742021789913, ""transfers"": 52.0}","{""fidelity"": 0.8809200503580361, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.05202601734634379, ""log_coherence_linear"": -0.008010896479251977, ""log_fidelity"": -0.12678840590617102, ""log_idle_excitation"": 0.0, ""move_batches"": 24.0, ""move_time_us"": 2335.914364194275, ""transfers"": 52.0}","{""fidelity"": 0.879133065939403, ""idle_exposures"": 9.0, ""log_atom_transfer"": -0.03401701134184017, ""log_coherence_linear"": -0.005522334047499421, ""log_fidelity"": -0.12881900943298114, ""log_idle_excitation"": -0.022528171963066293, ""move_batches"": 16.0, ""move_time_us"": 1597.5022374496552, ""transfers"": 34.0}"
qmap154,336240af3b70f2a7d564efaceb5dd66d45d448242fbce0e46d2e9bcb6c0dd8ea,"[""ising_model_10""]",1,10,90,"{""fidelity"": 0.4533160385506787, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.21610807205404342, ""log_coherence_linear"": -0.08042237742542627, ""log_fidelity"": -0.7911657399037444, ""log_idle_excitation"": 0.0, ""move_batches"": 46.0, ""move_time_us"": 5552.227820623095, ""transfers"": 216.0}","{""fidelity"": 0.4557950619916643, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.21610807205404342, ""log_coherence_linear"": -0.0749686334681991, ""log_fidelity"": -0.7857119959465172, ""log_idle_excitation"": 0.0, ""move_batches"": 36.0, ""move_time_us"": 4740.512083456241, ""transfers"": 216.0}","{""fidelity"": 0.4947350879519567, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.1280640426986924, ""log_coherence_linear"": -0.08103350240282456, ""log_fidelity"": -0.7037328355257917, ""log_idle_excitation"": 0.0, ""move_batches"": 51.0, ""move_time_us"": 5745.474606203305, ""transfers"": 128.0}"
qmap154,337ec9b8fa347392e1e7680c23a11964ecce6b8d6a60f119881338597bff4df8,"[""4gt12-v0_88""]",1,6,86,"{""fidelity"": 0.4034815803891876, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.34417211475273585, ""log_coherence_linear"": -0.08406648388033419, ""log_fidelity"": -0.9076244419071995, ""log_idle_excitation"": 0.0, ""move_batches"": 157.0, ""move_time_us"": 14891.799528759133, ""transfers"": 344.0}","{""fidelity"": 0.40314899976423346, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.34417211475273585, ""log_coherence_linear"": -0.08489110087845715, ""log_fidelity"": -0.9084490589053225, ""log_idle_excitation"": 0.0, ""move_batches"": 156.0, ""move_time_us"": 14939.071478156868, ""transfers"": 344.0}","{""fidelity"": 0.39738698258331123, ""idle_exposures"": 59.0, ""log_atom_transfer"": -0.23411707805854703, ""log_coherence_linear"": -0.061657101657961885, ""log_fidelity"": -0.9228447058596285, ""log_idle_excitation"": -0.14768468286899014, ""move_batches"": 110.0, ""move_time_us"": 11020.398136565396, ""transfers"": 234.0}"
qmap154,3851a8b648aa151f77e4ada800ff214766541778f2026981a67f714d6816d18a,"[""alu-v4_36""]",1,5,49,"{""fidelity"": 0.5914248072164432, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.21210607071970927, ""log_coherence_linear"": -0.03959591993765849, ""log_fidelity"": -0.5252207258482231, ""log_idle_excitation"": 0.0, ""move_batches"": 92.0, ""move_time_us"": 8642.229948709355, ""transfers"": 212.0}","{""fidelity"": 0.591527142487021, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.21210607071970927, ""log_coherence_linear"": -0.03942290315391056, ""log_fidelity"": -0.5250477090644752, ""log_idle_excitation"": 0.0, ""move_batches"": 91.0, ""move_time_us"": 8538.733446611712, ""transfers"": 212.0}","{""fidelity"": 0.5891022717638499, ""idle_exposures"": 35.0, ""log_atom_transfer"": -0.13806904603452774, ""log_coherence_linear"": -0.029958135272661158, ""log_fidelity"": -0.5291554741321909, ""log_idle_excitation"": -0.0876095576341467, ""move_batches"": 63.0, ""move_time_us"": 6186.253074857907, ""transfers"": 138.0}"
