dataset,circuit,comparison,in_scope,paired_valid,current_variant,reference_variant,current_fidelity,reference_fidelity,delta_logF,fidelity_ratio,current_valid_over_N,reference_valid_over_N,ga_applicable_boundaries,current_transfers,reference_transfers,delta_transfers,current_idle_exposures,reference_idle_exposures,delta_idle_exposures,current_log_coherence_linear,reference_log_coherence_linear,delta_log_coherence_linear,current_move_batches,reference_move_batches,delta_move_batches,current_move_time_us,reference_move_time_us,delta_move_time_us,current_algorithm_time_s,reference_algorithm_time_s,delta_algorithm_time_s
qmap154,z4_268,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,1.438499396886584e-07,1.4046891832794215e-07,0.023784428296519167,1.0240695336802041,3/3,1/1,1111,3948.0,3962.0,-14.0,878.0,876.0,2.0,-2.1151117217956257,-2.1413992803102633,0.0262875585146376,1752.0,1753.0,-1.0,178219.3351480037,181105.33330460533,-2885.9981566016213,28.635392417,19.451144042,9.184248375
zac18,bv_n14_transpiled,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.8492499463115744,0.8492499463115744,0.0,1.0,3/3,3/3,12,52.0,52.0,0.0,0.0,0.0,0.0,-0.037511368846603374,-0.037511368846603374,0.0,25.0,25.0,0.0,2665.112822177856,2665.112822177856,0.0,2.493078791,1.894988334,0.5980904569999999
zac18,bv_n14_transpiled,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.8492499463115744,0.8492499463115744,0.0,1.0,3/3,1/1,12,52.0,52.0,0.0,0.0,0.0,0.0,-0.037511368846603374,-0.037511368846603374,0.0,25.0,25.0,0.0,2665.112822177856,2665.112822177856,0.0,2.493078791,2.449880333,0.043198457999999995
zac18,bv_n19_transpiled,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.7825096673937727,0.7825096673937727,0.0,1.0,3/3,3/3,17,72.0,72.0,0.0,0.0,0.0,0.0,-0.07128546995442145,-0.07128546995442145,0.0,35.0,35.0,0.0,3747.0370947516567,3747.0370947516567,0.0,3.192923083,2.528700333,0.66422275
zac18,bv_n19_transpiled,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.7825096673937727,0.7825096673937727,0.0,1.0,3/3,1/1,17,72.0,72.0,0.0,0.0,0.0,0.0,-0.07128546995442145,-0.07128546995442145,0.0,35.0,35.0,0.0,3747.0370947516567,3747.0370947516567,0.0,3.192923083,3.128022667,0.06490041599999996
zac18,bv_n30_transpiled,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.7483576077531813,0.7483576077531813,0.0,1.0,3/3,3/3,17,72.0,72.0,0.0,0.0,0.0,0.0,-0.11591079782957751,-0.11591079782957751,0.0,35.0,35.0,0.0,3853.9080872106674,3853.9080872106674,0.0,3.492307542,2.272727208,1.2195803339999998
zac18,bv_n30_transpiled,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.7483576077531813,0.7483576077531813,0.0,1.0,3/3,1/1,17,72.0,72.0,0.0,0.0,0.0,0.0,-0.11591079782957751,-0.11591079782957751,0.0,35.0,35.0,0.0,3853.9080872106674,3853.9080872106674,0.0,3.492307542,3.462786917,0.029520624999999967
zac18,bv_n70_transpiled,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.3775367331081053,0.35160634954285575,0.07115564555820209,1.07374833702225,3/3,3/3,35,154.0,176.0,-22.0,6.0,17.0,-11.0,-0.6020366947770479,-0.6236469005971089,0.021610205820061013,75.0,84.0,-9.0,9333.590220801212,10424.582432567733,-1090.992211766521,12.977138959,6.96119075,6.015948208999999
zac18,bv_n70_transpiled,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.3775367331081053,0.3775367331081053,0.0,1.0,3/3,1/1,35,154.0,154.0,0.0,6.0,6.0,0.0,-0.6020366947770479,-0.6020366947770479,0.0,75.0,75.0,0.0,9333.590220801212,9333.590220801212,0.0,12.977138959,12.61276375,0.3643752090000003
zac18,cat_n22_transpiled,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.754284567972137,0.754284567972137,0.0,1.0,3/3,3/3,20,84.0,84.0,0.0,0.0,0.0,0.0,-0.07977822936967463,-0.07977822936967463,0.0,41.0,41.0,0.0,4385.610496188305,4385.610496188305,0.0,3.950037417,3.210216042,0.739821375
