dataset,circuit,canonical_sha256,independent_analysis_unit,canonical_cluster_file_N,strict_paired,baseline_method,baseline_log_fidelity,baseline_fidelity,M4_log_fidelity,M4_fidelity,M4_minus_Bstar_delta_logF,M4_over_Bstar_ratio,M4_valid_over_N
qmap154,ising_model_16,5b244278f3e4846bba65a3a6be51e000292bc1c8260030ea3df81daab0b8542c,canonical_sha256_cluster_mean,1,True,M1,-1.3787292701602665,0.2518984446390086,-1.277188510000477,0.27882009944304387,0.10154076015978952,1.10687503387572,3/3
qmap154,life_238,74b2946fa4cd4b5f2674d1d782198f9847a48610650465988696869ee07ab48b,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,majority_239,040d1773bb1501d1f86ca2d9028bed22e4dbfe9728922474bce44a5531b21b5a,canonical_sha256_cluster_mean,1,True,M2,-2.903630921154011,0.05482379734590389,-2.9390144509757516,0.05291785618858417,-0.035383529821740645,0.9652351487932435,3/3
qmap154,max46_240,67f3a2ba74dceba2bd89005348bd7f40e3b7118c9e378395e877d9f522f31d3b,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,miller_11,1fbbcea96463dd341d6d14223fe5adfb7ba4dd3fdfaca0da507cf2a2a52eced5,canonical_sha256_cluster_mean,1,True,M1,-0.23394122910057624,0.7914083263079896,-0.23872221893084747,0.7876336417027736,-0.004780989830271226,0.9952304209094877,3/3
qmap154,mini-alu_167,d6706fe265e77c9974b4e2ee29fd782d6b5f06dab44521e835b1d2c32e7da411,canonical_sha256_cluster_mean,1,True,M1,-1.3352049438220963,0.26310424833993823,-1.3452080310361587,0.26048551315187507,-0.0100030872140624,0.9900467772581169,3/3
qmap154,mini_alu_305,9884edf0a652dbcd3b12d359e9a7b9eee9032e6cd906954e05d636a7a12c59a4,canonical_sha256_cluster_mean,1,True,M1,-0.8684385803692174,0.41960621939538234,-0.8787155414586654,0.415316025443257,-0.010276961089447978,0.9897756664371964,3/3
qmap154,misex1_241,f571e6b12d8e59cb4772af85d23a3ab1679b8b21df2bf9532f95989fedda1371,canonical_sha256_cluster_mean,1,True,M1,-26.924578616631624,2.026768188969607e-12,-25.8917014759263,5.693468496435623e-12,1.0328771407053239,2.8091364998826713,3/3
qmap154,mlp4_245,4adf02f2ebf3a225585ba480d6f0c839a879562a7bcb11fa3d065ee9d2cce73b,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,mod10_171,c8d56b244118432388e76545f2d8c01bfa8f43508c1f8ae17157e79bf41289da,canonical_sha256_cluster_mean,1,True,M1,-1.1289397064560092,0.32337594814333637,-1.1477385281169916,0.3173536448214352,-0.018798821660982457,0.9813767741340127,3/3
qmap154,mod10_176,8dd641baf48f55eb172b86f9b05a182576f0a52226d20cb90648426e4be1ced7,canonical_sha256_cluster_mean,1,True,M2,-0.820630113386257,0.4401542200415281,-0.8356318018160775,0.4336004453250428,-0.015001688429820526,0.9851102763120915,3/3
qmap154,mod5adder_127,f42ebeaf660df39d4e1ffb31f0acaa52f76b35b6cae60b9e161b163b3a0ef143,canonical_sha256_cluster_mean,1,True,M2,-2.5463332959358693,0.07836849389836191,-2.587234957098756,0.07522776076056183,-0.040901661162886516,0.9599235230694445,3/3
qmap154,mod5d1_63,8f646fba050365ee2bd40785201080ab4d94bb85dfd7caae056eb74513b04579,canonical_sha256_cluster_mean,1,True,M2,-0.14585782426564778,0.8642805741751188,-0.13674443709822914,0.8721930978510162,0.009113387167418635,1.0091550405184673,3/3
qmap154,mod5d2_64,2b0c30df2cb02052a00194a2064cbb204e581278c89c93f9dff8bf4741e22dc2,canonical_sha256_cluster_mean,1,True,M1,-0.2631091265264395,0.7686580117553311,-0.27048342115087465,0.7630105497281455,-0.007374294624435174,0.9926528287732421,3/3
qmap154,mod5mils_65,e20660c789713938e6f9c85c8aab18f2cf88dd5e6ecb77cb136fab96c9497ff9,canonical_sha256_cluster_mean,1,True,M1,-0.17056358807652214,0.84318947112727,-0.1722668221832888,0.8417545444165311,-0.001703234106766649,0.9982982155732796,3/3
qmap154,mod8-10_177,29d2d2ba2eb18eb5ab2c49bd53f46992b37b48715ddad032382024339a0ed6c0,canonical_sha256_cluster_mean,1,True,M2,-2.0561838157251153,0.1279412869850028,-2.0838642724298504,0.12444837939013145,-0.027680456704735068,0.9726991366338157,3/3
qmap154,mod8-10_178,c8416c44c0070c3fb15d442644a2d57645ab8eacb8876b7384d5baca60842315,canonical_sha256_cluster_mean,1,True,M1,-1.62663040803199,0.19659089040346633,-1.6443594139810154,0.19313624355282896,-0.017729005949025378,0.9824272282222876,3/3
qmap154,one-two-three-v0_97,6bc06c9ebf9b722cea0f989fdc71fc87334708b05c6828266ddb11ced211db99,canonical_sha256_cluster_mean,1,True,M1,-1.3517853274753868,0.2587778447905249,-1.3695122357859086,0.2542309340669295,-0.017726908310521816,0.9824292890016298,3/3
qmap154,one-two-three-v0_98,0a0d73bbac4f2706db89eac74c34669b900537059d81b0bf2094c7f97d0304a3,canonical_sha256_cluster_mean,1,True,M1,-0.6795145219110669,0.5068630035265466,-0.6917951004634999,0.5006764972844197,-0.01228057855243303,0.9877945200200373,3/3
qmap154,one-two-three-v1_99,4ea7a43cd39b6fc7c5ba77d77c7ebf00dd92b539d2c56d977ff9bee8952fdd66,canonical_sha256_cluster_mean,1,True,M2,-0.6207588073688484,0.5375363962233751,-0.6384487364940528,0.5281110283087319,-0.017689929125204396,0.9824656191080938,3/3
qmap154,one-two-three-v2_100,e73d2832157ee147f3cbb3f3ebebd285b8fda1cbf0b6e8f4627f21cf488be333,canonical_sha256_cluster_mean,1,True,M2,-0.34326414971697333,0.7094507855828208,-0.3431814239233905,0.7095094778897164,8.272579358281629e-05,1.0000827292154557,3/3
qmap154,one-two-three-v3_101,46faae924ea2fb39bd42153545d56bde36cb7d2fb617493a033ea462bb80dfac,canonical_sha256_cluster_mean,1,True,M2,-0.3471079630879837,0.7067290234910306,-0.3439994837768589,0.7089292940151233,0.00310847931112479,1.0031133156428527,3/3
qmap154,plus63mod4096_163,b808153d3b91e8ede62618c77815e00a84c28c8cbfd9940412cd60a74686cfc3,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,plus63mod8192_164,15ed11d4a3dd7ea9656c37ea5e18376eb48e265c74545e1213c96380cf1ba852,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,pm1_249,d800bdc1387d38e9d43ce4de7c660bcce7f9dfc81455c7ac955f18408479de3d,canonical_sha256_cluster_mean,2,True,M1,-9.344997483238087,8.740155504028818e-05,-9.248032160922827,9.630097053914908e-05,0.09696532231525978,1.1018221643168553,3/3
qmap154,qe_qft_4,081979fd7492baf5b800ab2ecf9a40368544e0b330c139e248e5342892ed469a,canonical_sha256_cluster_mean,1,True,M2,-0.2047293988783395,0.8148677907179451,-0.19225202677532144,0.8250988952714766,0.012477372103018053,1.0125555392789758,3/3
qmap154,qe_qft_5,9296c4d9d70d4b782022666728fc1ed6948b105b09cf991b52689a4556553f5f,canonical_sha256_cluster_mean,1,True,M1,-0.2072503495884163,0.8128161363286656,-0.19809918692285353,0.820288487211781,0.009151162665562762,1.0091931625728627,3/3
qmap154,qft_10,c254705763939d7764422ef5dd7203e07ed12ba332697bed4093e8e8f77534dc,canonical_sha256_cluster_mean,1,False,,,,0.0,1.0,,,3/3
qmap154,qft_16,2e5720da50a8d2fd9ab1fb290f0329a29fa73b931ac3b1565d4a2c693f566c23,canonical_sha256_cluster_mean,1,False,,,,0.0,1.0,,,3/3
qmap154,radd_250,cf4a8e6ee6f9677f920d283d31ac6cc79f4dc8ed011444457d1fd4be4aa0fb9d,canonical_sha256_cluster_mean,1,True,M2,-17.26264553985141,3.183671861512226e-08,-16.92853388945302,4.4466315500556245e-08,0.33411165039838764,1.3966990768776968,3/3
qmap154,rd32-v0_66,2fdaaefcdde70b3b3597736046e754abdfc97b9e98f6656ea789929fdf6f0ecb,canonical_sha256_cluster_mean,1,True,M1,-0.12654221380639363,0.8811369526136851,-0.1288114042235193,0.8791397519559385,-0.0022691904171256716,0.9977333822491244,3/3
qmap154,rd32-v1_68,e0b103d516baa0b7f6568f867dab262f2f66620405eb887fb0a4bc2b3b83db45,canonical_sha256_cluster_mean,1,True,M1,-0.1269464667807012,0.8807808223680241,-0.12921559668283367,0.8787844821010494,-0.0022691299021324607,0.9977334426269552,3/3
qmap154,rd32_270,0d21004070d0a6614961fe081dffc6b68f22d145e1bac2b93deac3a6cbd14dbf,canonical_sha256_cluster_mean,1,True,M1,-0.37862589513934025,0.6848017524158954,-0.38138453310085485,0.6829152356103855,-0.0027586379615145984,0.9972451635836876,3/3
qmap154,rd53_130,9986622748f143462cb57b994c62dface6274571ab108abe0d5da591993d56d7,canonical_sha256_cluster_mean,1,True,M1,-4.8991001230133975,0.007453287095605055,-4.948557765339691,0.007093632237355454,-0.049457642326293794,0.9517454710067887,3/3
qmap154,rd53_131,be9e69cdeacc1bca8baee7df907061733b8c0c8ee5f5400f69c299d861a6c725,canonical_sha256_cluster_mean,1,True,M1,-2.173888741364781,0.11373447188566607,-2.2095501479990007,0.10975000867330749,-0.035661406634219794,0.9649669695889208,3/3
qmap154,rd53_133,7568bb9bf97b4ad2d03827ff66ea80cbed58e1fa811c3c6924e3154f8ac015f0,canonical_sha256_cluster_mean,1,True,M1,-2.7377746683683317,0.06471419732667412,-2.7722820963341808,0.06251916705750804,-0.03450742796584905,0.966081163641949,3/3
qmap154,rd53_135,eb832c5f8f923061439d844842c8a7876f763051b9241b753ac772e69888a63c,canonical_sha256_cluster_mean,1,True,M1,-1.4429988329212626,0.23621831620082703,-1.4719060518108356,0.2294876526975858,-0.028907218889572928,0.9715065977461333,3/3
qmap154,rd53_138,3b0bd2035db7cf2547b925a5bb182e565f350a0756310fc40ac23ff85782a6ad,canonical_sha256_cluster_mean,1,True,M1,-0.6531841239417788,0.5203861619163942,-0.6499249552436968,0.5220849550291556,0.003259168698082071,1.0032644855630009,3/3
qmap154,rd53_251,a15dd882bbe53aea063fc08cb96e33fd774fc6763d90813aa5ed1415ffb775a2,canonical_sha256_cluster_mean,1,True,M1,-6.224727127862335,0.0019798639913699637,-6.272228399582201,0.0018880166365187693,-0.04750127171986662,0.9536092604080137,3/3
qmap154,rd53_311,1a2e65e77c47deda845cff04ac39142ee67177958161cb55e0eee9ab9f5a61a5,canonical_sha256_cluster_mean,1,True,M2,-1.4675656147302945,0.23048589425001717,-1.4794568281465788,0.22776136835561964,-0.011891213416284296,0.9881792076549285,3/3
qmap154,rd73_140,f0db956c320d40de51858d908aa0fe247112cd2c9c82085581052b79ba123d2c,canonical_sha256_cluster_mean,1,True,M1,-1.1578653344344856,0.31415608379315346,-1.1669912230312656,0.31130217241566016,-0.009125888596779985,0.9909156259428917,3/3
qmap154,rd73_252,181b076ba081017381177d84383cc4f660e01506983ee907420658ef1adbd956,canonical_sha256_cluster_mean,1,True,M1,-27.342132464045225,1.3349430768551419e-12,-27.022487181834656,1.8377351819540632e-12,0.3196452822105691,1.3766393592477357,3/3
qmap154,rd84_142,905244f2543b366d276cc748f223b549e8c6712f4b686c6295e2e70e4df2d908,canonical_sha256_cluster_mean,1,True,M2,-1.8483933036058264,0.15749000176228498,-1.8264773271198391,0.16097964877368956,0.02191597648598731,1.0221578955638837,3/3
qmap154,rd84_253,a9efde0279e6a63c1de865e8ae22b6b7bbb96a6b2ae2a58c3038bcafea2c08f4,canonical_sha256_cluster_mean,1,False,,,,-80.96571003630388,6.87129996302644e-36,,,3/3
qmap154,root_255,2b3237a508e829210f1cc5215a037ed2416c9c8f69d09be3c5cc69f274db9ae8,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,sao2_257,43706b3214137b0e3861e5fec3fc91ef93dbc649f0787fccbe50e5b3c4eacff8,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,sf_274,a6601aa8a2f26cecf967808159491730a5ec445ea7982d3bada3e769531cf1b0,canonical_sha256_cluster_mean,1,True,M2,-3.5579417168150664,0.02849742015120758,-3.6346135388690244,0.02639413272305033,-0.07667182205395795,0.9261937601018903,3/3
qmap154,sf_276,4b3a5ff4ee6e996fec8dbee995040ab4694fa02a4220ee8b1890926ec0ef8be2,canonical_sha256_cluster_mean,1,True,M2,-3.563735381017709,0.028332793025848086,-3.6366080864510937,0.02634154083539311,-0.07287270543338487,0.929719170692478,3/3
qmap154,sqn_258,9e525b1d35ed9e69aaedcf8bd3fdf71ef4f7393c6838de0a4837f6c92a652f0d,canonical_sha256_cluster_mean,1,True,M1,-56.52739619130158,2.8213941255446305e-25,-54.48912460505736,2.1660768471897373e-24,2.038271586244214,7.677328125050968,3/3
qmap154,sqrt8_260,5330ce57f4a8a8c2c2ac01c0f03ebfa187a9b427e0b3ff488641834ea78563f6,canonical_sha256_cluster_mean,1,True,M1,-15.793046965945798,1.3840980291703435e-07,-15.588628303590324,1.698027608819522e-07,0.204418662355474,1.2268116658162964,3/3
qmap154,squar5_261,205466da7c64551e7ef8d0ebcec9a29c26c1c6c9b66f614d19a34ff916800dc6,canonical_sha256_cluster_mean,1,True,M1,-10.386290077183777,3.085258319188213e-05,-10.29777153893224,3.3708128802624e-05,0.08851853825153633,1.0925545064730013,3/3
qmap154,square_root_7,94334a0880d4a94503440956c484a2bfa59894baae72b5892bd249f94da01983,canonical_sha256_cluster_mean,1,True,M2,-40.72511624609834,2.0573431714460183e-18,-39.12818769405228,1.0158837129486198e-17,1.5969285520460588,4.937842782128558,3/3
qmap154,sym10_262,5db52a7209dad55f0dc564044090c5a06872df68846f80b25e1a9ca1519f9cde,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,sym6_145,cfc7a9ef5d3d73772fa0a79c64272948d4d312053c89a7c95c3799d068f28b2a,canonical_sha256_cluster_mean,1,True,M1,-18.81857818759953,6.717309144022302e-09,-18.919073958602965,6.075060076681818e-09,-0.10049577100343399,0.9043889370623924,3/3
qmap154,sym6_316,2fabbd1041f29f041e6f33a894239db90c289c40d9e93f6e6e5a91771055029c,canonical_sha256_cluster_mean,1,True,M2,-1.4967026241515085,0.22386711849617555,-1.4718612647368479,0.22949793100823246,0.02484135941466059,1.0251524768348377,3/3
qmap154,sym9_146,6ecd393a830744f5c1bbf3964bc813e7b8d940c7a39755f70e86d425b203bd44,canonical_sha256_cluster_mean,1,True,M1,-1.7140184820912978,0.18014044504276833,-1.7044457192020148,0.18187316704649908,0.009572762889282993,1.009618728338988,3/3
qmap154,sym9_148,6a854c802f048fc965ee3b2fea0772c5ebe941c837e8ea52c657829e243e25b5,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,sym9_193,26bde4287c6cb5d5b60c40f5aef845bacf25cce07cfdc5871e9fb2dea2c9746c,canonical_sha256_cluster_mean,2,False,,,,,,,,3/3
qmap154,sys6-v0_111,556cc6c9d99e6f8ab21856ebd4604002b6ff842e3cf3a9ebdd6c1e725fb31246,canonical_sha256_cluster_mean,1,True,M2,-1.091041900033039,0.33586637215833154,-1.089775896756073,0.33629184935704226,0.0012660032769660212,1.0012668049974058,3/3
qmap154,urf1_149,bfb4a038a3fbac9ef336ae9bb1049d6eecf898f1b0288765c45315abd7388a4b,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,urf1_278,a1e792ad6dea65292c6f25330a00d88d427b32fa5d9a689ea1e6e25faaed858e,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,urf2_152,55b93a9b6eff1a8ea7a3f8edb58f348a0de40c2d16d890d46fccff55d4af6183,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,urf2_277,6b204da03ed7c6d4a702bf7e75e363c9521987069c738fe559f3b61d7a389ce5,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,urf3_155,0c55a40c9f7259ed883713b1089a34fb52d3bbc047f58e264486f7f2e9ca7447,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,urf3_279,328bdf07834b8d149b8419faf06dea8ba61a3f59f680d4494fa42d1fb6c9d76b,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,urf4_187,11e30776f79843ad4e7b6d4e62727fc4bd683f9cef5c0ec80fefab01e6d907f8,canonical_sha256_cluster_mean,1,False,,,,,,,,0/3
qmap154,urf5_158,519990e4e669042f5f88609d0678fac03062d4c73dbb340576dccdfb4d4791de,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,urf5_280,5cf6399299cef926984e7c5cb768fb3ee0fa8a47a51b246a2188db42073e823c,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,urf6_160,880954c5d99eb11659dc5546165525c3911fe05965a70e40c276522a6acd69ab,canonical_sha256_cluster_mean,1,False,,,,,,,,3/3
qmap154,wim_266,f2f31e619d116aed7be5fcda1e0a22222bbb82cc6791249a4dd8f7fb7ceeefe3,canonical_sha256_cluster_mean,1,True,M1,-4.915783201136742,0.007329974799113619,-4.9149307963457805,0.007336225568464403,0.0008524047909617138,1.000852768191173,3/3
qmap154,xor5_254,4a6d53e313003be35a7d3c56a5702b8a2f0ce138861f1ff1de53929c6660d26a,canonical_sha256_cluster_mean,2,True,M1,-0.055260671302234214,0.946238458591237,-0.05090542252444232,0.9503685497403696,0.0043552487777918925,1.004364746657287,3/3
qmap154,z4_268,935c1b731051464946985e7a4faa9c24b169fbff8324a41153a00492f1ffbfd9,canonical_sha256_cluster_mean,1,False,,,,-15.754495166214438,1.438499396886584e-07,,,3/3
