benchmark_scale,benchmark_directory,upstream_path,upstream_git_blob,source_sha256,selection_reason,canonical_profile,canonical_status,canonical_error,canonical_sha256,qubits,gates_1q,gates_2q,strict_paired,pairing_reason,fidelity_paired,M1__fidelity,M1__log_fidelity,M1__transfers,M1__move_batches,M1__move_time_ms,M1__algorithm_time_s,M1__valid_over_N,M1__status,M1__terminal_status,M1__fidelity_ood,M1__seed_policy,M2__fidelity,M2__log_fidelity,M2__transfers,M2__move_batches,M2__move_time_ms,M2__algorithm_time_s,M2__valid_over_N,M2__status,M2__terminal_status,M2__fidelity_ood,M2__seed_policy,M3__fidelity,M3__log_fidelity,M3__transfers,M3__move_batches,M3__move_time_ms,M3__algorithm_time_s,M3__valid_over_N,M3__status,M3__terminal_status,M3__fidelity_ood,M3__seed_policy,M3__initial_placement_s,M3__problem_preparation_s,M3__native_search_s,M3__search_kernel_s,M3__return_match_s,M3__forecast_s,M3__result_commit_s,M3__routing_s,M4__fidelity,M4__log_fidelity,M4__transfers,M4__move_batches,M4__move_time_ms,M4__algorithm_time_s,M4__valid_over_N,M4__status,M4__terminal_status,M4__fidelity_ood,M4__seed_policy,M4__initial_placement_s,M4__problem_preparation_s,M4__native_search_s,M4__search_kernel_s,M4__return_match_s,M4__forecast_s,M4__result_commit_s,M4__routing_s
large,ghz_n40,large/ghz_n40/ghz_n40_transpiled.qasm,266517a64c54409284ee64c8b6c8c45493495423,b34c49cb28a8ad85ae9ef9bf6cce3b375da6e35d6de738379408f2232a3b02e0,preferred_transpiled,qasmbench_standard_expand_v1,success,,8092726d2978641e312dced168b1d855ac37675fcc19487d597fcd5516743130,40,81,39,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,ghz_n78,large/ghz_n78/ghz_n78_transpiled.qasm,b70de9f5538e511c18bb86d6e738865c2b3843a0,83f42aab1ecadd9d37e83f4da491a4bc01be08af1ed934dfd36d8751c39cbd22,preferred_transpiled,qasmbench_standard_expand_v1,success,,66a376302967eb7c7386dcef45c5894983aa586a5408a7d44bfeb75ff90a8032,78,157,77,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,ising_n34,large/ising_n34/ising_n34_transpiled.qasm,70b80922663e51cfbf711382d73b36e5b3dade59,04ad4fb3406f60356a670b8a566dc3b51e235bbd7ee596bdcd729683fce61634,preferred_transpiled,qasmbench_standard_expand_v1,success,,f88f2b82639e23dbd6a46e03e4738d302eb79739245cb916f133f5345a0c7019,34,299,66,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,ising_n42,large/ising_n42/ising_n42.qasm,f9b25d84dc7cc170d0c6188582aadd37b42c952c,28cc7db51ac0ddc75b8407c414cd0986e028dc9750010d938c34fa25f157a853,preferred_named,qasmbench_standard_expand_v1,success,,39c61eba5289c891fb926ce379d07574da42a00065239f5e67bcead1d1834886,42,538,82,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,ising_n420,large/ising_n420/ising_n420_transpiled.qasm,da9590d125b7b046e7103c014be31320e9193953,20585cb39f3382ef29868b2a5ca5522d0d763d8bd10c4d80c3f5eb7010c88558,preferred_transpiled,qasmbench_standard_expand_v1,success,,f32206e668fe557baceba44e76bf0b7ac12d66d60827f19717afa5541a372407,420,3773,838,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,ising_n66,large/ising_n66/ising_n66_transpiled.qasm,6632d51792d02bc38fd70b686f4478a94011e756,3b38ba6c58c2968fd4fd219899f2099b80dd6e40a6525c9f0717962895fd18c3,preferred_transpiled,qasmbench_standard_expand_v1,success,,b2f781a0dddf4b1ff41ff6e6508f7f16625c00dccfc186623ae384709512c659,66,587,130,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,ising_n98,large/ising_n98/ising_n98_transpiled.qasm,0d0fc5a36bd4a3ae50e5127e1e00de865e075d91,af503715392d83139c74536eca963b4aed84ae09a1d010a621bd8944ba94dea4,preferred_transpiled,qasmbench_standard_expand_v1,success,,1d94f1bfdf52635f32f9d6e48670752d163fe5e2be8457d447b88ec0e4637b9c,98,875,194,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,knn_n129,large/knn_n129/knn_129_transpiled.qasm,3c00e863849032909c36022a1c955a82ef69c72c,293e0c9e4d575c1e9ae025c219277b126a1946dfeac33f7af67f8513c0c7f277,unique_transpiled_fallback,qasmbench_standard_expand_v1,success,,0538b8f9358ac2a1cb2468ee6248834b3d42ec6565cfeab0ba5c6486f5548078,129,2310,512,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,knn_n31,large/knn_n31/knn_n31_transpiled.qasm,21f47ea2973602f9729116f3859401ea9ec50509,f7b049eacca4d9cd063911a7878819bffeebc058d525d401efc43c6045ef63e5,preferred_transpiled,qasmbench_standard_expand_v1,success,,570471427055236c90bc208ed19e7c0da25344f8002bd9b5338ea31478858e74,31,546,120,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,knn_n341,large/knn_n341/knn_341_transpiled.qasm,f199a25354d8e1e35203b9d7e9a2e9847e206e89,dbc3cb20f24f016fe89834a0b3661c2a24c46c1ecbeb1e2274d443d599a2bfa4,unique_transpiled_fallback,qasmbench_standard_expand_v1,success,,3daf6619dcc10a8f25dee6167d926079333907a622b2344ade266129be57fd48,341,6126,1360,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,knn_n41,large/knn_n41/knn_n41.qasm,98ff9db8c39b8bc2cde626137bc7dfaecdec65b9,0b62f07ebd93d7a043e26669a353b3534661c4b26eab54d206e9d5dae792543e,preferred_named,qasmbench_standard_expand_v1,success,,eae7660d089dbd34996976cf88497b408dfb5ba62273780a606e2b0f2e0b3cbb,41,542,160,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,knn_n67,large/knn_n67/knn_n67_transpiled.qasm,b75459a0f98acd1b52364277210aa0be67d662ac,8789c9c64ced307e5d714f7e97bbacf09af4527f809495d3e7353b10b50979a7,preferred_transpiled,qasmbench_standard_expand_v1,success,,a172e2edcbbc37a2a4bad990a8123dbfc74fd01a750e0194370feac81f97bc25,67,1194,264,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,multiplier_n350,large/multiplier_n350/multiplier_n350_transpiled.qasm,3824df3b996e4f05ee8836b881f6346bfd6e9252,0c52954c7e3c750c119f1d71e0fa4870fcc4ecb18b90886ad0258b53792a7188,preferred_transpiled,qasmbench_standard_expand_v1,success,,a766acdd008c66a68fa92bfecd32aa91d44905b9e73ab304db6dc75f763c754f,350,496679,145880,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,multiplier_n400,large/multiplier_n400/multiplier_n400_transpiled.qasm,6e600fc1d8a4a7c263c240ea03c486301495d6e4,b51d6601a2b1121a21ce4dff7ae9365073cd19ae8ea0f7676a582ae9819dd3d9,preferred_transpiled,qasmbench_standard_expand_v1,success,,4cbfa9a8540eab482eeb0b8e1fbee4092697f3bba91d16d8704e601b87b3feaa,400,649232,190720,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,multiplier_n45,large/multiplier_n45/multiplier_n45_transpiled.qasm,8b64eaa89b81a7a2bf48bf78629704b99d425cf2,b30dac34c3db0be514bdfc1312ad0ba376e4c54079eef3c24288f290157a4c3c,preferred_transpiled,qasmbench_standard_expand_v1,success,,37df4b9faaa9a6b4830e0bb3a87627b1cb61241907c498ba23454ce63841ff31,45,7857,2286,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,multiplier_n75,large/multiplier_n75/multiplier_n75_transpiled.qasm,7906e669474eedc5d251785758b492f2b7ca335e,7b7595fc3f3c91185b31ae4feb2538c7d43d05f517126686d99155536433bfc4,preferred_transpiled,qasmbench_standard_expand_v1,success,,ee40411f702296a0dabaee444ba97dd848e2068112f6c8ddfa5ffa5512785fbe,75,22277,6510,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,qft_n160,large/qft_n160/qft_n160_transpiled.qasm,505b14b6a38cdc9d7baa0eeb81e75e9701cd9dda,0b2c56eb2982d3dd142a6229338f9fc925c78b44498909a48b87e097b5f6f136,preferred_transpiled,qasmbench_standard_expand_v1,success,,e73834c592a438661215f85a4031ddcf6edb207749f026192ad392bc1ba4e24a,160,39540,11160,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,qft_n29,large/qft_n29/qft_n29_transpiled.qasm,756d65fe4231280824b27c0ddd514ecf98ba3468,1e76d27d313ba4de8f7be63fa8d194ae9af364e1779b840dce2d25e4c74a49c3,preferred_transpiled,qasmbench_standard_expand_v1,success,,49fa8c80421fb27ad4504985875753d7d2700363f3aea72dc715ec50659147e5,29,2929,812,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,qft_n320,large/qft_n320/qft_n320_transpiled.qasm,dfd8b2a8a95b6bd9fd301d32a0ab2fb681bd1a93,091c6b8171a35e9021d83a5b7b8ac0e34211c6e9cb41bf2974f34b10e47eec9e,preferred_transpiled,qasmbench_standard_expand_v1,success,,7d9756acc9a36a174ee90c148bf9b77bbf95e26e3b1a0e0e7fd7c076042ba228,320,84820,23960,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,qft_n63,large/qft_n63/qft_n63_transpiled.qasm,5a08df56ce433a24f97c36140f85d67e1d8f2355,5a1531c663828343abc85d175a2dcb4a6d90ed143dcd96f15d5f7a801478dfbf,preferred_transpiled,qasmbench_standard_expand_v1,success,,bd6a7e0cab6613dce84813138634f92eeffbf6aa4afbe884b5e1d918dfc51a6d,63,12089,3400,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,quantum_telecloning_N1_M1000_LNN,large/quantum_telecloning_N1_M1000_LNN,,,no_qasm_source,qasmbench_standard_expand_v1,no_qasm_source,no_qasm_source,,,,,False,no_qasm_source,False,,,,,,,0/1,no_qasm_source,no_qasm_source,False,not_applicable,,,,,,,0/1,no_qasm_source,no_qasm_source,False,not_applicable,,,,,,,0/1,no_qasm_source,no_qasm_source,False,not_applicable,,,,,,,,,,,,,,,0/1,no_qasm_source,no_qasm_source,False,not_applicable,,,,,,,,
large,quantum_telecloning_N1_M1000_all_to_all,large/quantum_telecloning_N1_M1000_all_to_all,,,no_qasm_source,qasmbench_standard_expand_v1,no_qasm_source,no_qasm_source,,,,,False,no_qasm_source,False,,,,,,,0/1,no_qasm_source,no_qasm_source,False,not_applicable,,,,,,,0/1,no_qasm_source,no_qasm_source,False,not_applicable,,,,,,,0/1,no_qasm_source,no_qasm_source,False,not_applicable,,,,,,,,,,,,,,,0/1,no_qasm_source,no_qasm_source,False,not_applicable,,,,,,,,
large,quantum_telecloning_N1_M100_LNN,large/quantum_telecloning_N1_M100_LNN,,,no_qasm_source,qasmbench_standard_expand_v1,no_qasm_source,no_qasm_source,,,,,False,no_qasm_source,False,,,,,,,0/1,no_qasm_source,no_qasm_source,False,not_applicable,,,,,,,0/1,no_qasm_source,no_qasm_source,False,not_applicable,,,,,,,0/1,no_qasm_source,no_qasm_source,False,not_applicable,,,,,,,,,,,,,,,0/1,no_qasm_source,no_qasm_source,False,not_applicable,,,,,,,,
large,quantum_telecloning_N1_M100_all_to_all,large/quantum_telecloning_N1_M100_all_to_all,,,no_qasm_source,qasmbench_standard_expand_v1,no_qasm_source,no_qasm_source,,,,,False,no_qasm_source,False,,,,,,,0/1,no_qasm_source,no_qasm_source,False,not_applicable,,,,,,,0/1,no_qasm_source,no_qasm_source,False,not_applicable,,,,,,,0/1,no_qasm_source,no_qasm_source,False,not_applicable,,,,,,,,,,,,,,,0/1,no_qasm_source,no_qasm_source,False,not_applicable,,,,,,,,
large,qugan_n111,large/qugan_n111/qugan_n111_transpiled.qasm,0bab9ef70777a3a34a2c1d4a1e295e7cbe77bd73,0112c1cd640bb8e893ef90027171f1f0d31863fa8254a2e80e25830595153c49,preferred_transpiled,qasmbench_standard_expand_v1,success,,840708e24ee8227578264b1f31135c31e60524e1d6645975dcb28638a5ac033d,111,3924,872,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,qugan_n39,large/qugan_n39/qugan_n39_transpiled.qasm,12b9d02c2bb8ace3fa553cc48705418906f6be24,95337b97d1c66be28c67d81112a0529865013ec592cc1f32c156b2e96cd54512,preferred_transpiled,qasmbench_standard_expand_v1,success,,f4325c9948878faded33ae5a40840c95e364b47f80a2c76bf296c6ff18ade7c0,39,1332,296,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,qugan_n395,large/qugan_n395/qugan_n395_transpiled.qasm,0e4791dd8d10c5e1e2a6f606c5bf2a3501a4cedd,40c83b1187332345f769713a07da09871ca4e74bdca1947aa6e06176e76645c5,preferred_transpiled,qasmbench_standard_expand_v1,success,,2aedd8f8c0e0611845ad56cbf2b2ce4da58c7199f83c4773f838de435462d086,395,14148,3144,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,qugan_n71,large/qugan_n71/qugan_n71_transpiled.qasm,b114a8676857ee871ac1ed7f358b071082d3d4c2,687bed56ca3f5e55aa651ff86ed4e02c0b91f2437d7797a48beb68d46e058f63,preferred_transpiled,qasmbench_standard_expand_v1,success,,379eacc4371500e639c4f15747e2b70a8642414d58aad71b3f90ef56c4f755c9,71,2484,552,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,square_root_n45,large/square_root_n45/square_root_n45_transpiled.qasm,6b5611f826be9a7e07f4fcec39edc17e662834cc,931080df4396cb7b24f684ec9dc81a1b7a575779f7b0acae4070b0248f51d77a,preferred_transpiled,qasmbench_standard_expand_v1,canonical_error,QASMBenchCanonicalError: reset at line 586,,,,,False,canonical_error,False,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,,,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,,
large,square_root_n60,large/square_root_n60/square_root_n60_transpiled.qasm,27af90fed368d288afec3c386ffea9daf62807eb,1801c58ff2f69f84c8d0254880504a1b49f1acc81980ba7b2f1f41d0fa1dd13d,preferred_transpiled,qasmbench_standard_expand_v1,canonical_error,QASMBenchCanonicalError: reset at line 804,,,,,False,canonical_error,False,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,,,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,,
large,swap_test_n115,large/swap_test_n115/swap_test_n115_transpiled.qasm,49feb354e0b27d2669d5b73a38dbfb98ac9d9454,ab4a7a5b95b1704ae91764ed98ad6ce21cea5d0e7deb6c2f7d360b8c1cf4c3e4,preferred_transpiled,qasmbench_standard_expand_v1,success,,0d15f1744bf1e90915062034ebff5bb8ee6cbcb880ee37114ad115d272ef3150,115,2172,456,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,swap_test_n361,large/swap_test_n361/swap_test_n361_transpiled.qasm,181a04ad8a0b93112f8719140211f231b4c3089e,b124669b064cbe0cfabd2efbbe48d471878845449e6e88570d825a8ecbf4236b,preferred_transpiled,qasmbench_standard_expand_v1,success,,c777dff9f5c47db5b8bd0e411a2f429b9fc00f9eb6a2f0927792deb9ecd8e870,361,6846,1440,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,swap_test_n41,large/swap_test_n41/swap_test_n41_transpiled.qasm,dbf78f60d5119ba9679b51932aa8c354bbcbd718,b9e11ec5c46a606f3abfb4a257908053410fbda0e7f9a9f63749fc1a91d71379,preferred_transpiled,qasmbench_standard_expand_v1,success,,1229f80cb743043e7797926b40ad5b122409f82c5994b314d02671d091f7e401,41,766,160,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,swap_test_n83,large/swap_test_n83/swap_test_n83_transpiled.qasm,5f54f9def3f9219bc17c17b0713ef7e6a391e857,4f5d9129850212bd61b65201a582c6968664d6d2652399f8940112524bb82013,preferred_transpiled,qasmbench_standard_expand_v1,success,,4eca2038c05fa7fe9310f7fa58a1c930de30e9632d40cc38f237691caec2f2e5,83,1564,328,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,vqe_uccsd_n28,large/vqe_uccsd_n28/vqe_uccsd_n28_transpiled.qasm,7beec507b11a5bab90ca0ed47a0e8d5fe85093a1,263c7faaf39076167689ad1469928bd95d9a74a694c296a91caa45e59e48e9a1,preferred_transpiled,qasmbench_standard_expand_v1,success,,b6a099589d7c6d24914ef401120753addb969c09ac919c358bf2581a1ae928df,28,519744,209924,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,wstate_n118,large/wstate_n118/wstate_n118_transpiled.qasm,0d204077393b996e5a24332f9a701041f7cb6f39,4e3d4e54586b01e22e4600ac23f62afcf87daca543db7ee9d7b25f4e11fbf0f5,preferred_transpiled,qasmbench_standard_expand_v1,success,,2169ad2496736a613f6bc17916d3c9907e24bb3fd265ab23b4298ac597f679d0,118,1171,234,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,wstate_n36,large/wstate_n36/wstate_n36_transpiled.qasm,6f317d676d29f6d9d8d6f349153b08a495649125,a082fe62ed48ae6d4a15382cc77007372036b0e101fe7acdd33a7e93040eb0e0,preferred_transpiled,qasmbench_standard_expand_v1,success,,641869d8c69917e8e1b7fbe0b117dd932caa5c1ccfd5148a141d08b8f5833175,36,351,70,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,wstate_n380,large/wstate_n380/wstate_n380_transpiled.qasm,2408eeafb90a109fb10896bdde1b0711f1d2ce4c,ac57564e1d4032e640f66898449103e6d4eb9aed21d9fbc30b31946b0c67d50e,preferred_transpiled,qasmbench_standard_expand_v1,success,,a63b2ef4886e04b13800d089bf0cd03c6ff4ab8e78da2fa1718b05d4f25205f4,380,3791,758,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
large,wstate_n76,large/wstate_n76/wstate_n76_transpiled.qasm,662fb1bf706bc301fe9dc7e71a38712687f6dd46,693455c43a1e3665068428dcfe9e25f4d42c8c6afc39e4aef020feed4864e051,preferred_transpiled,qasmbench_standard_expand_v1,success,,223b8a91277952e5049964f866b88cc1738b563695702c04585bb2ebfc51161b,76,751,150,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
